,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.17_x,H_in-K_out.17_y,H_in-K_out.17_speed,H_in-K_out.17_angle,H_in-K_out.18_x,H_in-K_out.18_y,H_in-K_out.18_speed,H_in-K_out.18_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,scenario,participant_id,source_file
34271,34271,1075.4,1568649459.3264387,1075.4,-92.87797195723725,563.6688320467144,58.45995723781276,697.2770060743828,0.9976502060890198,554.4825952013833,88.88777367109152,730.9825555519693,0.9989395737648008,551.6531671982702,28.121402633003807,729.9678965140943,0.9960951805114746,495.18318937053414,129.87964173428213,729.624419210526,0.9183666110038756,515.7059696176717,-19.149386649728687,741.0221045454906,0.9053168296813964,418.22824222648285,179.4983265038381,576.3286169875172,0.9765859842300416,426.4246353019053,-71.93136990217367,591.0530567607491,0.29988354444503784,594.1093082878476,205.22702916504747,374.45994045791224,0.6251928806304932,528.4514581483429,-129.1783903350722,357.68855787097056,0.9485350847244264,748.1981913413905,231.44740758003223,241.87441089553212,0.8831663131713867,713.6094706363104,-173.58095161555798,226.54307170813252,0.5790268182754517,378.4770290564094,135.3049489666956,164.73947657717738,0.7847425937652588,377.6788493485605,-40.92269371669975,227.72381737685865,0.8116271495819092,716.8709778311675,170.7762610795278,64.32847554086389,0.2299860715866089,648.0563891080208,-131.55102933168124,102.39933346297589,0.8543862700462341,404.5020850590779,176.30967823821015,-635.6805741136105,0.005992621183395386,793.7629009081827,-67.2329496269546,105.41876537885409,0.1044015884399414,1761.64,1620.21,5.03,0.1,1399.41,831.57,8.83,181.84,1399.97,848.98,9.01,181.84,1537.83,868.66,8.86,268.61,,,,,4a,13,1568648330
34272,34272,1075.4337689034185,1568649459.360474,1075.4337689034185,-92.88748776634456,559.0689911969154,57.07084825999648,693.9420721365343,0.9971632957458496,547.7820466517861,88.6331447159462,727.313767914035,0.9988965392112732,551.4804988567362,27.42026386844789,728.7218981345462,0.9964349269866944,513.9923074197801,127.85209279494852,736.916345139352,0.9106841683387756,511.1130445134456,-21.05633069475768,739.6002294594538,0.8759088516235352,423.59974211398406,177.458408089856,577.2260611552898,0.9828010797500608,429.62816970248537,-71.06456627791195,590.9386265981044,0.3332812190055847,592.4881261965216,205.44862124631925,372.76068538347084,0.5643863081932068,520.7637852188708,-126.26575535067744,354.21812753873877,0.954145073890686,743.1635366931912,230.7312248003437,235.75787206215026,0.906063437461853,716.0273439557991,-169.30695242165643,227.5787485648977,0.6771821975708008,378.9366560505857,136.56997266949054,164.68701817376282,0.7933387160301208,359.19438615733367,-49.52164628700787,215.552373775052,0.7640794515609741,755.6601427448994,167.60752466758325,84.77484418207274,0.18914395570755005,659.7370514977807,-120.67335282396574,94.4135643302858,0.48871049284935,329.80585685275133,171.96591772926658,-716.2014870831836,0.004482656717300415,764.464266055438,-77.08589312345747,38.95461366600875,0.04609575867652893,1761.64,1620.378844517092,5.03,0.13376890341840753,1399.3998693289745,831.2694567595763,8.846884451709204,181.84,1399.9598693289747,848.6760798692343,9.01337689034184,181.84,1537.5328336499178,868.6498693289743,8.839738657948955,268.61,,,,,4a,13,1568648330
34273,34273,1075.4670048564014,1568649459.3939724,1075.4670048564014,-92.7213571560724,559.0536896359099,56.85742448918681,693.2119521356735,0.997177243232727,551.5967505411625,87.35764168629808,727.0863171216879,0.9989452362060548,540.3051793578634,24.82629468621184,723.7209511698547,0.9965865612030028,515.8359852962938,128.0254242067082,737.5441031355417,0.921533465385437,510.54994284210767,-20.7496208282481,739.5422229519429,0.901374101638794,414.190266209231,176.69728076120614,575.7050196641746,0.788797914981842,427.27007971311656,-71.34070781187201,588.730193292796,0.3229731321334839,587.3138152883597,205.1722798312508,372.9502885545273,0.6485480666160583,519.7434061698,-126.25209635391329,353.7499157099929,0.9587377905845642,738.4910243335621,231.36244389239613,233.29136122113084,0.9314769506454468,714.2304830338037,-169.3515075769776,224.96375489920268,0.7062495946884155,394.6016253136907,134.52200502067498,171.13244204671082,0.7527078986167908,374.37414896217257,-50.48515028353852,199.25526992606675,0.382511168718338,736.9509486067848,164.28027617618892,67.2365855051101,0.28495174646377563,666.7245413052971,-110.36691808650532,66.577790496765,0.47464480996131897,304.93701882643984,167.70141100627666,-745.4037058797043,0.008940905332565308,723.5390282442257,-81.90343091121484,-37.642690871124614,0.03328961133956908,1761.64,1620.545024282007,5.03,0.16700485640141505,1399.3898985430794,830.9736567780274,8.863502428200707,181.84,1399.9498985430796,848.3769562923873,9.016700485640143,181.84,1537.2403572636676,868.6398985430795,8.819797086159152,268.61,,,,,4a,13,1568648330
34274,34274,1075.5,1568649459.427228,1075.5,-98.1694836128911,556.0314620449892,56.709803677583196,690.8188492580783,0.9972298145294192,552.3589881276195,88.6122711106963,725.998321459781,0.9989701509475708,540.0633746177637,25.86632297796605,722.5156953326563,0.996880292892456,505.6102963137869,129.43993110692026,729.6961026199333,0.9413759708404541,527.3983021250319,-17.71157947652766,743.9037264242424,0.8974432945251465,416.8950558512982,177.79198105606525,576.9203059146103,0.7925145626068115,422.65481529360085,-70.23812273225025,587.5246550098125,0.4322028756141663,586.7934382816342,205.637789736706,371.95385772357866,0.6481813788414001,506.858755996427,-128.03982167369946,344.3840365295227,0.9508473873138428,748.269015465417,232.89492094006906,241.35360767489524,0.9414384961128236,721.8999669793558,-167.9292879689088,235.4269320291719,0.8076385259628296,403.5215621599647,132.3232872181594,171.96588185249993,0.6933784484863281,374.57474698882004,-56.59582862711576,180.88801075875733,0.6316652894020081,721.9358283297341,160.14660463180832,56.18257661401015,0.3849234282970429,648.2961128419082,-113.04521840684671,43.07891442070172,0.5125593543052673,341.1845464424078,162.6116608728425,-705.7337243060008,0.009281039237976074,712.0145151117796,-74.38480911903362,-126.17224309360405,0.08297345042228699,1761.64,1620.71,5.03,0.2,1399.38,830.68,8.88,181.84,1399.94,848.08,9.02,181.84,1536.95,868.63,8.8,268.61,,,,,4a,13,1568648330
34275,34275,1075.535500214948,1568649459.4630606,1075.535500214948,-94.38112758125055,535.9456286637394,57.053727069409646,682.1736530022238,0.9972323775291444,548.9397052974693,90.20164662983248,724.4372111432161,0.9988707304000854,531.9696383375863,26.92299612699959,719.6848252596498,0.9970165491104126,497.5210003705948,129.59458128816343,725.4860923264844,0.8951818943023682,528.7170129080273,-15.7761130617066,745.0184098036043,0.8594506978988647,424.25777675142217,167.70742274116958,575.4918934228499,0.9095408916473388,417.0795565872362,-67.71069853169746,585.5953245018823,0.5010721683502197,589.57162194841,205.46336360629863,374.6937970758852,0.5951786041259766,524.6228534273595,-124.58400366651465,353.22009330916865,0.9446885585784912,728.1882332694217,236.17215811437455,227.04765534882446,0.9150516986846924,723.4645774564574,-167.23314061253555,235.88618739459625,0.8409376740455627,399.9510912840915,138.78512445700224,170.28967036806546,0.5485237240791321,366.43728954075584,-51.77222590707414,192.79266254585804,0.8666778206825256,721.5722765644185,162.25532649350345,57.570383893493926,0.6940822005271912,674.7680656117673,-108.29484218855164,44.028162328687436,0.6420391201972961,345.5998182721518,159.7118996856015,-699.7890075004774,0.01179271936416626,661.8258565519523,-79.40984391152696,-229.706579261848,0.1509082019329071,1761.64,1620.8875010747406,5.03,0.2071000429896295,1399.3693499355154,830.3675981084563,8.865799914020739,181.84,1399.9293499355153,847.7604980654668,8.991599828041482,181.84,1536.6411481299508,868.6228999570103,8.785799914020739,268.61,,,,,4a,13,1568648330
34276,34276,1075.5667227263923,1568649459.4945755,1075.5667227263923,-94.33409682153469,563.0646462942905,60.22442330911805,692.1142732513609,0.9972683787345886,552.4587584503494,91.68187923450012,725.2809060464,0.998799204826355,547.6362242187404,31.625102806185154,724.9244753924402,0.9969238042831421,519.8796247150547,130.15799752171404,735.0277412683963,0.8995670080184937,515.4891105872351,-15.158923983994644,743.6485542135073,0.9048206210136414,416.823869849086,169.792232607812,581.3049295144457,0.5158822536468506,417.9548826056522,-77.23147702490797,580.0030251642299,0.8423627614974976,579.0925846954451,206.60116226111802,369.2188611313881,0.626846194267273,525.898504780134,-125.27450831040304,354.3312041544146,0.9497144818305968,729.6921816757939,233.62146124027004,229.03090682156346,0.8923838138580322,721.5036599445456,-171.09147618174498,235.333209002876,0.8759521245956421,412.89321879944055,137.02688239638394,176.50541736341202,0.5611073970794678,367.4079268211362,-58.775266094806824,178.4059359087371,0.5999040603637695,686.2473157773633,155.86931378012028,41.885824905878756,0.4413734078407288,671.9688772833271,-98.97816490555971,32.77700282856787,0.4613753855228424,316.405179960508,156.71075144911381,-695.7435690272737,0.014164149761199953,624.3036066117354,-76.32931224992565,-340.89663459520057,0.16431927680969238,1761.64,1621.0436136319618,5.03,0.21334454527847205,1399.3599831820825,830.0928400077472,8.853310909443056,181.84,1399.9199831820824,847.4794954624688,8.966621818886109,181.84,1536.3695122803863,868.6166554547217,8.773310909443056,268.61,,,,,4a,13,1568648330
34277,34277,1075.6,1568649459.5281644,1075.6,-95.76064764451569,560.055478005487,63.22515721438984,691.5089107020526,0.9978408813476562,555.9848037329384,95.66018036104514,727.0540366310878,0.9987110495567322,551.9971583070255,34.48610374915489,726.8027785807077,0.9966782927513124,506.14195478000437,134.19967165929043,730.1791020086937,0.86258864402771,517.4800898948947,-13.621435396053169,747.0133461568571,0.911766529083252,417.18659555675424,180.2263123531427,577.6289210297288,0.9686787128448486,425.9568891664569,-76.80017633932938,585.2622217418932,0.8630836606025696,570.7121229074148,206.32072345718242,363.52386187978766,0.5636684894561768,523.6246502034571,-126.03573425602863,353.0233966279554,0.945364475250244,743.8470805414197,229.97189493289497,238.37299433897098,0.8339948654174805,722.7208962640088,-173.515068693015,237.3930598355724,0.8697522878646851,407.18302069755225,136.05041085172502,178.9214604273905,0.4507253766059876,363.0874836438077,-60.074892189939575,172.65232830653423,0.5278083086013794,695.723277695622,147.91653621075858,51.57270335628258,0.4524040818214417,678.9081567154733,-89.89020952126256,33.363545778928234,0.5343102812767029,346.9462000422576,159.69293113057884,-547.3817123088971,0.034436553716659546,574.7174537467972,-87.48870287274765,-423.3654172997165,0.2120676934719085,1761.64,1621.21,5.03,0.22,1399.35,829.8,8.84,181.84,1399.91,847.18,8.94,181.84,1536.08,868.61,8.76,268.61,,,,,4a,13,1568648330
34278,34278,1075.6335098709187,1568649459.5618348,1075.6335098709187,-92.7627633526525,544.4440063944669,63.41496962553216,684.5280805896182,0.9975764751434326,552.4501711764858,97.47163101004604,726.2277853447536,0.9984406232833862,544.5875174073294,34.950486803458745,723.3751039574081,0.9967215061187744,509.6084919126919,136.64476210028346,729.3827298663499,0.8515447378158569,521.7584502361934,-11.727368873581849,747.1944090860952,0.9008184671401978,423.93272273698716,181.92083361462795,576.3641961047167,0.9660160541534424,426.5396083543021,-72.84840304759129,586.4830519320783,0.8675980567932129,547.8725803593618,202.73056835026898,369.7474003366262,0.9590725898742676,529.959628156295,-125.33691882676062,356.2834635840364,0.9447431564331056,746.5237571762558,231.85811954170703,237.3862169691433,0.6617091298103333,717.9450244077292,-175.0367227117779,237.57052993979562,0.8589980602264404,401.0482233296468,137.45010646537253,184.65770387769558,0.23437103629112244,362.4743947965274,-61.82299872827137,170.4259295047439,0.4734102189540863,678.2732151925061,139.28992101828558,51.63209515504312,0.5959212779998779,611.3650446280792,-90.05798684781817,-22.88857187826747,0.3993228673934937,448.6558839108651,157.65067842179084,-346.8967427338838,0.09216046333312987,552.8205513974028,-79.10634539016885,-453.0079461421751,0.09262537956237793,1761.643350987092,1621.3809003416854,5.023298025816248,0.22670197418375204,1399.3399470387244,829.5051131359147,8.84,181.84,1399.8999470387243,846.881762148823,8.933298025816248,181.84,1535.7851131359146,868.6032980258162,8.756649012908124,268.61,,,,,4a,13,1568648330
34279,34279,1075.6668783219438,1568649459.5953634,1075.6668783219438,-94.92891136465728,547.4801743935382,66.03548095507935,686.5868182351862,0.9977753162384032,559.9609196691141,98.91546478650723,729.6155712566666,0.9982934594154358,543.520594539223,36.696250110348956,724.3578873528238,0.9963105916976928,511.5948069306295,139.7024342768747,733.8835240388713,0.8322877883911133,524.7163227345764,-9.61600254155255,752.1033588466897,0.8874853849411011,409.1534506058142,187.83107612244305,571.4733844027721,0.9684457778930664,430.76380278342043,-72.89029639870348,590.4333382157787,0.9096826314926147,554.4421829684294,201.50042126089568,374.2816117591197,0.9616085290908812,535.2456505434279,-128.26358063423584,359.3661252452298,0.9435267448425292,743.8071333921962,236.20410602165933,234.65714917045887,0.6538411974906921,718.6818382181424,-177.9255489684246,235.05824684718147,0.8661289811134338,409.0263892151596,134.57326674700414,193.30074317976081,0.14963087439537048,367.93112598164595,-61.40658893578006,169.7351957675136,0.4275154769420624,667.7944043787821,131.39532894277536,79.07926075948325,0.7157138586044312,567.5257145961797,-86.86692767935881,-60.08018845781467,0.518429696559906,497.2947089206658,157.28504397380894,-267.6342362744032,0.06466618180274962,515.5887545767752,-74.1538019429257,-488.38696123484885,0.18414655327796936,1761.6466878321946,1621.5510794419135,5.016624335611232,0.2333756643887681,1399.3299365034168,829.2114707668942,8.84,181.84,1399.889936503417,846.5847829346997,8.926624335611233,181.84,1535.4914707668945,868.5966243356113,8.753312167805616,268.61,,,,,4a,13,1568648330
34280,34280,1075.7,1568649459.6286435,1075.7,-94.45173034991207,566.0015688555915,68.58012209071498,696.2068780317778,0.997959554195404,554.0313268431909,100.57439076323163,723.6848743350952,0.9980377554893494,548.8833458718666,40.840572838085045,724.0179843611861,0.996577262878418,503.41892196243515,141.12988199464453,730.5028314853946,0.7597076892852783,505.28057072980073,-10.421749022831703,745.5401725527437,0.9143717288970948,412.3966110781753,188.93198014950752,574.9208831557186,0.9712038040161132,427.03281091459587,-72.03659630526798,587.0117854663628,0.898614764213562,570.5670211728959,202.41856741760955,371.58464066514983,0.6318231821060181,537.9702460432734,-124.15435532445848,360.10659245734865,0.9398653507232666,744.480848661178,234.59097786051075,231.718671366282,0.6823148727416992,717.7829611340317,-175.98855147337892,236.69260277925224,0.8690418004989624,436.13931471192774,130.53933280108214,208.6999904126904,0.1653609275817871,365.84470906972666,-63.35358687732218,165.13609946962566,0.5667405724525452,677.1799647500617,127.63676436082012,93.58345952151986,0.7619039416313171,523.3877261613326,-87.08424582228817,-82.77435225298427,0.5332476496696472,658.1935793107424,152.13469594267823,-63.226590758356934,0.06361180543899536,596.95290747936,-68.52198139481371,-352.09527522182884,0.38520315289497375,1761.65,1621.72,5.01,0.24,1399.32,828.92,8.84,181.84,1399.88,846.29,8.92,181.84,1535.2,868.59,8.75,268.61,,,,,4a,13,1568648330
