,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,Q_in-J_out.16_x,Q_in-J_out.16_y,Q_in-J_out.16_speed,Q_in-J_out.16_angle,Q_in-J_out.17_x,Q_in-J_out.17_y,Q_in-J_out.17_speed,Q_in-J_out.17_angle,Q_in-J_out.18_x,Q_in-J_out.18_y,Q_in-J_out.18_speed,Q_in-J_out.18_angle,Q_in-J_out.19_x,Q_in-J_out.19_y,Q_in-J_out.19_speed,Q_in-J_out.19_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,Q_in-J_out.20_x,Q_in-J_out.20_y,Q_in-J_out.20_speed,Q_in-J_out.20_angle,K_in-H_out.17_x,K_in-H_out.17_y,K_in-H_out.17_speed,K_in-H_out.17_angle,K_in-H_out.18_x,K_in-H_out.18_y,K_in-H_out.18_speed,K_in-H_out.18_angle,K_in-H_out.19_x,K_in-H_out.19_y,K_in-H_out.19_speed,K_in-H_out.19_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,scenario,participant_id,source_file
33556,33556,1059.9,1568737366.8950374,1059.9,-76.76743096192827,624.8808378441322,48.07344148077622,632.3963443927485,0.9931930303573608,651.477365992814,76.07332235314243,685.0165948228977,0.9780086278915404,668.5142132685684,19.461250483712693,691.8958219169258,0.9490421414375304,623.3488202836817,117.86312710443676,717.8949686064752,0.4234174489974976,642.6555217697153,-24.40449056926764,705.9226924356633,0.2810568809509277,510.012672723664,188.69861902162685,554.8649147224044,0.9489133358001708,546.2578935054044,-69.89560001501732,576.7982056798483,0.9649489521980286,627.2202259247184,242.4593712736012,368.62457119257795,0.9278576374053956,621.376348058232,-155.94497603355458,367.3023616676458,0.9272624254226683,829.3004969782575,289.35479167316936,223.4136968393921,0.9427143335342408,790.3933284448929,-208.62807676724893,192.19722511674868,0.6358974575996399,572.0561273571632,128.68062260505778,180.0913764836809,0.15592727065086365,467.3444803187258,-58.003720855012865,158.4028577003759,0.7292575240135193,421.0311806943772,238.63997507373338,-401.5996344660689,0.034147411584854126,839.1629772547113,-35.07723063225391,86.61012433405918,0.3294346928596497,324.45601520433917,231.93156941772733,-732.390450788242,0.011272847652435304,1566.8472134087176,32.796529301559374,612.9536742640204,0.019736707210540768,1761.06,1661.53,3.92,358.17,1760.4,719.49,6.89,180.37,1760.49,733.39,6.98,180.37,1760.59,747.7,6.92,180.37,1760.89,1067.51,6.21,179.85,1760.85,1081.41,6.19,179.85,1760.81,1095.75,6.15,179.85,2670.57,718.13,7.31,157.26,1760.78,1109.05,6.2,179.85,2645.29,816.81,6.91,173.91,2643.83,830.55,6.96,173.91,2642.33,844.61,7.0,173.91,327.36,2093.88,8.05,93.56,,,,,,,,,,,,,4a,17,1568736260
33557,33557,1059.932963049803,1568737366.9278855,1059.932963049803,-76.76743096192827,625.353300524083,48.297881111351224,635.4793775510407,0.9938760995864868,656.4193100272046,75.59888684864887,688.2061900571105,0.9762369394302368,666.5794051146728,20.2375563835602,691.0133200479625,0.9480162858963012,624.5967866283256,118.16421463791248,719.6248713207301,0.4393085241317749,642.9850791209687,-24.377994029382172,706.3563538814736,0.28124839067459106,512.4408554499616,185.0641255644958,559.5747783235602,0.9562207460403442,550.2796389075527,-69.05261444563291,579.7460518972799,0.9705870151519777,617.6965860502949,244.1893949296354,366.60285032165,0.9353525638580322,631.8840225354603,-154.49058979409438,374.3859680913819,0.9368942975997924,819.2362283602972,284.37873191267965,226.32428039972007,0.912110447883606,785.97872016828,-208.1327310331123,187.98500821166888,0.6463223695755005,559.4730193584337,127.42535732017888,178.28612781294368,0.11840265989303587,464.13040160788734,-60.159470469613524,171.44582762412242,0.7163218855857849,682.2461543641784,225.2308138720436,-116.6067843091003,0.046165764331817634,766.6314331115085,-40.654001211269865,40.246246989714734,0.7678557634353638,305.90882518514536,232.6499761809209,-756.8787707369843,0.015270352363586426,1887.2601881720193,72.12104916895427,958.266555274781,0.03648582100868225,1761.0534073900394,1661.6585558942315,3.9167036950197063,358.1601110850591,1760.4,719.2625549563597,6.913074134862052,180.37,1760.49,733.1625549563597,6.950333255177362,180.37,1760.5867036950194,747.4725549563597,6.933185219921173,180.37,1760.89,1067.3023327862415,6.2165926099605855,179.85,1760.85,1081.205629091222,6.203185219921173,179.85,1760.8132963049802,1095.5456290912218,6.173074134862052,179.85,2670.662296539448,717.9058512613402,7.316592609960586,157.26,1760.78,1108.848925396202,6.173629560157655,179.85,2645.3130741348623,816.5825549563597,6.91,173.91,2643.8530741348623,830.3225549563597,6.963296304980293,173.91,2642.3530741348623,844.3792586513796,7.0230741348620525,173.91,327.6237043984234,2093.8635184750988,8.043407390039414,93.56,,,,,,,,,,,,,4a,17,1568736260
33558,33558,1059.9666146690656,1568737366.9614198,1059.9666146690656,-82.81647722622405,621.3943755348429,49.367333817548115,635.3231077356003,0.9950962066650392,657.2994855420627,74.7556670365263,687.3024134848987,0.9828690886497498,661.6711351586542,20.49247846269104,688.0130072095982,0.9628890752792358,621.3197608587967,117.44948010308022,717.2925260510158,0.5333517789840698,640.8997870657604,-24.284092730850485,704.8413821442585,0.3440397381782532,504.36551537718736,188.73465540936942,555.9661530990545,0.9463798999786376,542.3323243525102,-70.53103461009286,577.9885821095131,0.9464942216873168,634.9208621816917,238.66024138469191,360.82983561133307,0.9641857147216796,635.5585797231449,-155.44366400932856,369.2164188810121,0.9699437618255616,831.4480604436559,286.59302876671075,226.767894011554,0.9475917816162108,773.3998112942363,-208.29815770165882,195.1057075799477,0.078462153673172,570.4390699324314,128.13288711335412,175.62457603361347,0.15771248936653134,465.045587842645,-60.539288293800354,151.86807940948842,0.1863984763622284,389.77941838711007,241.65853667381558,-467.4986256378009,0.026939064264297485,819.9139535389992,-36.42600964565719,68.67132068703228,0.4118021726608277,333.5109871189244,228.32185930010982,-727.9160404292868,0.010032087564468384,2028.260560233898,88.79075335708096,1109.862330264139,0.01874828338623047,1761.0466770661872,1661.7897972093558,3.913338533093441,358.1500155992803,1760.4,719.0303587834475,6.936630268345913,180.37,1760.49,732.9303587834474,6.9200467978409685,180.37,1760.5833385330936,747.2403587834474,6.946645867626237,180.37,1760.89,1067.0903275848868,6.223322933813118,179.85,1760.85,1080.9969890517934,6.216645867626236,179.85,1760.8166614669065,1095.3369890517934,6.1966302683459125,179.85,2670.756521073384,717.677020250354,7.323322933813118,157.26,1760.78,1108.6436505186998,6.146708264747528,179.85,2645.3366302683457,816.3503587834474,6.91,173.91,2643.876630268346,830.0903587834474,6.966661466906558,173.91,2642.376630268346,844.1436973165409,7.046630268345913,173.91,327.8929173525248,2093.8466926654673,8.036677066186881,93.56,,,,,,,,,,,,,4a,17,1568736260
33559,33559,1060.0,1568737366.9946887,1060.0,-82.81647722622405,621.4645604161283,47.616423440283654,634.6366008301031,0.9942146539688108,657.5806941135004,73.77743307510943,686.7685512669408,0.9819407463073728,655.9971534529776,18.201764249964388,685.9902164541011,0.9633593559265136,623.9469117975897,118.486712757266,719.9343035483687,0.5136940479278564,639.4406560143157,-26.155499984559217,706.0197631063229,0.303982675075531,512.31659564591,188.82467899866782,558.9596123755001,0.946186065673828,537.3378558467823,-72.70078035231634,576.2323279028832,0.953283965587616,622.2507476380366,237.81851891504826,357.17830742977617,0.9795277118682858,631.8098924066468,-154.68278743296332,355.5976674207804,0.9871541261672974,829.571176638786,288.436384869361,224.29141900464768,0.9487484693527222,781.630602257959,-210.3378116253784,198.09368395183586,0.4979788959026337,565.735642394857,132.17083710800506,178.37585376135354,0.11180520057678224,459.2156482300576,-59.2409640468786,138.63100360056336,0.1937479376792908,352.2800448232538,227.34263060314163,-491.3423007484163,0.046593695878982544,831.2880976198628,-35.467889404236466,73.8326966705884,0.35798490047454834,302.3313488265245,202.48871964913963,-758.7040831882257,0.01548653841018677,2092.1242097086497,95.95875665210207,1178.5458506849748,0.020223021507263184,1761.04,1661.92,3.91,358.14,1760.4,718.8,6.96,180.37,1760.49,732.7,6.89,180.37,1760.58,747.01,6.96,180.37,1760.89,1066.88,6.23,179.85,1760.85,1080.79,6.23,179.85,1760.82,1095.13,6.22,179.85,2670.85,717.45,7.33,157.26,1760.78,1108.44,6.12,179.85,2645.36,816.12,6.91,173.91,2643.9,829.86,6.97,173.91,2642.4,843.91,7.07,173.91,328.16,2093.83,8.03,93.56,,,,,,,,,,,,,4a,17,1568736260
33560,33560,1060.032714382253,1568737367.028045,1060.032714382253,-94.99430582058471,627.0251685844414,46.94084499271989,637.0984865581238,0.9944250583648682,657.9288012875421,72.99419581116156,686.0383875847217,0.984078884124756,661.7253243919266,19.183849131052305,685.8808442025544,0.9670847654342652,627.0075983111652,117.68710801774375,719.103303118006,0.5301429629325867,641.8328124519868,-24.77196668889265,706.5796437225325,0.3155215680599213,508.6264332422592,187.87534096566816,557.6260363593607,0.9446157217025756,541.5115612594057,-72.09017393073424,577.2068018701223,0.9471689462661744,627.4685146591346,243.5041517862057,365.31875894685453,0.9149823188781738,628.6231634005762,-153.84616579640678,371.46544112905616,0.9356822967529296,831.9044703163133,285.9661087716796,227.3464261372176,0.9358932971954346,782.2922906213722,-210.5041575685527,185.69716879930786,0.6595357656478882,570.7544444631526,127.72805567693956,179.98288831658715,0.13545820116996765,458.4162264917968,-59.37785608030502,130.30393603186894,0.2370384633541107,656.2288506522065,218.73005434197842,-154.0336878013039,0.04564356803894043,799.392326540479,-36.66976053023577,56.07118709185926,0.3617493808269501,305.39789071347263,219.8576913617057,-755.250526228938,0.010838299989700316,1679.3387278163054,46.69861836608995,734.4916354858093,0.010113388299942015,1761.036728561775,1662.047586090787,3.9067285617746914,358.1269142470988,1760.3967285617748,718.5709993242282,6.956728561774692,180.37,1760.486728561775,732.4742707624538,6.912900067577164,180.37,1760.58,746.7842707624537,6.940371370648145,180.37,1760.89,1066.677170830031,6.223457123549383,179.85,1760.85,1080.5871708300308,6.23654287645062,179.85,1760.82,1094.927170830031,6.22,179.85,2670.941600270309,717.2308136389045,7.33,157.26,1760.78,1108.237170830031,6.159257258703708,179.85,2645.3861715058024,815.897542200679,6.900185685324073,173.91,2643.922900067577,829.6342707624536,6.9830857529012365,173.91,2642.422900067577,843.6842707624538,7.043828494197527,173.91,328.42171505802474,2093.8136428088733,8.033271438225308,93.56,,,,,,,,,,,,,4a,17,1568736260
33561,33561,1060.0655587746312,1568737367.0615337,1060.0655587746312,-94.99430582058471,625.264738564425,48.48392748586392,636.2396973636494,0.9938977956771852,660.8306099889237,73.81361048087012,688.621151325563,0.9807983636856079,664.7401642340283,20.44125975750674,689.0019450764696,0.9560450911521912,628.1049070113978,117.11759836934029,718.1758107020136,0.5142462253570557,639.841546340804,-24.43851336299111,706.5006084823907,0.2843930125236511,513.2569003361245,183.92541187620805,557.8349788287915,0.9525188207626344,544.1090920048143,-70.65962560916735,581.1040542750611,0.9503892660140992,620.5197042063926,243.28906971737328,365.86795439225676,0.916286826133728,633.4971840209449,-158.23818567837503,351.3784737502378,0.9556102752685548,821.6450933860451,282.27625015063825,230.883864108878,0.8699257969856262,785.5732514991516,-211.0483922925043,191.64258572412547,0.414060115814209,536.9977346629428,135.46791370099362,179.5881363559986,0.032410621643066406,459.6930466396158,-58.08806802395366,134.16651177906203,0.20863217115402224,771.8351084458376,191.05581196543392,-11.33118421794484,0.06548655033111572,820.5454179893683,-33.90410128146957,73.9515851163622,0.4255240559577942,294.1333146194424,228.6800893603733,-767.613223425651,0.013180643320083618,1933.198175457919,76.76328281952516,1007.2375622262967,0.012968927621841429,1761.0334441225366,1662.175679221062,3.903444122536874,358.11377649014753,1760.393444122537,718.3410885775812,6.953444122536874,180.37,1760.4834441225366,732.2476444550442,6.935891142241881,180.37,1760.58,746.5576444550444,6.920664735221245,180.37,1760.89,1066.4735355972862,6.216888245073748,179.85,1760.85,1080.3835355972865,6.243111754926252,179.85,1760.82,1094.7235355972862,6.22,179.85,2671.0335645689674,717.0107562099705,7.33,157.26,1760.78,1108.0335355972861,6.1986705295575115,179.85,2645.412447019705,815.6742003325073,6.890332367610623,173.91,2643.9458911422416,829.4076444550443,6.996223509852502,173.91,2642.4458911422416,843.4576444550444,7.017552980294992,173.91,328.68447019705013,2093.7972206126847,8.036555877463124,93.56,,,,,,,,,,,,,4a,17,1568736260
33562,33562,1060.1,1568737367.0966506,1060.1,-94.99430582058471,619.4617512440187,47.076223424649925,630.6866245135433,0.9949772357940674,656.3317390592867,72.68761863081524,685.6078519043873,0.9863651990890504,642.2903293045093,15.711729473598373,678.536862690926,0.970699906349182,619.0570839563038,118.52738846384472,716.2538690921525,0.5561633706092834,633.703035911579,-26.94025312501553,703.8665900917807,0.32073089480400085,513.1685997479319,186.60947209323623,558.8273751098621,0.9445500373840332,542.0551021276766,-72.49274813842202,577.580450987203,0.9554439783096312,633.643014238991,239.06790480598642,363.9605030322088,0.9711288809776306,635.8192397625202,-153.28976552820126,377.7202736495471,0.94795560836792,828.2375794148802,286.21993806489763,225.6864235545015,0.9345682859420776,788.8276426365019,-210.9741733720336,189.09471843208541,0.6360976696014404,558.2973339658696,129.29629892403943,182.50132667690673,0.14700427651405334,471.676820739773,-55.97818670786399,170.46277024817132,0.6748144030570984,838.4892412784372,203.97460777607967,51.399614635484895,0.035937905311584466,756.9229740510582,-41.37403506411815,30.125644511368364,0.5652893781661987,305.57629311199366,255.80850578953755,-754.6430261295708,0.010474234819412231,2048.5702630339124,90.5578896053096,1131.3542253172307,0.012546896934509277,1761.03,1662.31,3.9,358.1,1760.39,718.1,6.95,180.37,1760.48,732.01,6.96,180.37,1760.58,746.32,6.9,180.37,1760.89,1066.26,6.21,179.85,1760.85,1080.17,6.25,179.85,1760.82,1094.51,6.22,179.85,2671.13,716.78,7.33,157.26,1760.78,1107.82,6.24,179.85,2645.44,815.44,6.88,173.91,2643.97,829.17,7.01,173.91,2642.47,843.22,6.99,173.91,328.96,2093.78,8.04,93.56,,,,,,,,,,,,,4a,17,1568736260
33563,33563,1060.1320050268532,1568737367.1281636,1060.1320050268532,-108.41904810375921,621.9902667380686,47.13410714204272,632.9981591653309,0.994843602180481,654.4931585220361,74.60573255942558,684.340122930249,0.9809813499450684,652.8080196971675,17.291385516548274,684.531020214162,0.95518559217453,619.9986670824891,118.6260574986762,716.339144828657,0.49861371517181396,639.9019099124542,-25.143944986251523,705.6751187837538,0.291309654712677,504.2034780622364,190.34679655151908,556.4028336127166,0.9441795349121094,540.9312404621179,-70.60109869002768,579.3381942082373,0.956613302230835,633.5875592334178,236.357335630706,365.8779914930642,0.976637840270996,638.518009116068,-157.60638651830973,353.22930799774923,0.9559155702590942,831.9262706344638,286.337283207119,227.20904386604568,0.9411699771881104,774.9762980008207,-212.92663292867363,187.6448166715594,0.5198843479156494,575.187541323427,128.36241751444038,181.47242909530559,0.14512842893600464,458.7428172695364,-61.23892202900896,142.77670332416668,0.21188464760780326,556.0570091836615,218.7830709206293,-242.55422455444213,0.05175653100013733,807.8325536173413,-34.52282783205311,60.104282016578786,0.06821662187576294,297.4089342070898,245.41963999940484,-760.0541303877319,0.009171724319458008,1293.6728051211633,-0.8759814674388169,319.80119085209344,0.01285409927368164,1761.0235989946293,1662.4348196047283,3.8967994973146505,358.08719798925864,1760.39,717.8823658173962,6.924395978517205,180.37,1760.48,731.7891653147109,6.95039849194395,180.37,1760.5767994973144,746.0959648120256,6.912802010741398,180.37,1760.89,1066.0615688335083,6.203598994629301,179.85,1760.8532005026852,1079.9715688335084,6.233997486573252,179.85,1760.82,1094.308368330823,6.242403518797448,179.85,2671.21961407519,716.5655663200815,7.317197989258601,157.26,1760.78,1107.6183683308232,6.249601508056049,179.85,2645.4624035187976,815.2223658173963,6.892802010741399,173.91,2643.995604021483,828.9491653147109,6.990796983887902,173.91,2642.495604021483,842.9959648120256,7.006002513426747,173.91,329.2192407175133,2093.7639974865733,8.052802010741399,93.56,,,,,,,,,,,,,4a,17,1568736260
33564,33564,1060.168037590016,1568737367.1636422,1060.168037590016,-108.41904810375921,622.9219741187574,46.821470633868856,631.5215517878863,0.9943461418151855,645.6759172824408,74.4391379535062,682.9499459433732,0.9837000370025636,653.9531542383016,16.67178275014082,684.3098495583841,0.9536250829696656,622.6129513911095,117.92305287189545,718.0325766451248,0.4430024325847626,642.0938372048821,-24.280507911848268,706.091258146562,0.2663833200931549,507.8948904219497,189.13093524747364,557.5811671473498,0.9491647481918336,540.9876068219442,-71.77287707238578,579.1618503457636,0.9431926608085632,624.9007802342893,238.81106512282443,362.6368651971284,0.975010335445404,627.8495851841187,-156.35142624255604,352.42863600940336,0.9833123683929444,830.25921169429,287.4434568917763,223.0515188134337,0.9220485687255859,795.8672755210333,-210.64414426400586,199.7770510173148,0.8318047523498535,574.1128476208468,128.032717888026,190.5243264296804,0.14009401202201846,456.0120855075119,-60.205409351119464,136.8474651009347,0.1875056028366089,737.0155178722192,211.89293687352662,-21.849343350966592,0.028876990079879764,822.7284503887269,-34.062977419200784,71.44207640225574,0.4208945035934448,290.7043303383233,239.97589932279539,-770.2033829351558,0.011910974979400637,1758.7354158325886,56.51935408597736,819.7400441917388,0.015814274549484253,1761.0163924819967,1662.5753466010624,3.893196240998405,358.0727849639936,1760.39,717.6373443878915,6.8955699279872364,180.37,1760.48,731.5405406288901,6.9395887229952145,180.37,1760.5731962409986,745.8437368698883,6.927215036006383,180.37,1760.89,1065.8381669419011,6.196392481996808,179.85,1760.8568037590014,1079.748166941901,6.215981204992023,179.85,1760.82,1094.0813631828996,6.267626313011168,179.85,2671.3205052520448,716.3241481468932,7.302784963993617,157.26,1760.78,1107.3913631828996,6.260411277004786,179.85,2645.4876263130113,814.9773443878915,6.907215036006383,173.91,2644.024430072013,828.7005406288899,6.969177445990428,173.91,2642.524430072013,842.7437368698883,7.0240187950079775,173.91,329.5111044791292,2093.745981204992,8.067215036006381,93.56,,,,,,,,,,,,,4a,17,1568736260
33565,33565,1060.2,1568737367.1951132,1060.2,-81.55813499135512,624.8545683450292,49.63454744851445,636.2315718068163,0.9957199096679688,649.6624884023989,74.42221096138316,684.1253363689299,0.986230969429016,656.2197730285898,18.714139467193046,684.0725801790134,0.972264289855957,618.3042004840363,117.29878121668249,715.2333450653192,0.5276437997817993,646.0776192514383,-25.286035630239287,705.9777271127623,0.3633642792701721,504.121046264801,184.2316546855267,555.4365250260792,0.9591048955917358,537.4058205940835,-73.25579743103131,575.9918569258173,0.9458786249160768,631.5150334243482,241.91760436732463,368.37332624489466,0.91510009765625,628.1865707146078,-156.62811703442273,350.1817430173861,0.9871150851249696,835.8128252791803,287.10321889288394,227.63784509214386,0.9294546842575072,785.6562756830034,-211.74201429338729,195.12644257104668,0.4597878456115722,552.6755317660807,135.95580167365287,184.9070246894314,0.04695093631744385,453.57582485966407,-59.13773132163549,128.25544456220595,0.2664321959018707,785.8058539449672,189.84146555186203,17.995473830012546,0.0402567982673645,847.137555576253,-33.277626888511826,83.2669918055559,0.3643225133419037,283.256151438212,237.4665642250656,-778.2432677441707,0.011140644550323486,1176.4045108141465,-11.893781005432324,192.52265881288707,0.013299167156219479,1761.01,1662.7,3.89,358.06,1760.39,717.42,6.87,180.37,1760.48,731.32,6.93,180.37,1760.57,745.62,6.94,180.37,1760.89,1065.64,6.19,179.85,1760.86,1079.55,6.2,179.85,1760.82,1093.88,6.29,179.85,2671.41,716.11,7.29,157.26,1760.78,1107.19,6.27,179.85,2645.51,814.76,6.92,173.91,2644.05,828.48,6.95,173.91,2642.55,842.52,7.04,173.91,329.77,2093.73,8.08,93.56,,,,,,,,,,,,,4a,17,1568736260
