,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,Q_in-J_out.6_x,Q_in-J_out.6_y,Q_in-J_out.6_speed,Q_in-J_out.6_angle,Q_in-J_out.7_x,Q_in-J_out.7_y,Q_in-J_out.7_speed,Q_in-J_out.7_angle,K_in-H_out.10_x,K_in-H_out.10_y,K_in-H_out.10_speed,K_in-H_out.10_angle,H_in-K_out.19_x,H_in-K_out.19_y,H_in-K_out.19_speed,H_in-K_out.19_angle,H_in-K_out.20_x,H_in-K_out.20_y,H_in-K_out.20_speed,H_in-K_out.20_angle,H_in-K_out.21_x,H_in-K_out.21_y,H_in-K_out.21_speed,H_in-K_out.21_angle,Q_in-J_out.8_x,Q_in-J_out.8_y,Q_in-J_out.8_speed,Q_in-J_out.8_angle,H_in-K_out.22_x,H_in-K_out.22_y,H_in-K_out.22_speed,H_in-K_out.22_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,scenario,participant_id,source_file
27970,27970,873.6337982556478,1568811169.8605633,873.6337982556478,-84.2940406751075,,553.2073649132773,45.45287951916091,739.3828797467512,0.9985979199409484,528.3528233291445,68.68055613879808,778.8153773755098,0.99865984916687,538.198546086383,13.536455708822837,776.2579658049216,0.9938762187957764,489.78639320123375,116.65540745407804,779.0890885584627,0.9868342876434326,488.1576777217466,-21.82879620884571,758.8287933035422,0.5447771549224854,459.4708296794709,195.83031053948497,616.5764159423616,0.77695631980896,459.29576881434997,-53.203200618905676,615.7091930285568,0.8898072242736816,591.9916403289362,290.0717627273406,410.0194894331397,0.8785004615783691,568.6142625772433,-142.4986604407811,392.53740032989873,0.03301289677619934,795.7042338061522,301.27860351545763,259.26693588881716,0.9221236705780028,788.2463939564498,-137.64208379588666,255.33112856719555,0.3987717628479004,410.90370952423416,172.7474268705136,151.0065478029367,0.41486793756484985,460.8256684349717,-12.559778695192973,255.0954491949329,0.4456086456775665,696.5031658418709,185.06072874959582,37.72497729958741,0.6342332363128662,706.3820692591287,-44.85045649760972,166.84210540426858,0.6960736513137817,566.057102027762,132.96379562417067,-426.624002484772,0.0036907792091369633,659.1529005930349,-73.56523336663223,-105.11617135140541,0.02733573317527771,1761.6267596511295,1618.522650057192,5.680139476694324,1.4774570346011666,1761.09,990.526513082642,7.450139476694324,179.85,1761.05,1005.706513082642,7.5133798255647735,179.85,2660.528154418073,742.0797534315125,8.387038604518196,162.5710734915633,1399.0264806977411,819.5755367457815,9.613100872176128,181.84,1945.510450814984,875.3966201744353,6.186341221046578,269.55,1959.3538306405487,875.5,6.123379825564776,269.55,1761.01,1020.8998929082068,7.51282191878748,179.85,1972.4904508149841,875.6066201744353,6.1567596511295495,269.55,1986.3138306405488,875.71,6.15,269.55,124.46644831283987,2127.995783314269,7.003100872176128,106.01,,,,,,,,,,,,,4a,19,1568810250
27971,27971,873.6671690020019,1568811169.8939507,873.6671690020019,-88.69535705854118,,556.799614966264,41.04394697895561,741.0600054616376,0.9985672235488892,529.2490186323496,69.26492393404536,777.114297391555,0.9949015378952026,533.8608079272539,9.352609118315996,772.8941179566591,0.9909101724624634,504.1413572000711,115.48310900983827,784.3491213204526,0.9874833226203918,482.2753171441574,-25.864290303872306,758.7561032001753,0.3936021029949188,467.0272699179319,196.2452736762769,612.1068191794003,0.9846795797348022,461.6555990445727,-43.97544455410016,602.8579559701844,0.15337231755256653,591.4640160090562,289.940215228755,409.192531911863,0.8571202754974365,569.918243049241,-148.4485521053715,380.168881330618,0.9777981638908386,789.1858654904934,307.7238207698433,258.2407424884011,0.8350799083709717,793.371379904588,-128.7247201860649,258.66246312291446,0.6782428026199341,412.5806522324618,174.1111781455767,158.60215434155702,0.3646808862686157,482.2321533973244,-9.822031173676557,246.4303302296765,0.03310304880142212,706.8520400824957,197.8506494628029,44.922320414104995,0.2326308488845825,705.6044954818933,-51.24807454099139,167.44723854072316,0.40142592787742615,494.0505610316554,153.78222064116474,-507.557130391338,0.0017665326595306394,693.2258354037073,-59.253407656751136,-59.24636434323139,0.02379912137985229,1761.6334338004003,1618.7128633114096,5.690150700600512,1.5341873034028972,1761.09,990.2762324849872,7.460150700600512,179.85,1761.05,1005.4562324849871,7.51671690020017,179.85,2660.634940806405,741.8227986845869,8.413735201601362,161.93035516156732,1399.0131323991993,819.2551775807837,9.596415498999148,181.84,1945.303552187589,875.3932830997998,6.162981698598808,269.55,1959.1502690877896,875.5,6.1267169002001705,269.55,1761.01,1020.6529493851874,7.476114097798126,179.85,1972.283552187589,875.6032830997998,6.16343380040034,269.55,1986.1102690877897,875.71,6.15,269.55,124.69003231341141,2127.9323788961965,6.986415498999148,106.01,,,,,,,,,,,,,4a,19,1568810250
27972,27972,873.7,1568811169.926798,873.7,-85.47755635639399,,550.6702494886399,37.55270141517058,737.0542868868376,0.9986076354980468,541.4686135059407,66.817908240721,780.0419335944391,0.9941412210464478,524.407668612055,5.541451715800678,767.9800718601819,0.9899203777313232,513.5896334546327,116.07442551500792,786.0572845779258,0.9268824458122252,475.70558888012727,-28.701714892866345,757.5241119964696,0.3705579340457916,466.9162624332844,193.14668847155892,612.945961110091,0.983027458190918,466.32516203957437,-41.394067969723956,598.2904472418562,0.12104752659797667,582.8753099680515,291.4395564656905,406.439169026035,0.8477303981781006,580.4110814037682,-143.95872180301288,386.1326479940584,0.3078887164592743,771.5678489478076,314.84313146321017,247.11913067289777,0.8251099586486816,790.261385284183,-128.33555955458291,253.0730175487503,0.6801165342330933,406.84065862794563,178.41355609502259,162.83814717873145,0.3130093812942505,470.23062697100806,-5.868041945572988,252.05855240600292,0.3276338577270508,728.0142088313672,197.5642988585302,44.92084084592659,0.17472967505455014,699.635631929079,-53.849653676161296,151.34122154233415,0.6239967942237854,465.2091634804672,164.45906274183383,-542.3010532474609,0.0016512274742126465,657.0232165776163,-57.927252106423424,-134.54440384920701,0.014958649873733519,1761.64,1618.9,5.7,1.59,1761.09,990.03,7.47,179.85,1761.05,1005.21,7.52,179.85,2660.74,741.57,8.44,161.3,1399.0,818.94,9.58,181.84,1945.1,875.39,6.14,269.55,1958.95,875.5,6.13,269.55,1761.01,1020.41,7.44,179.85,1972.08,875.6,6.17,269.55,1985.91,875.71,6.15,269.55,124.91,2127.87,6.97,106.01,,,,,,,,,,,,,4a,19,1568810250
27973,27973,873.7331935717623,1568811169.959999,873.7331935717623,-87.51132802915285,,554.7696013161335,37.153938818403475,736.3797028417403,0.9986017942428588,531.096036907348,67.58967069429944,775.1993100668292,0.9958325028419496,526.4488924370569,4.85348029367313,766.6499373217572,0.9914473295211792,503.42871220517856,116.38538718849308,781.8102450490828,0.9163910150527954,486.44469705734207,-29.56402165151135,760.6669181861296,0.4653282463550568,464.15462140705046,197.56608186030545,618.2859840167067,0.9118087291717528,466.2237856736763,-54.5874446784086,610.3147409633102,0.8202644586563109,582.0064458572061,294.4366187730937,405.8371655716351,0.8200117349624634,573.620669449869,-141.01925212886275,390.28950023211587,0.03540351986885072,785.4762463322528,315.59077323701234,257.86669189948213,0.8250057697296143,770.2628128301773,-130.50174568716648,247.33277042828288,0.7504628896713257,403.9407318908337,180.44077631406498,166.20321622689897,0.2545743584632873,466.1866556955733,-8.436345482259908,240.12009713429435,0.08102363348007202,723.6788345805219,199.84776502649154,54.57529971842013,0.2788134813308716,734.460160111776,-51.82401521125785,162.27263147473047,0.3896216154098511,446.2875595797657,199.0786136656052,-568.1780925736523,0.002774298191070557,645.333449070102,-62.43295729269969,-181.61708242018955,0.020484775304794308,1761.6466387143523,1619.089203359045,5.703319357176228,1.6397903576434054,1761.09,989.7843675689592,7.476638714352454,179.85,1761.05,1004.9643675689592,7.486806428237729,179.85,2660.8495387868147,741.3110901402544,8.436680642823772,160.6626834221644,1398.9900419284713,818.6213417110823,9.596596785881136,181.84,1944.89751921225,875.39,6.153277428704906,269.55,1958.744199855074,875.4966806428238,6.153235500233589,269.55,1761.01,1020.1610482117827,7.453277428704909,179.85,1971.87751921225,875.6,6.150083856942638,269.55,1985.7041998550737,875.71,6.1566387143524555,269.55,125.12907757363098,2127.806932213652,6.94676449976641,106.01,,,,,,,,,,,,,4a,19,1568810250
27974,27974,873.7671093906426,1568811169.9939225,873.7671093906426,-85.3980712239794,,555.1150914998802,39.59278159826907,736.1754663354703,0.9986438155174256,534.086004033652,70.6087536321419,776.0886038331329,0.9959827661514282,540.222846925729,7.931119922507597,770.8341553991617,0.9919627904891968,502.8776611129591,117.6492187053961,780.6634291180693,0.9184035062789916,497.1583723379365,-27.946632780455683,763.1774142681703,0.5324063897132874,454.89800213353345,198.6697290644964,614.3944414574997,0.9252073764801024,468.0761428313321,-46.185510813623466,601.5817570500349,0.1266823709011078,578.2350980163802,294.96470623121604,403.40594357540107,0.8158383965492249,577.7131426680465,-137.5584310281503,386.27436465906135,0.2578583359718323,797.9753422839245,318.3114325888111,262.29536248452627,0.7534473538398743,784.9023534206129,-128.77302781060638,251.20744484046557,0.5786672234535217,428.1453537008829,180.73483112889642,178.0776924686986,0.3584023416042328,460.1522155753245,-5.573287893027039,241.1100262016274,0.4457851648330689,728.5651062598289,201.73008545523976,61.997197784999145,0.3622843325138092,758.8393111318749,-47.81596005401005,165.6849144400261,0.1856342256069184,430.92282981366884,217.32267842251045,-584.1507977275232,0.0017725229263305664,647.7836888238324,-70.59088527484892,-273.1573872193917,0.021772265434265137,1761.6534218781287,1619.2825235266641,5.706710939064277,1.6906640859641613,1761.09,989.5333905092433,7.483421878128555,179.85,1761.05,1004.7133905092436,7.452890609357227,179.85,2660.961460989121,741.0465467529865,8.433289060935723,160.01149969965874,1398.979867182807,818.2957498498292,9.613554695321387,181.84,1944.6906327170789,875.39,6.1668437562571095,269.55,1958.533921778015,875.4932890609358,6.1769765734499416,269.55,1761.01,1019.9066795701793,7.466843756257111,179.85,1971.6706327170791,875.6,6.129734365614335,269.55,1985.4939217780147,875.71,6.163421878128555,269.55,125.3529219782423,2127.7424921577785,6.923023426550058,106.01,,,,,,,,,,,,,4a,19,1568810250
27975,27975,873.8,1568811170.0268204,873.8,-104.51096843535623,,555.7577174717044,45.86748709259445,735.0333211223129,0.9985661506652832,530.3821352141433,75.47254650102943,775.515166746492,0.9959061145782472,540.5970426095193,11.727130297455382,772.077686832134,0.9941766262054444,495.66450873513566,118.83786773427586,776.788000453495,0.899570882320404,496.3317128816391,-25.16616521953492,762.0063784409566,0.7858126163482666,459.0576731370343,196.4044789053267,615.5613385523633,0.7625391483306885,468.4008085635903,-53.91405677194686,617.1518393446197,0.9269307851791382,582.0029832218793,296.663485100686,404.18280886807435,0.7903918027877808,569.9366326926175,-138.26072865334783,388.9346076382434,0.05655112862586975,793.7402656965836,321.09152798687745,258.58416859598856,0.7511811256408691,772.493709618499,-129.78678168175668,244.22005855609538,0.5597008466720581,413.6890896824883,180.20586003087087,171.73875865818198,0.2890689373016357,450.40369725078006,-9.966145651928604,246.18160879954291,0.6245203018188477,729.2061818610457,202.8941804631881,65.81844884309524,0.28647592663764954,744.137220432503,-49.63989761393438,146.31355567400672,0.15956401824951172,360.6502248815369,231.25856439901702,-665.3213762319826,0.0020492970943450928,640.2642765739457,-78.25495372998274,-326.63538774171815,0.01454821228981018,1761.66,1619.47,5.71,1.74,1761.09,989.29,7.49,179.85,1761.05,1004.47,7.42,179.85,2661.07,740.79,8.43,159.38,1398.97,817.98,9.63,181.84,1944.49,875.39,6.18,269.55,1958.33,875.49,6.2,269.55,1761.01,1019.66,7.48,179.85,1971.47,875.6,6.11,269.55,1985.29,875.71,6.17,269.55,125.57,2127.68,6.9,106.01,,,,,,,,,,,,,4a,19,1568810250
27976,27976,873.8333732979361,1568811170.0602686,873.8333732979361,,,557.1094321351173,47.01369867365156,736.5119777153923,0.9985324144363404,537.5937184336083,75.79315397594797,777.4603544109167,0.9961034059524536,537.1562357782863,15.384954060890074,770.7096959418228,0.9956268072128296,506.5312924672365,119.58306450615535,779.4778970496103,0.8977295160293579,507.1510956901767,-20.115310974825363,767.1382709735229,0.8168660402297974,463.3327916621014,196.75348154946892,617.8625381406775,0.7504773736000061,463.43801781342086,-54.08907134429983,618.3696172751478,0.8959939479827881,586.1068842285326,294.4354764216628,406.83144657863136,0.8180916309356691,571.8805927592813,-139.27141206446484,393.17350153758736,0.047578513622283936,789.4609022118923,317.11479621004906,257.34657366221006,0.8060317039489746,786.891150864141,-127.7033742915262,247.95157938979943,0.5951400995254517,417.8744370766433,182.5747345165637,175.17988857797693,0.25851255655288696,445.67000149610567,-14.055508857221653,240.2560679869861,0.6492848992347717,737.1256486031018,206.52655062611183,76.60648298667354,0.3924788236618042,765.5580765598123,-45.832064602703205,154.7398600060261,0.13270887732505798,388.9257662121323,233.5203188743468,-634.0656700963602,0.003079652786254883,635.5700973209048,-81.94839510410661,-352.6240247306376,0.015510976314544678,1761.6666746595874,1619.6602277982358,5.7033253404127775,1.8067465958722309,1761.09,989.0397002654793,7.486662670206388,179.85,1761.05,1004.2230375952727,7.423337329793612,179.85,2661.176794553396,740.5330256058919,8.436674659587222,158.74257000942018,1398.9599880106189,817.6596163398133,9.60663869144472,181.84,1944.283085552796,875.3866626702063,6.163313351031943,269.55,1958.123085552796,875.49,6.183313351031942,269.55,1761.01,1019.4097002654793,7.483337329793612,179.85,1971.263085552796,875.5966626702065,6.146710627729727,269.55,1985.0864228825894,875.7066626702065,6.17,269.55,125.79693842596558,2127.6165907339214,6.936710627729728,106.01,,,,,,,,,,,,,4a,19,1568810250
27977,27977,873.8667932212421,1568811170.0937636,873.8667932212421,,,555.2508625859741,54.79793701428579,736.3228328980076,0.998984694480896,533.9544494805156,81.19179874123793,777.3357198740317,0.9938204288482666,539.9574629138037,22.018174176441345,773.0183366143291,0.9966449737548828,508.5771123260682,120.039987994802,777.9028243564297,0.8575327396392822,504.9841407167092,-15.777433376455646,765.2270857251798,0.8821768760681152,456.01056162655664,199.00135165114705,613.9224246355759,0.7150647640228271,468.64496525132796,-46.817632481009596,617.2235789286129,0.8653428554534912,587.2013119042356,292.7846985759785,406.1226159685286,0.815190315246582,573.6198774515468,-137.60859930851086,385.443191920394,0.3205494284629822,782.1961702166907,315.45208014909736,252.87081942554403,0.8436880111694336,812.6203781794061,-126.27289372867779,267.41830635093663,0.4947193264961242,436.2451486157817,181.9277692015241,189.1002669960437,0.2772371172904968,452.27591086278,-8.532987062444741,236.4536396795396,0.5769449472427368,754.2052902157798,208.4136898271473,96.0019072723461,0.3627876043319702,799.5949638300598,-25.006133074845362,155.6808603176371,0.21534916758537287,347.76423461751364,236.40314042536158,-682.7151682396973,0.005242139101028442,638.9608248367932,-72.18430218451387,-354.27442883148336,0.014608561992645262,1761.6733586442483,1619.8507213610806,5.69664135575157,1.873586442484299,1761.09,988.789050840684,7.483320677875786,179.85,1761.05,1003.9757301628081,7.426679322124214,179.85,2661.283738307975,740.2756921964354,8.443358644248429,158.10424947427495,1398.9499620336273,817.3387850760754,9.583244745130497,181.84,1944.0758820282986,875.3833206778759,6.1466033893789245,269.55,1957.9158820282987,875.49,6.166603389378926,269.55,1761.01,1019.159050840684,7.486679322124215,179.85,1971.0558820282986,875.5933206778758,6.183472543366363,269.55,1984.882561350423,875.7033206778758,6.17,269.55,126.02419390444662,2127.5530928796397,6.9734725433663645,106.01,,,,,,,,,,,,,4a,19,1568810250
27978,27978,873.9,1568811170.127045,873.9,,,558.6378481984824,61.99807759014668,737.789942625927,0.9986892938613892,532.654893345617,89.52085714933607,779.4414845587191,0.9863282442092896,548.1198442547253,30.07105066768724,776.0149112010388,0.9756357669830322,507.53916933429383,125.72527058939009,780.2086354634822,0.9248568415641784,505.45993038710486,-13.272617294744391,763.7849954411786,0.5648413300514221,481.5996892456321,201.71960877051862,613.9733900530682,0.9871286749839784,473.0603241823477,-42.403095353727096,619.4416173493022,0.8792645931243896,574.632842228428,285.3005052163319,379.45898266364236,0.9177396297454834,580.1516813228716,-136.52740607269064,387.5363737413366,0.3418492078781128,769.1780718332532,305.8495310414199,237.7237685912817,0.9445315599441528,808.9145927885222,-130.07378441951627,264.25938531705447,0.4176093935966492,442.5811405390282,180.4103333218096,193.92025327420788,0.2605237662792206,448.6775210224565,-6.513867938103722,234.0057755952828,0.5194997787475586,760.6944394091263,210.27804664066682,108.25711399815953,0.4266846776008606,711.41255008388,-29.25582231852091,78.06935202538884,0.4027692377567291,365.77988191701536,236.5925466161903,-663.7404564642973,0.008014798164367676,626.2193674804082,-70.9257244952378,-374.84255993912,0.03350567817687988,1761.68,1620.04,5.69,1.94,1761.09,988.54,7.48,179.85,1761.05,1003.73,7.43,179.85,2661.39,740.02,8.45,157.47,1398.94,817.02,9.56,181.84,1943.87,875.38,6.13,269.55,1957.71,875.49,6.15,269.55,1761.01,1018.91,7.49,179.85,1970.85,875.59,6.22,269.55,1984.68,875.7,6.17,269.55,126.25,2127.49,7.01,106.01,,,,,,,,,,,,,4a,19,1568810250
27979,27979,873.9333597670027,1568811170.1604435,873.9333597670027,,,555.3638243080034,68.15548560439562,736.4711071846657,0.9987426400184632,536.3735926790378,94.41876196633558,780.3795605175314,0.976128339767456,539.3647252552641,36.88836346614225,775.9640171336557,0.9844191670417786,492.7881147864808,134.97472477961875,774.1117635755977,0.8643714785575867,487.26631237635996,-9.153740205236664,758.7148111812254,0.6519596576690674,471.15366763657073,208.1859390409325,606.9315903297136,0.9876103401184082,473.2785644624013,-41.08385195888232,620.1779120861613,0.8674263954162598,582.6970368860873,292.61719403094054,391.3145094789711,0.9712322354316713,578.9490801187205,-135.36189392840606,387.21766699468265,0.36503297090530396,785.0894634522801,301.3517029627384,249.23930969830212,0.929591953754425,804.058600387543,-131.51515872030694,259.2527008764048,0.3116592466831207,446.89537860171487,180.7188202947926,200.39224544413986,0.15525546669960022,447.0010300537231,-6.566307944909237,234.85017283013863,0.5174782276153564,742.4250891970372,215.00275119909432,97.42077321361195,0.3992501795291901,661.8896689653537,-28.798262893784226,35.910603900608244,0.32569095492362976,371.42076433873086,237.9612981701968,-655.4558637043658,0.003308415412902832,607.9099461164823,-72.83615601716295,-401.991155421971,0.014151930809020996,1761.6866719534005,1620.2301506719152,5.6866640232997305,1.9967116039045896,1761.0933359767002,988.2864657707796,7.496679883501352,179.85,1761.0533359767005,1003.4798017474797,7.433335976700269,179.85,2661.500087231109,739.759793817379,8.446664023299729,157.3999444892943,1398.9299920698993,816.6997462367741,9.576679883501349,181.84,1943.6665054212835,875.38,6.143343906801079,269.55,1957.5065054212835,875.4866640232997,6.153335976700269,269.55,1761.0133359767005,1018.6598017474796,7.476656093198921,179.85,1970.6465054212838,875.59,6.19331218639784,269.55,1984.4731694445834,875.7,6.17,269.55,126.47017446221778,2127.426616442695,6.98664816309811,106.01,,,,,,,,,,,,,4a,19,1568810250
