,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-K_out.23_x,H_in-K_out.23_y,H_in-K_out.23_speed,H_in-K_out.23_angle,H_in-K_out.24_x,H_in-K_out.24_y,H_in-K_out.24_speed,H_in-K_out.24_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,H_in-K_out.25_x,H_in-K_out.25_y,H_in-K_out.25_speed,H_in-K_out.25_angle,Q_in-J_out.21_x,Q_in-J_out.21_y,Q_in-J_out.21_speed,Q_in-J_out.21_angle,H_in-K_out.26_x,H_in-K_out.26_y,H_in-K_out.26_speed,H_in-K_out.26_angle,H_in-K_out.27_x,H_in-K_out.27_y,H_in-K_out.27_speed,H_in-K_out.27_angle,H_in-K_out.28_x,H_in-K_out.28_y,H_in-K_out.28_speed,H_in-K_out.28_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,scenario,participant_id,source_file
36315,36315,1121.9369654428158,1568708775.1410856,1121.9369654428158,-80.29807057610684,614.429348478578,53.061827484809676,688.6669668985456,0.9986841082572936,603.5844413268061,75.65709800848141,723.0582512115309,0.9985589981079102,599.2882101391049,19.558244535272642,710.6550604248216,0.9980905055999756,563.9861555285614,118.79721490475448,720.853028768425,0.9649149775505066,564.4818240116849,-27.56349224524689,705.1829231116702,0.9587743878364564,495.2486353816104,185.82043359417702,560.268577135296,0.9518628120422364,468.33777099850334,-90.11665788756781,551.6255461112272,0.9740995168685912,612.2862115784968,242.82160021702182,387.3873851088736,0.9200050830841064,551.7040483667579,-158.73755505710434,367.05507128999153,0.9580902457237244,776.7576859197334,283.547603141807,245.37794615381162,0.7983323931694031,722.3756952418111,-184.50788952368043,207.50311886663616,0.9079185724258424,474.82308849485895,149.8619212306625,132.07304352006128,0.4819075167179108,518.1656217260273,-55.61204571080615,118.23818707642036,0.03604164719581604,833.291110368634,163.85711323874276,93.01841983269114,0.5280312895774841,861.8315255791832,-49.325827321915575,123.19278707424877,0.4335521459579468,510.9148157544648,176.90813312650837,-532.6283222682837,0.012333542108535768,884.606289760967,-27.879176994735374,-124.00676873466921,0.005529642105102539,1760.67,1665.5056825055735,3.386303455718427,359.6869654428158,1401.8632278615821,862.0256004316687,6.935213822873707,235.456197621085,1415.7986349888529,865.6863034557184,6.92782073431056,268.61,2765.304827214078,596.1229935202321,7.6263034557184275,138.41,1548.106028077416,868.9063034557183,6.614786177126293,268.61,1761.04,1009.5575453560083,7.02326889853416,179.85,1596.9701522674454,870.092606911437,7.3,268.5347861771263,1611.2601522674454,870.4826069114367,7.31,268.68,1625.6564557231634,870.8126069114369,7.345213822873707,268.68,231.97529589677845,2102.4393380129027,8.806303455718428,96.98,206.1437786181864,2107.1460691143684,9.635213822873707,102.2,,,,,4a,14,1568707580
36316,36316,1121.9670845304418,1568708775.1714284,1121.9670845304418,-80.29807057610684,613.9308154711373,53.56748798674438,689.7143140215672,0.998590350151062,599.0642684444235,76.00193751253522,721.6625262893201,0.9985634684562684,599.2619535440579,20.82457132967868,710.7252216845517,0.9982135891914368,565.3232017594903,118.9960802005402,722.0850606989172,0.9705073833465576,562.7865001798606,-27.132387125966176,705.5999475455511,0.9656941890716552,494.8741791928754,188.18746341336032,560.1443149078918,0.9509812593460084,468.56406639453974,-90.1321458006565,551.8632790176503,0.9727734923362732,611.9185920963299,243.29138759256958,388.15924774056083,0.9095845222473145,552.0204554428908,-158.6610165587125,365.5842927363794,0.9590907096862792,775.1777724239122,283.6644714939536,245.19619084627288,0.794292688369751,716.4234139698566,-185.14829688781052,202.30280732071571,0.9048895835876464,464.7083249594322,149.56651625327092,124.07520595443728,0.487873911857605,522.3400227276377,-54.89554916443871,124.64374337360044,0.025542140007019043,835.6939780890741,163.69715297997956,94.56433872721018,0.6287566423416138,865.6679414033878,-49.59492250342554,125.0160692467289,0.4657839834690094,522.7795152519847,178.21290721701698,-521.0829044881111,0.013291656970977785,888.1362808893994,-26.94333830897244,-121.02161187138121,0.004116803407669067,1760.67,1665.608087403502,3.383291546955828,359.71708453044164,1401.7517872373658,861.850909723438,6.923166187823311,233.62796900218743,1415.5938251929965,865.6832915469557,6.9097492817349675,268.61,2765.4554226522087,595.9543266295262,7.623291546955827,138.41,1547.9072420990847,868.9032915469558,6.626833812176689,268.61,1761.04,1009.3436998338636,7.050376077397551,179.85,1596.7502829277755,870.0865830939117,7.3,268.5468338121766,1611.0402829277755,870.4765830939117,7.31,268.68,1625.4335744747314,870.8065830939116,7.333166187823311,268.68,232.2403438678872,2102.406207016514,8.803291546955828,96.98,206.42388613310803,2107.0858309391165,9.623166187823312,102.2,,,,,4a,14,1568707580
36317,36317,1122.0,1568708775.2045884,1122.0,-80.25192279702367,614.032441207166,53.75876911638682,689.5042656618118,0.9986181259155272,598.9570469081648,77.16554090663037,721.2421997480617,0.998525857925415,599.5038282213984,20.764737997363685,710.2199584682656,0.998159885406494,567.4250893200789,118.79917181322693,722.2812551618933,0.9704104661941528,574.0686349407223,-25.191687842400928,709.630677459003,0.9589240550994872,485.9768955815151,188.2446601876392,557.3438174032192,0.9504743814468384,463.7150130314982,-89.10714736438436,551.2788282813057,0.9758599996566772,607.0895443695359,243.33867956703912,387.7367280028048,0.9187381863594056,550.2341329839144,-161.06872057466887,358.5112628709121,0.9651226997375488,781.7087484692903,282.5590475204022,248.76602814191682,0.7748034000396729,726.5628975064125,-183.45910565726487,208.70110060428792,0.9087265729904176,461.2482277894619,148.95538995325097,123.46998187154828,0.5144599676132202,509.1133280771788,-56.36036889563396,119.58704130019736,0.02423086762428284,843.0407935676691,164.22262156805738,97.33744894883331,0.6560699939727783,860.1327659386043,-47.89519352709065,121.05495175687857,0.435043066740036,521.352527529622,176.7031589543531,-521.8251079327923,0.018781721591949463,882.7433122243906,-25.71961985391923,-125.70772375150915,0.005162030458450317,1760.67,1665.72,3.38,359.75,1401.63,861.66,6.91,231.63,1415.37,865.68,6.89,268.61,2765.62,595.77,7.62,138.41,1547.69,868.9,6.64,268.61,1761.04,1009.11,7.08,179.85,1596.51,870.08,7.3,268.56,1610.8,870.47,7.31,268.68,1625.19,870.8,7.32,268.68,232.53,2102.37,8.8,96.98,206.73,2107.02,9.61,102.2,,,,,4a,14,1568707580
36318,36318,1122.033271390865,1568708775.2380981,1122.033271390865,-80.23071292717553,614.2197969574338,54.14945758019059,689.1174177063573,0.9985805749893188,599.0265283147958,77.90798414014102,721.0651045890168,0.998332142829895,595.8798059060082,21.993905025052317,709.1011226994258,0.9981895089149476,569.4042540964813,118.829031064519,722.7635242095928,0.9639585614204408,571.0724704815312,-25.155100706588968,709.4390985310745,0.9593700170516968,489.2013413984593,187.9690311740988,559.5440097178099,0.94803649187088,467.65289770586645,-89.04501151598387,553.0748779151406,0.9746685028076172,607.3868668093824,243.05704992572487,386.14248262483324,0.918169379234314,556.1598809382317,-157.83732994055725,366.7819016475689,0.961938977241516,776.1670011318632,284.53415843525534,245.18835361368977,0.7811095714569092,720.2675954201367,-185.0380467340099,205.77225447447842,0.8934503793716431,456.4110016400024,151.43019997043405,121.86618469858982,0.4209817051887512,512.5684295504329,-56.32563644943146,121.83961918112458,0.02327963709831237,852.5523532070247,163.50146699710234,106.17233084323746,0.5963598489761353,863.2565211351268,-49.91671112016283,125.13127192206612,0.4670965075492859,527.211624290828,175.20142978684203,-515.4793143061902,0.018258899450302124,885.3379276848849,-25.476496465970936,-123.99395487082045,0.006322085857391357,1760.67,1665.8331227289411,3.376672860913506,359.7732899736055,1401.503568714713,861.4636987938968,6.916654278172988,230.05959035117482,1415.140427403032,865.673345721827,6.89,268.61,2765.786356954325,595.5803530720698,7.5933828873080484,138.41,1547.473735959378,868.8933457218269,6.606728609135058,268.61,1761.04,1008.8771002639453,7.053382887308048,179.85,1596.2704459857723,870.073345721827,7.276710026394541,268.57663569543246,1610.5537917075994,870.4666728609135,7.32663569543247,268.68,1624.9471188466862,870.7966728609134,7.333308556345978,268.68,232.81613396143848,2102.333401470049,8.786691443654023,96.98,207.0460782132169,2106.95345721827,9.63328997360546,102.2,,,,,4a,14,1568707580
36319,36319,1122.066775953697,1568708775.2718427,1122.066775953697,-80.23071292717553,614.0659329120729,54.399846498829525,689.4410313707551,0.9986342191696168,603.3175343401856,78.56724584008816,722.9835371485947,0.9983565807342528,602.6336602552133,22.574847941401554,711.8751851797388,0.9984040856361388,574.2134536146757,119.83878244557523,723.7931020945323,0.9643972516059875,574.0817915964807,-24.035228105803967,711.2312817195883,0.95977520942688,494.8980635824254,189.4058381777228,558.9578935846372,0.9337086677551272,471.7578914549191,-88.00088666150226,555.9703062023939,0.972670078277588,607.2796258595449,244.53174643436046,386.29254190643167,0.8961867094039917,549.1939697433259,-158.71506335971782,361.4104945466037,0.9676715135574341,770.76214625696,284.35861578975994,246.1990150250639,0.8101255893707275,722.5206706266838,-184.8402469052113,207.82617559478348,0.9252544641494752,457.332687342182,153.3079199401824,116.45315882432192,0.468228816986084,514.3007857033051,-55.4978552374057,122.51154155559004,0.02774065732955933,841.5594735727801,161.56394948191377,92.67120596309994,0.6706792712211609,864.5309819258888,-49.490491097183714,122.00077759338647,0.5151256918907166,523.5285014356508,173.9431645183968,-519.6870061380104,0.02193856239318848,886.5290877104761,-25.41523835971764,-123.21758464914741,0.0070037543773651114,1760.67,1665.9470382425702,3.373322404630288,359.796743167588,1401.376251375951,861.2660218731869,6.923355190739424,228.47817498549583,1414.90924591949,865.6666448092606,6.89,268.61,2765.953879768485,595.3893770639264,7.566579237042303,138.41,1547.2559563009686,868.8866448092606,6.573224046302879,268.61,1761.04,1008.64256832412,7.026579237042303,179.85,1596.0292131333804,870.0666448092605,7.253256832412015,268.5933879768486,1610.3058579426413,870.4633224046303,7.343387976848562,268.68,1624.7025355380108,870.7933224046303,7.346710381478848,268.68,233.1042732017952,2102.2965464509334,8.77328961852115,96.98,207.36437156012263,2106.886448092606,9.656743167587985,102.2,,,,,4a,14,1568707580
36320,36320,1122.1,1568708775.3053048,1122.1,-80.18575182286136,610.3589765161486,55.19410844714618,688.4887447827475,0.9986960887908936,599.1544749012365,79.36039353008263,721.4701426934128,0.9982998371124268,599.617542169765,23.26668831249488,710.5037325289686,0.9983909130096436,574.4497494432023,120.76811871024277,724.1324497379721,0.9706099033355712,570.407418217581,-23.613282712021732,710.9626606213725,0.9602763652801514,495.0782687434513,191.92757319617192,559.5858215856887,0.9374507665634156,472.0726335516178,-87.78830757927517,556.1286734041864,0.9749666452407836,602.6156294057548,239.15995050303826,385.1814345230783,0.9789319038391112,551.3553746821632,-158.1744927572296,366.1333246959192,0.9559729099273682,770.8468746822838,285.04462292803777,244.6550360788911,0.777644157409668,730.8452289136902,-181.80951008671283,211.87223236623873,0.8957444429397583,467.9873385945974,151.55664293550868,129.26776223213773,0.705524206161499,505.4761504659076,-56.24257055093656,118.69031241619044,0.022758543491363525,831.1394342554239,161.41988649024935,82.07858514389198,0.6200052499771118,861.4645334885538,-49.322765497926426,120.5312010469099,0.5105550885200499,524.7760891320092,174.85967833393158,-517.5084968167372,0.014512419700622559,884.4820954098674,-26.179093768116346,-126.25073646649128,0.0062485039234161386,1760.67,1666.06,3.37,359.82,1401.25,861.07,6.93,226.91,1414.68,865.66,6.89,268.61,2766.12,595.2,7.54,138.41,1547.04,868.88,6.54,268.61,1761.04,1008.41,7.0,179.85,1595.79,870.06,7.23,268.61,1610.06,870.46,7.36,268.68,1624.46,870.79,7.36,268.68,233.39,2102.26,8.76,96.98,207.68,2106.82,9.68,102.2,,,,,4a,14,1568707580
36321,36321,1122.1334488706132,1568708775.3390114,1122.1334488706132,-112.93215706579106,614.3883258440643,59.518659482767646,688.2879197453094,0.9966179132461548,598.6982312194898,80.3122916949642,721.8125326954578,0.99799382686615,599.2211937171147,24.888795686563697,710.8823096990379,0.9986500740051272,574.1592907653346,121.75233847472937,724.8074011357048,0.9640285968780518,581.8499614280536,-22.494017010776425,714.3872625598763,0.9682309627532959,490.9761968765986,191.5869174622057,557.6097699969516,0.9438369274139404,470.93724221514987,-87.79415405540468,558.5539605756943,0.9540443420410156,603.116450907111,239.4801063363176,383.4012882096358,0.9810549020767212,560.8444955994149,-156.3683400174207,368.4571693247593,0.9607486724853516,772.0768955814164,284.59808996700883,245.79469701065392,0.7646147012710571,706.4504838003818,-188.37784429661616,204.92992408732727,0.8831082582473755,469.2801468301377,149.87184867524778,132.69928260530128,0.6767165660858154,502.7060620687272,-56.29059013721596,114.38761303448385,0.031045734882354736,845.2393031060562,161.28480592505906,91.66632534397257,0.5886938571929932,866.8506819144113,-47.62218896232432,125.01075992589449,0.4679811596870422,522.1662707904368,176.77038886296953,-519.9810679578692,0.01484060287475586,872.2399769770682,-28.74521828391324,-138.02808536987374,0.008608698844909668,1760.67,1666.1703812730234,3.366655112938679,359.8467590964905,1401.1295840657926,860.8726516633819,6.926655112938678,225.71253043204703,1414.459237453953,865.6533102258774,6.786308501099048,268.61,2766.290589240127,595.0093414375048,7.57344887061321,138.41,1546.8158925668915,868.8733102258774,6.5767937576745314,268.61,1761.04,1008.1725130186462,7.026759096490568,179.85,1595.5458232445237,870.0566551129386,7.26010398355189,268.61,1609.8158232445237,870.4533102258774,7.343275564693394,268.66662045175474,1624.2158232445236,870.7833102258774,7.346620451754715,268.68,233.68435006139626,2102.2265511293867,8.790103983551889,96.98,207.99441938376415,2106.749757371713,9.673310225877358,102.2,,,,,4a,14,1568707580
36322,36322,1122.1668118572006,1568708775.3726315,1122.1668118572006,-84.45753139175498,610.2955446678911,56.96736692589133,688.6072635992186,0.9986978769302368,603.2964752688774,81.39017715931283,723.0567230052054,0.9978855848312378,603.0422830529677,26.14729647062788,711.5894968994662,0.9986993074417114,577.6967659642512,121.9232522194452,725.9792507346367,0.9586069583892822,577.4175438727193,-22.5485004312734,711.6559432892183,0.9714831113815308,497.0411036982885,191.99367204099516,561.1034729317956,0.9479147791862488,471.7466199682011,-86.6594973333581,556.8815635231169,0.9624330997467041,602.3203158390705,238.67980462077102,385.0040487779037,0.977710485458374,556.9063195458143,-155.44161574507748,367.66810847846665,0.959609031677246,763.0087064772525,284.8753003097703,241.81013121124906,0.7641396522521973,717.428822713641,-185.6041815804626,207.0409021430994,0.8970140218734741,461.2820647371077,150.49341893097886,126.41276410081615,0.6557706594467163,501.8055292317634,-55.97230729873602,119.50078157449751,0.06377479434013368,827.3107983396533,161.36364810089125,76.0322751606043,0.5849912762641907,873.0835688452668,-46.626729850258414,115.66222381776275,0.19744953513145447,524.338355503931,176.17579237539712,-518.0039044233938,0.017797529697418213,880.3012998716208,-26.893011601155386,-129.16619520446395,0.005311936140060425,1760.67,1666.2804791287622,3.3633188142799373,359.8734494857605,1401.0094773140781,860.6758100425162,6.923318814279938,224.51813551221755,1414.2390417424758,865.6466376285597,6.682883242678053,268.61,2766.460740471723,594.8191724139564,7.606811857200628,138.41,1546.5923605567555,868.8666376285597,6.613493042920692,268.61,1761.04,1007.9356358138756,7.053449485760503,179.85,1595.3022734424353,870.0533188142799,7.290130671480565,268.61,1609.5722734424353,870.4466376285599,7.326594071399686,268.65327525711973,1623.9722734424356,870.7766376285597,7.333275257119749,268.68,233.97794434336552,2102.1931881427995,8.820130671480564,96.98,208.3080314576859,2106.6796950998787,9.666637628559872,102.2,,,,,4a,14,1568707580
36323,36323,1122.2,1568708775.4060755,1122.2,-80.16317025242459,613.7630544310002,57.18970593495407,689.5742761873016,0.998826265335083,603.3810134268006,81.98259423587312,723.5453943151331,0.9977566003799438,603.1222289348752,26.500680026164414,711.9508355143819,0.9986237287521362,577.5365394719661,121.86869672159271,726.9639835164243,0.9457640647888184,590.7244656528022,-21.577274653916877,716.3486582389119,0.9714840650558472,500.1091969825352,189.21064427150108,562.3880304679673,0.9568053483963012,477.89813004185294,-84.17534132800536,556.9048783234076,0.9608473181724548,605.3127976262667,237.691341567266,389.52594497332495,0.9794414043426514,560.5549296638941,-154.37557450488595,370.0792269559761,0.9622921347618104,761.4713393244466,285.3860552642866,241.45952447912362,0.780900239944458,723.2825474661183,-183.8365538497823,205.6849695295977,0.8953473567962646,476.0156545904074,149.74523956759555,139.42048461249118,0.6573799252510071,508.4796805809217,-55.6729223281183,131.59209890632314,0.05028775334358215,809.2182107706736,163.7485646661336,56.57345980587025,0.664745569229126,858.2780435568643,-46.19488781715303,112.74345746605483,0.47407266497612,525.230799194107,176.2814286541084,-516.922420147087,0.014100790023803713,882.4655826086623,-26.118526094358174,-128.19254962949822,0.006071805953979492,1760.67,1666.39,3.36,359.9,1400.89,860.48,6.92,223.33,1414.02,865.64,6.58,268.61,2766.63,594.63,7.64,138.41,1546.37,868.86,6.65,268.61,1761.04,1007.7,7.08,179.85,1595.06,870.05,7.32,268.61,1609.33,870.44,7.31,268.64,1623.73,870.77,7.32,268.68,234.27,2102.16,8.85,96.98,208.62,2106.61,9.66,102.2,,,,,4a,14,1568707580
36324,36324,1122.2327756733034,1568708775.4399068,1122.2327756733034,-84.4630991258406,613.4063398099606,57.372218719660395,690.8160775731873,0.9987058639526368,598.4709308387951,82.51724028650347,722.971068132938,0.9977985620498656,602.807504446881,26.14964462429132,712.6357490584097,0.9986231327056884,576.9359192482623,123.86168357757204,728.2911364756293,0.950087070465088,577.6709021636033,-22.485088094250322,712.6107621703709,0.9698948264122008,499.86616239367174,191.43832652061172,563.5115630939546,0.9451690912246704,478.4426056656594,-84.36646076731144,556.7376296940233,0.9602376222610474,602.7331812140734,238.41969499370867,384.8680662653168,0.9803141355514526,569.1978622794462,-151.82570234331052,376.3481471695314,0.9607314467430116,767.6245148980327,285.4121884951399,247.4191283161874,0.7367742657661438,717.0477155221797,-182.61670156087845,201.15868287273503,0.8888441324234009,447.7555160206663,150.62750864341487,121.37773734987768,0.6620218753814697,509.26894620653474,-54.76047461710989,133.62362491333678,0.05083003640174866,824.2208859551422,163.02114876685062,67.1937794869275,0.6162077784538269,857.3045399525994,-46.02828403428233,119.05766146805306,0.4400336444377899,522.072954411396,176.79449553400607,-519.1207162965943,0.01870796084403992,884.8724672100778,-25.655244878634488,-124.4252547983478,0.006207257509231567,1760.67,1666.5014372892315,3.3567224326696588,359.9229429713124,1400.850669192036,860.2604029888672,6.906889730678638,221.32412879383156,1413.8200683928492,865.6367224326697,6.43250947013467,268.61,2766.7938783665168,594.4464562295009,7.623612163348295,138.41,1546.1569581235278,868.8567224326697,6.623779461357275,268.61,1761.0432775673307,1007.4705702868762,7.050501894026934,179.85,1594.8207375848854,870.0434448653392,7.300334596017955,268.61,1609.0907375848853,870.430167298009,7.31,268.6236121633483,1623.4907375848852,870.7634448653394,7.31672243266966,268.68,234.55514835773963,2102.1239467593664,8.820501894026934,96.98,208.92809132905202,2106.5444486533934,9.640334596017956,102.2,,,,,4a,14,1568707580
