,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,K_in-H_out.14_x,K_in-H_out.14_y,K_in-H_out.14_speed,K_in-H_out.14_angle,K_in-H_out.15_x,K_in-H_out.15_y,K_in-H_out.15_speed,K_in-H_out.15_angle,H_in-K_out.12_x,H_in-K_out.12_y,H_in-K_out.12_speed,H_in-K_out.12_angle,K_in-H_out.16_x,K_in-H_out.16_y,K_in-H_out.16_speed,K_in-H_out.16_angle,Q_in-J_out.14_x,Q_in-J_out.14_y,Q_in-J_out.14_speed,Q_in-J_out.14_angle,Q_in-J_out.15_x,Q_in-J_out.15_y,Q_in-J_out.15_speed,Q_in-J_out.15_angle,K_in-H_out.17_x,K_in-H_out.17_y,K_in-H_out.17_speed,K_in-H_out.17_angle,H_in-K_out.13_x,H_in-K_out.13_y,H_in-K_out.13_speed,H_in-K_out.13_angle,H_in-K_out.14_x,H_in-K_out.14_y,H_in-K_out.14_speed,H_in-K_out.14_angle,K_in-H_out.18_x,K_in-H_out.18_y,K_in-H_out.18_speed,K_in-H_out.18_angle,H_in-K_out.15_x,H_in-K_out.15_y,H_in-K_out.15_speed,H_in-K_out.15_angle,H_in-K_out.16_x,H_in-K_out.16_y,H_in-K_out.16_speed,H_in-K_out.16_angle,K_in-H_out.19_x,K_in-H_out.19_y,K_in-H_out.19_speed,K_in-H_out.19_angle,conflict_4a_x,conflict_4a_y,conflict_4a_speed,conflict_4a_angle,W_in-P_out.0_x,W_in-P_out.0_y,W_in-P_out.0_speed,W_in-P_out.0_angle,W_in-P_out.1_x,W_in-P_out.1_y,W_in-P_out.1_speed,W_in-P_out.1_angle,W_in-P_out.2_x,W_in-P_out.2_y,W_in-P_out.2_speed,W_in-P_out.2_angle,W_in-P_out.3_x,W_in-P_out.3_y,W_in-P_out.3_speed,W_in-P_out.3_angle,W_in-P_out.4_x,W_in-P_out.4_y,W_in-P_out.4_speed,W_in-P_out.4_angle,scenario,participant_id,source_file
32268,32268,1015.766530271834,1568023289.0098016,1015.766530271834,,585.6516870003818,79.56444595304279,661.0403685207924,0.994050681591034,606.5983900206935,108.18457092351584,704.8570434116243,0.9807026982307434,614.103982964171,54.979463628847114,705.4536938020026,0.9910656213760376,572.0362345456174,147.33071301184626,720.3163119220762,0.6636364459991455,602.6085980443063,7.811607298348397,720.4549289635138,0.6613115072250366,438.33796491737235,205.31417199323985,584.9683448887367,0.9741145372390748,434.3282134944905,-55.526425790429705,572.6241631572707,0.9670475721359252,537.1041206937152,288.2502865211684,362.349765368274,0.41433337330818176,545.9337019419073,-120.839964275449,332.33941789308835,0.9004563093185425,708.5642719185453,323.1420506648364,176.65525006265412,0.884012758731842,744.8391214718663,-144.7413709405629,172.99602273747212,0.5544453263282776,311.01233670211565,196.85851829711729,135.20268889355742,0.09241864085197447,380.8133764545985,-9.307405062093087,129.23673963288536,0.27578797936439514,715.3420926443815,262.3886201960612,72.31717131329701,0.4498774707317352,600.0039162703351,0.07411522078216047,-21.69906503469153,0.5846713185310364,478.3115937574446,230.3389619847526,-499.6138198161485,0.17226436734199524,1166.7623872519928,8.861171903843209,211.73197547838498,0.006890743970870972,1761.9366939456336,1659.2859574135366,5.213346972816601,357.11665302718336,2664.449631733952,732.7175532330791,7.083183299017385,157.26,2659.3297954077507,745.8142471787123,7.020081836899607,166.91,1399.9400409184498,848.0111457165947,8.419918163100393,181.84,2655.7564484349346,761.1709411243455,7.0933878912664055,166.91,1761.06,1002.1110638796948,7.810040918449803,179.85,1760.85,1082.8376759884284,7.410081836899607,179.85,2651.8131014621176,778.1642880971622,7.119918163100393,166.91,1534.7844517709616,868.5766939456332,8.143265135916993,268.61,1551.081104798145,868.9766939456332,8.136693945633201,268.61,2648.6064484349345,791.9475941515287,7.100081836899607,167.12755323307908,1739.1777169068785,873.4266939456332,7.6933469728166015,268.68,1847.5476350699787,874.63,7.129959081550196,269.55,2623.918486017357,874.0036334019652,9.896325679584967,95.31440251244419,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32269,32269,1015.8,1568023289.043481,1015.8,-75.00494116973691,580.9966109888461,78.46422648810871,660.9842359859209,0.992171347141266,613.2630560427928,106.3642658801174,708.0872650869769,0.9816484451293944,617.5860157156961,55.62128140298474,707.3430269177716,0.9902883768081664,564.2332893941733,156.3196928107913,722.1324940090407,0.8793932199478149,607.8591202918441,9.943818089444132,723.5881591099871,0.7052162289619446,450.32505196254687,197.64772546720886,589.1019652949658,0.9199602603912354,436.6877312986325,-51.58549053819824,560.987848430025,0.2697229385375977,541.2265871264889,290.8294668044672,352.34976164009424,0.9845579862594604,536.7378431154153,-124.5036241854333,349.5770529870488,0.07317480444908142,702.8793367821797,324.9053565662088,172.87038725450387,0.8771699666976929,747.7609495566497,-143.52932097364857,182.04937853844447,0.7350019812583923,302.72043788266916,198.1637283311682,120.89597998341992,0.3198899626731873,369.7468779805163,-10.552093238535015,156.23429039990322,0.5483141541481018,730.786785656148,261.4483318972312,81.17569518191735,0.3647071123123169,589.8235763341082,-2.530857994800524,-29.261637755181226,0.597974419593811,470.23146334873564,225.327007274512,-499.53511432486664,0.2851051688194275,1653.9494778154126,43.51246700569898,741.5308674230291,0.0057040750980377215,1761.93,1659.46,5.21,357.12,2664.54,732.5,7.12,157.26,2659.38,745.59,7.0,166.91,1399.93,847.73,8.44,181.84,2655.81,760.94,7.08,166.91,1761.06,1001.85,7.8,179.85,1760.85,1082.59,7.39,179.85,2651.87,777.93,7.14,166.91,1534.51,868.57,8.16,268.61,1550.81,868.97,8.13,268.61,2648.66,791.72,7.08,166.91,1738.92,873.42,7.69,268.68,1847.31,874.63,7.14,269.55,2624.29,873.93,9.98,95.87,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32270,32270,1015.8,1568023289.043481,1015.8,,574.4095166229088,74.73100857709565,656.6993431696521,0.9872584939002992,617.0501396364889,101.13044968741077,709.8004383633313,0.9794909954071044,613.3467204259439,50.10760773789648,707.9266893561045,0.985050082206726,573.4655397454685,155.62848087051248,727.9675816692845,0.8703903555870056,610.3235386221472,7.004966374133378,732.403517710332,0.4848670661449432,460.5938739321357,191.14380965729802,591.1578609456179,0.9153188467025756,429.9423443634722,-52.22610658387643,571.4262220129851,0.9669859409332277,545.1266141438554,298.166313286326,355.1312557812439,0.982935070991516,548.3133117242504,-123.1693966445053,335.00879598729614,0.919405460357666,687.8439180143117,319.32793896015886,167.80262461613373,0.729236900806427,750.3234246177957,-142.91661627422388,179.11746619063575,0.602933406829834,304.0324053333337,196.11066335513058,118.40360175035043,0.3346785008907318,394.39925900121216,-7.941412506090796,144.40390812979538,0.3109123110771179,703.8492911862727,262.5197283814859,63.955893463719796,0.3090603947639465,607.0062610567736,-6.8764896677149485,-33.83831062435988,0.38622185587883,473.01594740056623,222.06719933142875,-500.9402533928482,0.1603967249393463,1877.5167816653552,59.4269650334715,984.4535611991054,0.008801758289337158,1761.93,1659.46,5.21,357.12,2664.54,732.5,7.12,157.26,2659.38,745.59,7.0,166.91,1399.93,847.73,8.44,181.84,2655.81,760.94,7.08,166.91,1761.06,1001.85,7.8,179.85,1760.85,1082.59,7.39,179.85,2651.87,777.93,7.14,166.91,1534.51,868.57,8.16,268.61,1550.81,868.97,8.13,268.61,2648.66,791.72,7.08,166.91,1738.92,873.42,7.69,268.68,1847.31,874.63,7.14,269.55,2624.29,873.93,9.98,95.87,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32271,32271,1015.8495145154103,1568023289.0771227,1015.8495145154103,-81.25075962299209,591.8556888216898,79.85379670587884,662.6894457579676,0.9931820631027222,611.4481937148569,109.25604887459221,705.1717494421667,0.981070637702942,616.0737304366089,55.649106668454415,706.2425519204187,0.9926234483718872,582.5423389043331,149.75842325154932,725.4561918506198,0.559500515460968,606.2079019757655,8.436848667515047,724.7397624214074,0.6593195796012878,442.6461061595774,204.7809712449097,588.2163356248342,0.9759647846221924,433.84645360225824,-56.18881155758184,573.6463984856263,0.973406195640564,537.8915360483967,289.62785156010636,349.8350023370233,0.8997676372528076,530.3485398497007,-124.40850720369836,321.2040971651076,0.9037227034568788,700.7606986327178,323.2622756177443,171.60382566360198,0.8795869946479797,749.4800789317807,-143.7497132697454,174.15705750347215,0.6081669926643372,307.2570145780675,194.7696212287444,119.67963144216979,0.0844159722328186,402.8412452405393,-5.756243924337047,139.94552398080373,0.28770750761032104,740.3418433599118,259.2307170815644,81.16736502446034,0.3642003536224365,602.0565603910876,-1.8257001907614232,-23.54389131515532,0.578752875328064,470.80271441399117,219.6774116012402,-504.5725046595077,0.19521161913871765,1979.3436545391892,66.60236545792877,1095.0394626320667,0.005550086498260498,1761.915145645377,1659.7174754801333,5.200097096917955,357.12495145154105,2664.6736891916075,732.1781556498337,7.0853398392128435,157.26,2659.4592232246564,745.2483498436694,7.0247572577051125,166.91,1399.915145645377,847.314078070554,8.425145645376931,181.84,2655.8892232246562,760.6033012952106,7.060194193835909,166.91,1761.06,1001.4637867798002,7.785145645376931,179.85,1760.85,1082.2235925859643,7.394951451541022,179.85,2651.9442717731154,777.5933012952104,7.100388387671819,166.91,1534.1089324251773,868.5600970969181,8.16,268.61,1550.4039809736362,868.9600970969178,8.125048548458977,268.61,2648.739223224656,791.3783498436694,7.099805806164091,166.91,1738.5387382313413,873.4100970969179,7.680097096917954,268.68,1846.9584469405872,874.6250485484591,7.135048548458978,269.55,2624.8445625725944,873.8210680660976,10.083980482361476,96.70679531043281,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32272,32272,1015.9,1568023289.111424,1015.9,-110.84456038417817,582.3917264916398,80.50050423744659,659.0724516861596,0.9929606914520264,607.4970678591477,109.8755859361114,703.6857512963629,0.9797452688217164,614.6159790932178,56.61607302117576,705.2202961492462,0.9927085041999816,578.9669297360466,149.64814891378745,722.5088296384587,0.5941534638404846,602.1750136305297,9.381997742203154,722.5651951794977,0.6543993949890137,447.12502864208125,197.7619673031344,586.4988335758733,0.9446656107902528,429.30378920838166,-53.193048490883726,573.1885848115905,0.9747987985610962,538.3982635711313,290.1451653858402,352.08157315397375,0.9799966812133788,544.1173738662351,-122.6839490496328,328.4085105420844,0.8554872274398804,698.5596691106281,324.55805720448467,169.2790929010301,0.8672699928283691,749.5871908444967,-143.71807299564233,176.10283068753068,0.6248631477355957,341.4191783048095,198.27272538590526,120.25729580458277,0.0173245370388031,394.0725523082895,-6.417019007324581,134.76740044101894,0.2303356528282165,729.4701305814514,260.0173912452747,73.84674167397426,0.4060351252555847,613.4359137338023,-2.856857420216524,-4.824990690064793,0.4921172857284546,464.55249482873626,217.51557987203617,-501.1786027975933,0.3127637505531311,968.7528966117404,-4.104720314919439,20.627478507330864,0.005038738250732422,1761.9,1659.98,5.19,357.13,2664.81,731.85,7.05,157.26,2659.54,744.9,7.05,166.91,1399.9,846.89,8.41,181.84,2655.97,760.26,7.04,166.91,1761.06,1001.07,7.77,179.85,1760.85,1081.85,7.4,179.85,2652.02,777.25,7.06,166.91,1533.7,868.55,8.16,268.61,1549.99,868.95,8.12,268.61,2648.82,791.03,7.12,166.91,1738.15,873.4,7.67,268.68,1846.6,874.62,7.13,269.55,2625.41,873.71,10.19,97.56,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32273,32273,1015.9326551344373,1568023289.1442256,1015.9326551344373,-83.00827292688419,581.2835206256627,78.4686314997973,659.8426816339763,0.9890762567520142,609.1135842719774,105.77570599766054,699.5587992773352,0.9836168885231018,612.2430343655052,54.45087332143671,701.2028766639078,0.990736722946167,575.7159729059529,152.57457443999778,719.5261167746668,0.6672952175140381,607.3612937377889,8.732402104344352,724.0427349589511,0.5874146819114685,442.6481771965326,203.71747755800868,586.1566466216639,0.9172269701957704,431.3246370156888,-50.45612666952815,561.4846175840873,0.20832699537277224,542.2319628865984,287.8769233896432,349.4118830228618,0.8751358985900879,541.3573396360852,-125.3712443701961,349.85041446669806,0.07868453860282898,694.8047769504817,325.72192435598106,168.12106402238982,0.8738979697227478,745.6556833570689,-142.59999596631326,180.8924954591544,0.7455487251281738,323.7261801107312,195.12604684297835,118.52270540879113,0.11619627475738525,362.6103864977119,-6.0977816893432895,161.2010792445773,0.8718844652175903,658.1936378943575,261.6404606672208,26.604297948329677,0.2989208996295929,614.9805131730201,-0.9964376263947834,-1.8362825654438664,0.5144314765930176,470.4251117975891,229.98834185763062,-510.2368358482856,0.16085892915725708,509.7501023660726,-35.73703258090753,-453.2528874643358,0.007457345724105834,1761.8934689731127,1660.1498066990732,5.1867344865562846,357.1234689731125,2664.89816886298,731.6410071396022,7.043468973112569,157.26,2659.5922482150995,744.6779450858272,7.0597965403311465,166.91,1399.8934689731127,846.6156968707278,8.41,181.84,2656.0222482150994,760.0379450858272,7.046531026887431,166.91,1761.06,1000.8185554648339,7.7732655134437145,179.85,1760.85,1081.608352005165,7.3967344865562845,179.85,2652.0722482150995,777.0246795723835,7.066531026887431,166.91,1533.435493411059,868.5467344865563,8.13714140589399,268.61,1549.725493411059,868.9434689731125,8.12,268.61,2648.8722482151,790.8014140589398,7.129796540331148,166.91,1737.898555464834,873.3967344865563,7.696124107549725,268.68,1846.3648830320526,874.62,7.123468973112569,269.55,2625.788799559471,873.6348931907945,10.265106809205461,98.12819933920652,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32274,32274,1015.9661856296523,1568023289.1779065,1015.9661856296523,-75.48396985656723,585.049278989637,78.2478240042748,660.5619854767674,0.9913920164108276,613.1149339456338,107.60030930670256,699.8693630985613,0.9813888072967528,608.7920087978873,53.825516493251364,699.1534077193612,0.9903368949890136,578.6535452181145,153.94792564663754,718.9808056039749,0.6530377268791199,603.0162539675703,9.553179827336944,721.5105372918588,0.5962045192718506,442.1589303307888,208.42019437446712,586.3821501213123,0.9760745763778688,429.1138465652716,-52.86979856328906,572.3566812859136,0.9732022285461426,535.0813321560262,287.9357812451853,344.13734793086786,0.8980304598808289,549.1993967635715,-121.23692485850107,334.14397002540505,0.8944032788276672,697.8104314055628,325.702788510318,169.1063030404096,0.878876805305481,750.1436924347553,-143.8713352381996,178.24805213623478,0.6031540632247925,317.92529058550525,194.0313388331464,119.46699724666763,0.10633298754692078,384.5074836916484,-6.533778168386839,141.38100028975114,0.2883622646331787,644.8135367671822,260.7109500616192,16.302406819054795,0.253961443901062,617.0067565972095,-0.8854137751303037,5.723572423876249,0.5014507770538329,468.0716357589322,234.14135610500824,-515.5926391771185,0.20775556564331046,361.9204497225695,-45.427370514515296,-598.9836844501257,0.0059562623500823975,1761.8867628740695,1660.3241652741913,5.183381437034783,357.1167628740696,2664.988701200061,731.4264119702261,7.036762874069567,157.26,2659.6458970074427,744.4499377183653,7.06985568889565,166.91,1399.8867628740695,846.3340407109217,8.41,181.84,2656.0758970074435,759.8099377183653,7.0532371259304325,166.91,1761.06,1000.5603706516783,7.776618562965218,179.85,1760.85,1081.360226340574,7.393381437034782,179.85,2652.1258970074427,776.7933191553999,7.073237125930432,166.91,1533.1638963998175,868.5433814370348,8.113670059243484,268.61,1549.4538963998175,868.9367628740697,8.12,268.61,2648.9258970074434,790.5667005924347,7.1398556888956515,166.91,1737.6403706516785,873.3933814370348,7.722948503721732,268.68,1846.1234634665045,874.62,7.116762874069567,269.55,2626.1777533039653,873.5577730517999,10.342226948199984,98.7116299559477,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32275,32275,1016.0,1568023289.2118726,1016.0,-81.08752725725118,581.6378202178666,75.22187410248239,659.4742344501574,0.9854997992515564,609.2377920717568,103.91510986128701,696.5763119223511,0.9788435697555542,607.6842402793801,53.564285899817705,697.6297450892376,0.9880368113517758,585.7323334514538,153.2011314531624,720.5020569250577,0.6994069814682007,613.2013076843341,13.234732393582089,724.4076627774641,0.5618570446968079,448.37884533516416,201.4570689254752,583.6768764168085,0.9211204648017884,427.1779339099093,-51.496806807128,576.8485928548878,0.9710796475410458,531.6946433308914,292.2419098207028,349.17050605139787,0.9832788705825806,534.8134053592582,-123.33279069885117,322.7126403977324,0.8894033432006836,698.0874747856411,326.0149063048177,169.32951041967763,0.8936772346496582,754.1983474676018,-141.15898974111127,178.90158832338332,0.6737378239631653,330.6149215211247,197.83707822219986,111.09489209759295,0.02194809913635254,395.0750133400029,-5.892143692489593,138.67020900036897,0.2719482779502869,690.2588003912252,258.97651250849617,45.83755707082864,0.4017227292060852,609.0237937597977,-0.7185474039870527,-3.5581301546417308,0.4963708221912384,461.774479151728,223.52992548931385,-507.13479062841,0.3309519290924072,1291.8245145231351,18.76551299185704,362.1326824517089,0.0078812837600708,1761.88,1660.5,5.18,357.11,2665.08,731.21,7.03,157.26,2659.7,744.22,7.08,166.91,1399.88,846.05,8.41,181.84,2656.13,759.58,7.06,166.91,1761.06,1000.3,7.78,179.85,1760.85,1081.11,7.39,179.85,2652.18,776.56,7.08,166.91,1532.89,868.54,8.09,268.61,1549.18,868.93,8.12,268.61,2648.98,790.33,7.15,166.91,1737.38,873.39,7.75,268.68,1845.88,874.62,7.11,269.55,2626.57,873.48,10.42,99.3,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32276,32276,1016.0331876390393,1568023289.2451642,1016.0331876390393,-71.67433326995138,572.7204251733942,72.59860535225162,651.5168047482239,0.9887372255325316,610.1755867928338,102.93700369592621,697.0551799119977,0.9842857718467712,608.6378392546022,52.412757605123126,698.5973323993602,0.9886922836303712,580.0163094958098,152.30876616330147,715.4073781146417,0.8247827291488647,616.1489657799775,15.023236965372696,723.8406825074692,0.5144215226173401,442.187135845994,207.22292900358002,586.9982240346505,0.9625370502471924,427.4665773799089,-49.62736663498697,576.3440537620672,0.9707550406455994,536.6334900859832,290.0668462989183,349.07798544674097,0.8965018987655641,536.7198955599417,-122.29202151040165,324.7922564046601,0.8847429752349854,703.7041654780713,325.16538692444334,173.14281361122718,0.8811469078063965,752.4889216061548,-140.33521484826264,176.7819879789234,0.6556490659713745,329.555640702258,193.16823667865413,121.54698524340456,0.09438064694404602,398.35603182657263,-5.993819789328046,138.32967090336842,0.20730799436569214,644.9492246769363,262.61891025390173,18.895388237909266,0.21411570906639105,611.3677368816833,-4.544590034496236,-5.089964812017655,0.4961385726928711,466.02715622990576,234.49594480302108,-516.7946683493936,0.14526832103729248,1712.4732462920235,47.2925794790032,808.0571924124899,0.0060686469078063965,1761.8700437082882,1660.6725757230051,5.18,357.0934061804804,2665.1729253893104,730.9909615823401,7.056550111231513,157.26,2659.7696940419823,743.9976428184361,7.08,166.7241492213794,1399.8700437082882,845.7712238320693,8.403362472192121,181.84,2656.183100222463,759.3510052906282,7.076593819519695,166.91,1761.06,1000.0378176515887,7.799912583423634,179.85,1760.85,1080.8644114711085,7.403275055615755,179.85,2652.2331002224632,776.3343240545322,7.063406180480305,166.91,1532.6211801237812,868.5333624721919,8.099956291711816,268.61,1548.9111801237812,868.9233624721919,8.11668123609606,268.61,2649.033100222463,790.1010052906282,7.15,166.91,1737.1211364154929,873.3833624721921,7.746681236096061,268.68,1845.6476865267246,874.616681236096,7.093406180480305,269.55,2626.958295376761,873.4003496663055,10.479737750270901,99.88410244709326,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
32277,32277,1016.0665235867892,1568023289.2786045,1016.0665235867892,-104.21461101083986,574.3880734837061,72.96668730273836,654.9710093212234,0.9872766733169556,617.7567687378303,102.46579139009094,698.6154894952342,0.9745659828186036,610.8032577649827,53.47148567232009,698.6393318455099,0.9861006736755372,584.5636076446859,155.28344113723395,715.763690593051,0.7958406209945679,613.8440394037692,17.213981805944968,723.4466860252826,0.4348351955413817,440.69540434054665,204.56307859530992,580.9794246167983,0.9127016067504884,427.88116689392683,-46.56692130109007,575.5872387447075,0.9683994650840759,530.1766284878846,291.7622371947798,342.68270347635865,0.9188672304153442,552.5198735793133,-124.42183460905602,345.50651019015254,0.6353647708892822,702.4957698824793,325.7425320872448,172.18458063592175,0.8893680572509766,751.9301299268616,-141.37397031793972,176.75704507337537,0.6982308030128479,334.7157620464659,191.43799329475303,127.29494197633906,0.12227106094360353,384.777460297019,-8.162400499695543,139.73332047774988,0.32295650243759155,636.4078219082944,259.9483164675909,13.255923415074193,0.28514933586120605,615.9771736052851,-5.376531638265448,5.117721586113134,0.5166270732879639,458.96895433938766,225.480726122168,-503.096528610644,0.4411349892616272,901.1976160939064,-10.865294513936439,-48.202537080890856,0.005671441555023193,1761.8600429239634,1660.845922651303,5.18,357.07673820660546,2665.2662660430096,730.770944327192,7.083218869431282,157.26,2659.839699532257,743.774291968513,7.08,166.53746791398103,1399.8600429239634,845.4912018709715,8.39669528264218,181.84,2656.2364377388626,759.1209872511553,7.093261793394551,166.91,1761.06,999.774463664366,7.819914152073461,179.85,1760.85,1080.6177254577606,7.4166094347156415,179.85,2652.286437738863,776.1076396098341,7.04673820660545,166.91,1532.3511589470083,868.5266952826422,8.10995707603673,268.61,1548.6411589470083,868.9166952826422,8.11334764132109,268.61,2649.0864377388625,789.8709872511553,7.15,166.91,1736.861116023045,873.3766952826422,7.7433476413210895,268.68,1845.4143348924765,874.6133476413211,7.076738206605449,269.55,2627.348325965432,873.3203433917063,10.539742456220383,100.47081512748821,,,,,,,,,,,,,,,,,,,,,,,,,4a,2,1568022227
