,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,H_in-C_out.27_x,H_in-C_out.27_y,H_in-C_out.27_speed,H_in-C_out.27_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,scenario,participant_id,source_file
16600,16600,522.2660785094913,1569576447.234548,522.2660785094913,-85.50582809039936,,600.2952958143337,30.059514874312768,614.4473059385641,0.9912110567092896,591.4582939371503,57.76860221707389,660.7569963879572,0.9964142441749572,614.3776485664775,-0.4773927950624923,670.0127920551872,0.9650312662124634,579.6147114051363,92.5390827049234,683.1006996024305,0.8927602767944336,563.1519692806881,-49.72662669507136,663.5706992826183,0.707580029964447,455.42616644982735,166.3588114359214,545.6657669614038,0.7655267715454102,461.8675084684208,-85.40977568051555,531.9637102276083,0.8659601807594299,563.7903643843656,251.42734956782917,336.9694348857407,0.9844486713409424,546.977776304571,-180.98509422285485,299.86044966662377,0.9675495624542236,726.6599279959605,284.4702142691425,158.08230132343797,0.9419196248054504,687.0788622022742,-195.53963401424681,130.53785162477925,0.39145776629447937,366.2230044577848,137.97532164676807,159.36894773517213,0.10075151920318604,376.5649191208576,-57.455311402400206,93.283489435961,0.3110537528991699,615.9882850898116,167.784024479444,22.29726194894241,0.7348271012306213,815.8321833651939,-73.11383843038952,71.29214084918121,0.5076192021369934,310.8938698483804,227.92663096647485,-430.0278795692144,0.08083462715148926,421.4688750333445,-82.76120923934084,-550.5924049686928,0.016122639179229736,3210.193392149051,782.6395103116944,6.456784298101712,359.76339214905084,3205.736607850949,90.03137192406851,7.9701764471525705,179.26,3203.586607850949,420.34745043356,6.953392149050857,179.77,3203.82,287.6913719240685,7.969823552847432,179.77,3203.496607850949,367.95797977501763,7.963568596203426,179.77,3201.526607850949,657.0745876259667,7.863392149050857,179.46,3201.36,674.3613719240685,7.993392149050857,179.46,2973.93254956644,881.25,6.973392149050857,89.71,3006.0020202249825,881.1166078509491,7.983392149050857,89.71,3202.7,732.6913719240684,8.046784298101713,179.99,2656.709686758847,876.7014512303724,6.963392149050857,63.03,2670.598628075932,879.3666078509491,7.996607850949143,89.69,2648.220882235763,852.9454123740333,7.953568596203426,350.46913559878163,3206.0,741.9118437778299,8.122509913288011,359.99,3199.516607850949,1214.494587625967,7.830176447152568,179.45,3199.406607850949,1226.3172739864074,6.683215701898288,179.45,,,,,3a,30,1569575905
16601,16601,522.3,1569576447.2690575,522.3,,,592.4870990121877,30.749131303538967,612.0115874111125,0.99323570728302,592.0370112878858,58.78160867326661,660.1091130027428,0.9973136186599731,617.0205839849252,0.5511284628633035,671.7371802445701,0.967352032661438,579.9620939740869,95.29795191295008,683.995272306121,0.9171671867370604,571.2003508093002,-46.10063251746766,668.7128999793607,0.7015944719314575,452.9969777142306,161.05082532321669,550.473838939564,0.9082895517349244,461.38562335549204,-84.98138812982799,533.1820041483758,0.864228367805481,562.8841370429388,251.08226716921632,338.60753608736593,0.8199096918106079,548.5506199410322,-181.68576608159003,296.2271128556665,0.9655659198760986,734.8150226693657,283.52501826802535,159.90080568854705,0.9306007623672484,706.2752637200407,-201.38510103523842,137.2021035127667,0.7917894721031189,370.9321008831608,136.51417747752348,160.75286408182603,0.09161970019340517,382.1202302743533,-53.669465940733225,70.85940095659713,0.2839854955673218,607.8157754972473,176.35065543306075,33.231584758149644,0.8011475801467896,772.8257078082373,-74.05782209397434,4.9219596477368,0.2588263154029846,394.14231351869853,214.09692170502623,-324.4780179196564,0.06748870015144348,387.62929556765266,-78.47082354681494,-587.4470514285736,0.027841538190841675,3210.19,782.86,6.45,359.76,3205.74,89.76,7.96,179.26,3203.59,420.11,6.95,179.77,3203.82,287.42,7.98,179.77,3203.5,367.69,7.95,179.77,3201.53,656.81,7.86,179.46,3201.36,674.09,7.99,179.46,2974.17,881.25,6.97,89.71,3006.27,881.12,7.98,89.71,3202.7,732.42,8.04,179.99,2656.92,876.81,6.96,63.03,2670.87,879.37,8.0,89.69,2648.17,853.21,7.94,349.75,3206.0,742.19,8.17,359.99,3199.52,1214.23,7.82,179.45,3199.41,1226.09,6.69,179.45,,,,,3a,30,1569575905
16602,16602,522.3337300379503,1569576447.3028774,522.3337300379503,,,604.3646075122184,33.037007142966225,614.2619869501004,0.9954136610031128,596.2030764621559,61.47680357893058,660.3199168754487,0.9971655607223512,614.9546308828955,3.062162673915708,670.4006362930211,0.9671375155448914,577.6258198336212,97.70173855571586,680.7360490897165,0.8908909559249878,585.3913641263267,-43.97875883407817,674.0704367238411,0.7347177863121033,461.7464793261768,158.94525848430072,552.6883662732292,0.9107855558395386,461.4043567404208,-83.53601355558862,533.3494296359412,0.8704963922500609,552.6684409494037,252.25401954154185,335.15359256130205,0.8066545128822327,547.9269027807774,-183.8225515774833,297.43116933839656,0.9676918387413024,705.8046214601407,276.2033617389849,160.12765618346342,0.7526211738586426,715.6425242824323,-201.29133396359242,141.3123094802821,0.7006617784500122,396.6152374229597,136.84813598657522,175.08050565185314,0.2126014232635498,391.6488909654921,-57.114355266713744,64.3818096589449,0.2666196227073669,617.1095017962842,180.36712655712623,59.12222478536617,0.8906030654907227,778.2024552339223,-74.4833985177858,6.449664026251752,0.20032644271850586,411.12424290222435,188.46908463130887,-326.3184435686253,0.0347314178943634,383.4862406773197,-76.95728299040664,-594.70680632888,0.030564099550247192,3210.19,783.072499239088,6.3994049430742965,359.74313498102475,3205.743373003795,89.49015969639626,7.973492015180187,179.26,3203.59,419.8738897343468,6.963492015180187,179.77,3203.82,287.1535327001913,7.973253992409908,179.77,3203.5,367.4201596963962,7.953373003795048,179.77,3201.53,656.5435327001912,7.8566269962049535,179.46,3201.363373003795,673.8201596963962,7.976507984819813,179.46,2974.4061102656533,881.253373003795,6.973373003795047,89.71,3006.5398403036043,881.12,7.983373003795048,89.71,3202.7,732.1467866926013,8.046746007590093,179.99,2657.1324992390882,876.9145631176464,6.9667460075900935,63.03,2671.1364672998084,879.37,7.986507984819813,89.69,2648.122777946869,853.4730942960136,7.956865018975235,349.6555558937387,3206.0,742.4699593149891,8.234087072105893,359.99,3199.5233730037958,1213.9601596963962,7.857103041745516,179.45,3199.41,1225.8673817495269,6.6731349810247655,179.45,,,,,3a,30,1569575905
16603,16603,522.3662740043942,1569576447.335508,522.3662740043942,-83.18922356544466,,597.1620959471305,33.08356933126188,611.4467849567857,0.9956078529357908,593.6767330472483,62.78999273901796,657.3932737618828,0.9971326589584352,621.6250850354833,4.112351749992634,670.9562989150418,0.9680304527282716,574.4544971001864,97.12893929027392,677.2779129341743,0.5988997220993042,589.3812805954699,-40.626638574038076,675.7968865985753,0.7290210127830505,454.00550578946036,158.25093321247073,549.7827417106928,0.9196768403053284,461.5771756536168,-83.739330385266,532.9038262060013,0.8764778971672058,548.9573999444466,252.03055759991,334.4122688479103,0.8372871875762941,543.4045275198898,-183.64543360027986,296.22154062082626,0.9716731309890748,711.9368328476739,273.48217136005746,164.84567680233502,0.7559738159179688,696.8151336174194,-197.74153789755402,133.79895384046065,0.3666206598281861,392.1937447261734,135.53104302217383,174.68024684845452,0.2450021207332611,379.16446592728494,-56.555847426435406,80.58616803443435,0.2268404662609101,629.6797244023204,180.13019716551992,71.6952766152047,0.9162867069244384,803.8935912151953,-75.32804149366378,55.10041270747962,0.2217215895652771,434.1152392297265,176.8889789584048,-354.09512189103316,0.03604498505592346,355.58197870290536,-83.10862028068844,-620.7707034944942,0.022499531507492062,3210.19,783.2775262276837,6.350588993408655,359.72686299780287,3205.7466274004387,89.22980796484616,7.9865096017576915,179.26,3203.59,419.64608196924036,6.976509601757692,179.77,3203.82,286.8964353652856,7.966745199121154,179.77,3203.5,367.1598079648462,7.956627400439423,179.77,3201.53,656.2864353652857,7.853372599560576,179.46,3201.3666274004395,673.5598079648463,7.9634903982423095,179.46,2974.63391803076,881.2566274004395,6.976627400439424,89.71,3006.800192035154,881.12,7.986627400439423,89.71,3202.7,731.8831805644068,8.053254800878848,179.99,2657.337526227684,877.0154494136223,6.9732548008788475,63.03,2671.3935646347145,879.37,7.9734903982423075,89.69,2648.077216393848,853.726937234275,7.973137002197116,349.56443278769615,3206.0,742.7400742364722,8.295920608349036,359.99,3199.5266274004393,1213.6998079648465,7.892901404833652,179.45,3199.41,1225.6525915709979,6.656862997802884,179.45,,,,,3a,30,1569575905
16604,16604,522.4,1569576447.369324,522.4,-84.69675134143989,,593.51296226363,33.20756242823726,609.2115006887153,0.994519591331482,590.1299323518523,61.93083264813402,655.4368685997115,0.9972854852676392,626.352748637898,4.1996751804912265,670.4894076083983,0.9718658328056335,578.1090096834067,97.19551010296215,676.2425614775289,0.5990514755249023,592.1505893993143,-43.68416669542651,674.7440248790988,0.6937003135681152,454.8920516794317,165.520259492053,546.8785695465692,0.7682640552520752,461.5456080764904,-84.31379117821609,532.8951757875394,0.8584774732589722,561.353906041159,250.8998529056147,337.7815008603971,0.8583142161369324,543.9958714734349,-185.33956710317025,293.69021924837955,0.9596097469329834,723.0066577656073,278.3931477762564,163.4244633191179,0.9002621173858643,710.993757960188,-199.02778855432342,140.00906881073587,0.7283701300621033,391.8672997190155,136.6934078023694,171.37115822379934,0.383630633354187,377.77141754665604,-59.468748505838526,88.62268734114686,0.3519626259803772,607.5077773989436,172.12128895018384,31.60220451655684,0.8429257869720459,806.8602821760452,-76.23463810186819,59.97435543204179,0.5796098113059998,462.889247233854,170.76456347274032,-389.7384033585109,0.02590116858482361,555.7795918552821,-72.7854719400408,-422.1966151278223,0.009044855833053587,3210.19,783.49,6.3,359.71,3205.75,88.96,8.0,179.26,3203.59,419.41,6.99,179.77,3203.82,286.63,7.96,179.77,3203.5,366.89,7.96,179.77,3201.53,656.02,7.85,179.46,3201.37,673.29,7.95,179.46,2974.87,881.26,6.98,89.71,3007.07,881.12,7.99,89.71,3202.7,731.61,8.06,179.99,2657.55,877.12,6.98,63.03,2671.66,879.37,7.96,89.69,2648.03,853.99,7.99,349.47,3206.0,743.02,8.36,359.99,3199.53,1213.43,7.93,179.45,3199.41,1225.43,6.64,179.45,,,,,3a,30,1569575905
16605,16605,522.4333248785714,1569576447.4028413,522.4333248785714,,,601.6210709690628,32.091777846845986,610.8656654773301,0.9929780960083008,590.0224681592689,61.1722448596671,654.9508388686562,0.9968270063400269,623.6609658860358,2.16960710921358,667.7382096244495,0.9745544195175172,584.8225170908793,93.8002461584727,677.1851029106546,0.5568737387657166,602.6319940505837,-46.5706018581613,675.547462812252,0.6737495064735413,453.1680860137112,154.87061167462747,549.1552395483361,0.925057888031006,461.9569539770316,-85.48410671086309,531.7334892772474,0.8406722545623779,561.7158958732572,250.7326762752094,340.228026185741,0.5465732812881471,547.0151124343572,-187.1836006498472,298.1952872692572,0.9697234630584716,720.1374073743916,275.7802805478273,160.4951885160751,0.93644917011261,703.3090519000317,-202.65153462176846,133.99247612290395,0.7664991617202759,368.9540348500746,137.78204239014,165.9488332517075,0.4273224472999573,372.77655143293885,-61.527833073835886,91.20538224153569,0.3715308308601379,606.3481414275791,165.25209170450213,10.538045478587094,0.6487420797348022,811.4760934421279,-79.40639765402442,63.15090201354821,0.5656881332397461,480.375352837394,169.454255027334,-437.9698289179763,0.012026190757751465,548.7397452383829,-88.92855156269346,-428.5930502499373,0.02079916000366211,3210.186667512143,783.7099441985713,6.393309659999956,359.6900050728571,3205.7533324878573,88.69340097142869,7.993335024285717,179.26,3203.59,419.17672585000014,6.99,179.77,3203.82,286.3634009714287,7.969997463571423,179.77,3203.5,366.6234009714287,7.973329951428566,179.77,3201.533332487857,655.7600659471431,7.843335024285718,179.46,3201.373332487857,673.0267334592858,7.9599974635714235,179.46,2975.0999416621426,881.26,6.973335024285718,89.71,3007.336599028572,881.12,7.99,89.71,3202.7,731.3434009714287,8.040005072857152,179.99,2657.756614247143,877.2266396114287,6.98,63.03,2671.9265990285708,879.3733324878572,7.96,89.69,2647.980012682143,854.2532665407142,7.99,349.47,3206.0,743.2832665407143,8.210038046428641,359.99,3199.533332487857,1213.170065947143,7.890010145714303,179.45,3199.413332487857,1225.2000583378576,6.699984781428543,179.45,,,,,3a,30,1569575905
16606,16606,522.4667087824431,1569576447.436418,522.4667087824431,,,605.5322936305968,28.708669612038232,612.0690730672122,0.9907214641571044,590.0671728659634,58.09995346302984,654.3521267400688,0.9963611364364624,619.8066583709784,-1.4728613421629575,666.1473130316281,0.973509669303894,574.2899144983866,92.57300477778135,671.9566924228252,0.6034381985664368,605.4042130636155,-49.75877267877514,673.5393616478797,0.7109913825988771,453.0926866503202,156.4215064439365,549.53754083583,0.9329102039337158,462.3416234747111,-89.45508859354874,530.2236243859713,0.8587214946746826,551.5805598145004,251.36615766107,335.5795501709651,0.5621621012687683,541.9762524519193,-189.40195027831157,298.7303568475902,0.9742565751075744,703.8330318459268,279.65200660218886,156.52697427056802,0.936286687850952,702.4357347736035,-204.9406080626739,132.095060717387,0.7575373649597168,364.9885566201149,138.5631882372499,157.14582879205412,0.5195794105529785,378.5411096690496,-64.38070275388085,94.93093245863804,0.30660271644592285,610.6203803502052,162.55332633039117,-13.54586920782026,0.4359020888805389,808.3910640053623,-88.49285899819645,64.83574153151127,0.5013430714607239,467.3369153961196,195.1366587374128,-479.85121927984056,0.01892086863517761,465.5127922984368,-106.30400526103708,-512.8981227389743,0.013598620891571043,3210.1833291217554,783.9302779641253,6.4867845908410375,359.66997473053397,3205.756670878245,88.4263297404542,7.986658243511354,179.26,3203.59,418.9430385228973,6.99,179.77,3203.82,286.09632974045417,7.980012634732969,179.77,3203.5,366.35632974045416,7.986683512977291,179.77,3201.5366708782444,655.4996714969427,7.836658243511354,179.46,3201.376670878245,672.7630006186985,7.970012634732969,179.46,2975.330290598858,881.26,6.966658243511355,89.71,3007.603670259545,881.12,7.99,89.71,3202.7,731.0763297404543,8.019974730534063,179.99,2657.9635944511483,877.3334681038184,6.98,63.03,2672.193670259546,879.3766708782443,7.96,89.69,2647.9299368263355,854.5169993813016,7.99,349.47,3206.0,743.5469993813016,8.059810479005476,359.99,3199.5366708782444,1212.909671496943,7.8499494610681255,179.45,3199.4166708782445,1224.9697094011415,6.76007580839781,179.45,,,,,3a,30,1569575905
16607,16607,522.5,1569576447.4699016,522.5,,,593.8933684520557,27.172389045212498,608.8631134267025,0.9851474761962892,589.9184915005421,55.34605315642128,654.3017358118934,0.9964925050735474,619.8026221453358,-4.707750462733678,664.9514308644738,0.973888635635376,578.7035446657287,89.06095459057445,672.6805008529744,0.6287145018577576,589.018354954859,-52.66768025718307,666.2872273884469,0.7029061317443848,457.75732039041793,153.27440584892062,549.7715521357296,0.9342678785324096,458.3120046879853,-92.69890152671287,528.0598732570288,0.8305946588516235,563.8442976011364,247.21383396694904,332.79474645690675,0.9131609201431274,520.4862086135358,-179.44616112713763,298.20488212089316,0.2919915318489075,705.298777550044,277.367023097884,158.4990128364704,0.948306441307068,680.827545870456,-208.97237496922642,121.835242585561,0.4807951152324677,371.86892018525697,135.06037556558348,141.40676950379734,0.715859055519104,387.71931837938456,-67.89179729670045,97.85807346593228,0.13073542714118958,711.3107372836273,158.4328390662803,3.4332802190847644,0.6583007574081421,753.5763368271771,-93.48579034211964,46.97790272243199,0.5636752843856812,451.8653966034726,207.907618497619,-508.4627228985962,0.018898099660873413,319.4724632467994,-121.81111096224556,-661.0923442878044,0.007060229778289795,3210.18,784.15,6.58,359.65,3205.76,88.16,7.98,179.26,3203.59,418.71,6.99,179.77,3203.82,285.83,7.99,179.77,3203.5,366.09,8.0,179.77,3201.54,655.24,7.83,179.46,3201.38,672.5,7.98,179.46,2975.56,881.26,6.96,89.71,3007.87,881.12,7.99,89.71,3202.7,730.81,8.0,179.99,2658.17,877.44,6.98,63.03,2672.46,879.38,7.96,89.69,2647.88,854.78,7.99,349.47,3206.0,743.81,7.91,359.99,3199.54,1212.65,7.81,179.45,3199.42,1224.74,6.82,179.45,,,,,3a,30,1569575905
16608,16608,522.5199163039887,1569576447.503386,522.5199163039887,,,597.0609294561776,25.83209709333085,608.7851722431692,0.9951373338699341,591.2013276678398,50.75596325763746,655.4376849355216,0.9963464736938475,617.0481321064308,-8.733976895354353,663.6648499586784,0.9714093804359436,554.2405895921061,97.30294117047592,668.0341588226098,0.8024405241012573,583.1461500320497,-58.13127251125336,662.9563887375828,0.6800330281257629,453.50146463010606,152.52559936135867,549.0524268887203,0.9247007369995116,462.0123294006565,-93.369113726657,528.7250153523198,0.7733228206634521,562.7813929221462,245.6975348016832,337.42044869225504,0.6544792652130127,518.9980521555167,-174.8761814370796,302.8717372595982,0.24818626046180725,703.6794903471083,281.16809323842443,153.8378751258605,0.9463824033737184,702.8621241942392,-201.7163626812085,132.9996531093361,0.5180662870407104,356.9626793204738,132.7021332508111,130.58166499477537,0.6778135299682617,390.80524472107885,-67.34408269739919,111.16434549443376,0.20386376976966852,695.1895432703171,161.41988552437888,-32.7445059990869,0.5204964280128479,706.1994591483244,-94.78156674078505,27.07060185599267,0.8029125332832336,448.3608119715014,195.04542033603386,-521.2556219701194,0.027826666831970208,501.20463089324113,-112.93140834146652,-340.58835029542615,0.05855762958526611,3210.18,784.2774643455275,6.54813391361812,359.64601673920225,3205.7619916303993,88.00066956809059,7.98,179.26,3203.59,418.5725775024781,6.984025108803397,179.77,3203.821991630399,285.6706695680906,7.984025108803397,179.77,3203.501991630399,365.9306695680906,7.9920334784045295,179.77,3201.541991630399,655.0826611984895,7.835974891196603,179.46,3201.381991630399,672.3406695680906,7.976016739202264,179.46,2975.699414127921,881.26,6.958008369601133,89.71,3008.0293304319093,881.1219916303987,7.99,89.71,3202.7,730.6506695680905,8.00796652159547,179.99,2658.29348108473,877.5037321727639,6.981991630398867,63.03,2672.619330431909,879.38,7.96,89.69,2647.852117174416,854.9353471711116,7.968092065612457,349.47,3206.0,743.973313692707,7.961782390370556,359.99,3199.54,1212.4946528288885,7.81,179.45,3199.421991630399,1224.604569132877,6.818008369601133,179.45,,,,,3a,30,1569575905
16609,16609,522.5400151169007,1569576447.5371773,522.5400151169007,-96.057499649939,,600.1644742533872,19.088286408623148,613.0473055365837,0.9957857728004456,592.7755010407006,45.39494859589514,660.868767763021,0.9756526947021484,613.0620676173995,-14.51648557048972,662.2525378865829,0.9566745162010192,547.0249392495028,93.68494656328535,666.674135798738,0.8267360925674438,574.9873650828722,-56.827933921433505,660.6542523374957,0.3485628366470337,448.6726728998007,150.18029728183802,547.5128653482677,0.9179306030273438,458.71630932064596,-96.1086652753395,527.0771419664178,0.6737748980522156,566.2794773502951,245.6416717041542,339.4191832549632,0.5638735890388489,533.0308969904589,-193.93926863653584,302.68197783963683,0.9595175981521606,722.9190393339612,277.5264098865588,161.45754247619203,0.9486860036849976,683.9091729044833,-205.25477101093983,126.20111301639923,0.736430287361145,366.39321012726174,127.40519085460063,137.20438988086298,0.5893619060516357,397.18029307289385,-69.45670142795032,124.05785973649608,0.18465906381607056,658.7047039111926,163.5321698269968,-76.09878791308296,0.509421706199646,745.5641113329558,-97.15113921216394,54.60442785370245,0.5219077467918396,430.816081455118,189.69167578728997,-545.7579404557846,0.02203202247619629,271.23711207151007,-142.80959990488932,-532.4664424265394,0.008529752492904663,3210.18,784.4060967481644,6.51597581295891,359.6419969766198,3205.764001511691,87.83987906479454,7.98,179.26,3203.59,418.4338956933853,6.977995464929797,179.77,3203.8240015116908,285.5098790647945,7.977995464929797,179.77,3203.50400151169,365.76987906479457,7.983993953239727,179.77,3201.54400151169,654.9238805764846,7.8420045350702035,179.46,3201.3840015116907,672.1798790647946,7.971996976619864,179.46,2975.840105818305,881.26,6.955998488309933,89.71,3008.190120935205,881.12400151169,7.99,89.71,3202.7,730.4898790647944,8.016006046760273,179.99,2658.4180937247847,877.5680483740822,6.984001511690067,63.03,2672.7801209352056,879.38,7.96,89.69,2647.823978836339,855.0921179118253,7.945983371409251,349.47,3206.0,744.1381239585855,8.014039303941772,359.99,3199.54,1212.3378820881744,7.81,179.45,3199.42400151169,1224.4678972050756,6.815998488309933,179.45,,,,,3a,30,1569575905
