,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,H_in-C_out.27_x,H_in-C_out.27_y,H_in-C_out.27_speed,H_in-C_out.27_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,E_in-C_out.10_x,E_in-C_out.10_y,E_in-C_out.10_speed,E_in-C_out.10_angle,E_in-C_out.11_x,E_in-C_out.11_y,E_in-C_out.11_speed,E_in-C_out.11_angle,H_in-C_out.28_x,H_in-C_out.28_y,H_in-C_out.28_speed,H_in-C_out.28_angle,E_in-C_out.12_x,E_in-C_out.12_y,E_in-C_out.12_speed,E_in-C_out.12_angle,H_in-C_out.29_x,H_in-C_out.29_y,H_in-C_out.29_speed,H_in-C_out.29_angle,scenario,participant_id,source_file
16115,16115,485.3,1568967952.0925214,485.3,-87.16462055978775,660.7433215563103,6.672158336360417,558.2868782589113,0.17055413126945496,712.6448180304874,37.42175188938067,604.9450299447773,0.9198093414306641,715.2335213586164,-14.312540236792302,606.233173430523,0.8666902780532837,657.9119533275008,93.45529461463936,623.9664306904308,0.4540306329727173,687.2547171325273,-58.63421560950866,634.4865865349802,0.6246302127838135,548.7031286142693,135.32038314059125,535.5450711095832,0.9396413564682008,569.3179630701861,-87.1864313915148,541.8841175197472,0.964868426322937,650.5415662384981,255.65238199163986,344.3666455125762,0.9904012084007264,629.8584175016882,-235.4481816286393,340.79679939320204,0.8968407511711121,787.3168008602431,272.52210499927736,209.33768362779983,0.904753565788269,785.4437878166866,-243.95547275200508,190.90996291409684,0.7142866849899292,374.1223739755913,132.07999658353992,172.13502441240257,0.12729689478874207,386.13059265447134,-83.261914999857,174.51148090096154,0.061108499765396125,611.8396702854634,162.29070198402994,-11.108285007730274,0.5851559042930603,546.2401937118083,-96.59719023692728,-84.11155626610494,0.1383645236492157,550.778079295667,177.94195553951823,-385.0968103553322,0.008416503667831421,1486.8863955842978,-35.09916677929693,520.2734690824244,0.01984483003616333,3209.8,754.06,4.24,5.46,3206.09,85.61,6.98,179.26,3205.96,96.18,6.97,179.26,3202.81,551.76,6.97,179.46,3203.22,436.96,7.96,179.77,3201.77,662.28,6.98,179.46,3207.05,107.9,7.18,179.26,3196.71,824.08,7.98,179.64,3125.5,882.01,6.95,89.71,3205.22,325.2,8.6,179.77,2995.08,881.06,7.99,89.71,2752.95,879.8,7.95,89.69,3202.47,906.39,6.99,179.45,3202.33,920.38,7.02,179.45,3202.19,935.56,7.0,179.45,3202.04,950.41,7.05,179.45,2656.94,786.36,7.87,346.68,2671.3,734.39,7.74,337.35,3200.77,1083.4,9.24,179.45,2745.47,628.81,7.94,318.43,2746.61,626.17,9.39,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16116,16116,485.3330819885081,1568967952.1257956,485.3330819885081,-90.02749358185564,661.6466832802538,5.784656875312599,559.0640517798795,0.17451640963554382,700.4511931654288,36.17037333587822,600.8817445701204,0.9123401641845704,712.208673922545,-17.155448918044957,605.8527599564047,0.8547862768173218,665.9169270632258,91.22178934222308,628.9998229087878,0.3874000608921051,693.3161267543529,-59.607077766215106,637.7609750074413,0.5645761489868164,548.3712712604516,133.6690610948275,536.0422462070385,0.9047678709030152,565.5494269263677,-91.29371775178561,537.1830603991616,0.8176696896553041,650.6792331910542,254.8806791993464,343.2825763053213,0.9910928010940552,637.1132771428418,-233.96265768248244,338.637656649313,0.2321968972682953,788.8444524709804,273.58862103931096,208.98880250532972,0.9319283962249756,803.7795381206996,-240.77654286598462,198.31256015895568,0.6614311933517456,360.9838342323815,130.77355565029424,160.52525756792974,0.17172285914421082,373.84941567246216,-88.4906531651429,200.64389301228923,0.5451750755310059,582.7397848547827,157.0121192570981,-42.779195421097256,0.6593286991119385,526.6334160406558,-104.99813848405131,-69.69136362935282,0.5542408227920532,542.5878616801904,187.4055011700296,-401.2336605106455,0.004996538162231445,758.4557532080318,-97.75031770763643,-155.9662398958469,0.031812578439712524,3209.806616397702,754.1989443517342,4.236691801149187,5.228426080443112,3206.0933081988505,85.37842608044309,6.98,179.26,3205.96,95.94842608044313,6.9733081988508125,179.26,3202.81,551.5284260804431,6.9733081988508125,179.46,3203.22,436.69865229078584,7.96,179.77,3201.773308198851,662.0484260804433,6.976691801149187,179.46,3207.0533081988506,107.66180968274149,7.176691801149187,179.26,3196.71,823.815344091935,7.973383602298376,179.64,3125.728265720706,882.01,6.956616397701626,89.71,3205.22,324.9154948988301,8.593383602298374,179.77,2995.341347709214,881.06,7.980075403447563,89.71,2753.214655908065,879.8033081988507,7.96323279540325,89.69,3202.47,906.1584260804433,6.999924596552438,179.45,3202.333308198851,920.1484260804433,7.010075403447562,179.45,3202.19,935.3284260804433,6.993383602298374,179.45,3202.043308198851,950.1784260804433,7.0367672045967495,179.45,2656.8804524206853,786.6147313115126,7.876616397701626,346.68,2671.200754034476,734.6281903172585,7.743308198850813,337.35,3200.773308198851,1083.0956457057252,9.236691801149187,179.45,2745.297973659757,629.0051837321979,7.94,318.43,2746.404891671249,626.4015739195569,9.383383602298377,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16117,16117,485.3668134754328,1568967952.1597226,485.3668134754328,-74.6729502252288,678.4389187433297,9.900378821633693,570.7613816096192,0.0036275386810302734,707.8947089835167,33.42072728437975,607.7817158338637,0.9272683262825012,720.5989996231071,-19.228871353651872,612.3753543863421,0.8853987455368042,669.9926939919194,88.84726015373978,633.5004877600262,0.38357752561569214,697.1079825089047,-60.98844317180729,640.7324887287033,0.5836628079414368,551.3634635019074,132.31721103065078,540.3083828614225,0.9117478728294371,562.8497947686649,-91.09367576024547,530.2910018714824,0.924036145210266,654.5284920662726,252.56175390973027,345.87778505097987,0.9922621250152588,644.8111902867507,-233.27281825909455,339.88324814756567,0.17554175853729248,794.8959826399357,271.81109983717084,215.7490254934232,0.9383857846260072,787.0730077907951,-243.44719808606635,189.9701881967863,0.7324234247207642,365.68558816423933,111.07610041625617,162.1522828072954,0.057585418224334724,380.0240076267521,-90.13974804223135,211.75125077534992,0.4902025461196899,546.3323100595633,146.26091225213068,-79.54939216461844,0.4966819882392883,569.991553033722,-105.42433473533112,-37.1632929688177,0.4746776819229126,531.4642018093291,177.2235746976536,-414.98791014505264,0.006649017333984375,562.017100903073,-121.43520060743867,-265.02555532070755,0.04109770059585571,3209.813362695087,754.3406165968179,4.233318652456717,4.992305671970175,3206.0966813475434,85.14230567197019,6.98,179.26,3205.96,95.7123056719702,6.976681347543282,179.26,3202.81,551.2923056719701,6.976681347543282,179.46,3203.22,436.4321735440807,7.96,179.77,3201.7766813475428,661.8123056719702,6.973318652456718,179.46,3207.0566813475434,107.4189429768836,7.173318652456716,179.26,3196.71,823.5454921965373,7.966637304913434,179.64,3125.9610129804864,882.01,6.963362695086566,89.71,3205.22,324.62540411127765,8.586637304913433,179.77,2995.607826455919,881.06,7.969955957370152,89.71,2753.484507803463,879.8066813475432,7.976725390173132,89.69,3202.47,905.9223056719702,7.01004404262985,179.45,3202.3366813475427,919.9123056719701,6.99995595737015,179.45,3202.19,935.0923056719702,6.986637304913434,179.45,3202.0466813475427,949.9423056719702,7.023274609826868,179.45,2656.819735744221,786.8744637608328,7.883362695086566,346.68,2671.0995595737013,734.8710570231164,7.746681347543284,337.35,3200.7766813475428,1082.785316026018,9.233318652456717,179.45,2745.122569927749,629.2041995050538,7.94,318.43,2746.195756452317,626.6376943280299,9.376637304913434,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16118,16118,485.4,1568967952.1931016,485.4,-90.02774282986744,687.6052661903464,10.94706687430731,580.7626150674993,0.004438281059265137,722.0748868366627,30.91408338100782,622.9058684106843,0.9399287104606628,735.1301616196367,-20.504528332637943,624.9026913531583,0.924269676208496,674.4598420325636,86.33311767921913,640.5521637035974,0.32827478647232056,694.0736714420822,-63.24768434091465,642.5438176167768,0.5030918121337891,548.0280849211513,132.54965691154112,537.7266626764441,0.9171721935272216,564.7137188537782,-92.5299458602568,535.6275116921717,0.8438104391098022,654.1432031763653,251.87405554542698,347.3980534729826,0.9913022518157959,647.9149806223257,-232.58280371665643,340.3896154591332,0.21977150440216064,792.2622811650929,273.4122813793884,214.5549470232471,0.940372884273529,800.8232576072808,-241.80483467265785,193.20948325713954,0.7681090831756592,372.13932998106566,121.12480538084108,165.76812779307392,0.15628951787948608,405.744654312102,-89.06692345281954,230.1800105498536,0.4615133404731751,579.5054383926994,150.3320898661709,-50.09931330630637,0.7066832184791565,567.6918605275982,-111.63413329652671,-29.88406071134509,0.4653944671154022,515.9920589901418,187.10415599636727,-427.1452652965593,0.006889015436172485,729.6507854871173,-109.60050654131531,-72.05835377389059,0.045313477516174316,3209.82,754.48,4.23,4.76,3206.1,84.91,6.98,179.26,3205.96,95.48,6.98,179.26,3202.81,551.06,6.98,179.46,3203.22,436.17,7.96,179.77,3201.78,661.58,6.97,179.46,3207.06,107.18,7.17,179.26,3196.71,823.28,7.96,179.64,3126.19,882.01,6.97,89.71,3205.22,324.34,8.58,179.77,2995.87,881.06,7.96,89.71,2753.75,879.81,7.99,89.69,3202.47,905.69,7.02,179.45,3202.34,919.68,6.99,179.45,3202.19,934.86,6.98,179.45,3202.05,949.71,7.01,179.45,2656.76,787.13,7.89,346.68,2671.0,735.11,7.75,337.35,3200.78,1082.48,9.23,179.45,2744.95,629.4,7.94,318.43,2745.99,626.87,9.37,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16119,16119,485.43362979328055,1568967952.227071,485.43362979328055,-91.86102301611076,672.0976951613244,6.6416190421594825,566.9916761164104,0.2010537385940552,713.355147049047,28.92939773518843,610.2323412295873,0.9354234337806702,716.3260672061043,-23.301999642463695,610.9841712900485,0.9038611054420472,667.2963591630363,87.0411613531253,634.6071647964303,0.439397394657135,705.3098405820401,-63.57046739498782,645.4616743909328,0.5191228985786438,548.1546098853975,129.67515097597703,536.2826904676328,0.7097159028053284,561.1906539158483,-93.1699654876977,533.6988910717358,0.8803373575210571,654.3066725716268,254.03542138004403,347.30456026485933,0.9912333488464355,638.7370197632607,-235.56714214020192,335.2048746705912,0.15364724397659302,775.8501966072201,275.4562452715889,208.33886931505424,0.9324364662170408,793.7538995599907,-240.48372421744176,191.54530174914302,0.7605607509613037,372.34298873519583,123.8540836987043,161.78021588160772,0.24401217699050906,411.3591288346112,-88.69052602008024,228.04994779539555,0.4963576197624207,642.2801245099731,163.84141948315957,-8.53068062328191,0.053838521242141724,589.2810264943349,-119.83080281735228,-14.293751491391902,0.4611895382404328,522.5680339125256,177.8963574766272,-454.181245566942,0.007857263088226318,684.8971103952495,-114.13871251515378,-43.598281010187826,0.09872567653656006,3209.8267259586564,754.6246081111066,4.23,4.524591447036078,3206.103362979328,84.67795442636414,6.973274041343888,179.26,3205.963362979328,95.24459144703607,6.973274041343888,179.26,3202.813362979328,550.824591447036,6.98,179.46,3203.223362979328,435.9009616537555,7.96,179.77,3201.783362979328,661.3445914470361,6.976725958656112,179.46,3207.063362979328,106.93786548837996,7.173362979328057,179.26,3196.713362979328,823.0109616537555,7.966725958656112,179.64,3126.4254085529637,882.013362979328,6.980088937984169,89.71,3205.22,324.05078377778716,8.586725958656112,179.77,2996.1390383462444,881.0633629793282,7.970088937984168,89.71,2754.0190383462445,879.81,7.993362979328056,89.69,3202.473362979328,905.454591447036,7.030088937984169,179.45,3202.343362979328,919.444591447036,7.000088937984168,179.45,3202.193362979328,934.624591447036,6.98,179.45,3202.053362979328,949.474591447036,7.01,179.45,2656.6994663720952,787.3889494082601,7.879911062015831,346.68,2670.9024735994863,735.3487715322921,7.746637020671943,337.35,3200.783362979328,1082.1706059018186,9.209822124031664,179.45,2744.771762095613,629.6017787596834,7.943362979328056,318.43,2745.78149528166,627.1087715322918,9.383451917312225,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16120,16120,485.4667360609537,1568967952.2605116,485.4667360609537,-87.34840369463762,685.0342308619544,8.507524532956005,575.4714828142809,0.003005087375640869,722.2851422350592,26.90470021276328,614.0863837277889,0.923982799053192,718.8701095382124,-25.62433897582953,612.8000384166719,0.8926359415054321,670.4425178817411,84.49158715605567,635.0330529138755,0.4290545880794525,700.1085227641112,-64.32337824510203,642.0579040262132,0.5242453813552856,551.0482408724739,126.79222069845318,540.4511969537791,0.9118266105651855,565.629022897603,-94.07145187862335,533.6339221057555,0.8982288241386414,645.9954479822861,254.25204244934025,342.9525337300101,0.9910439252853394,637.6884191138283,-236.69988937408058,334.71082714774974,0.13984569907188416,789.2062681778195,273.9882443718596,217.04298552312764,0.9285001158714294,806.0217016191838,-237.7077375365168,198.58685262890342,0.7398141622543335,361.3756421125942,109.5783369900374,154.01927913956422,0.0838983952999115,407.3159512876816,-88.842166067448,227.17559988625942,0.4872196316719055,581.1600613596406,146.63726159221795,-56.31068429512479,0.2610009014606476,593.4032316643612,-126.14491304285065,-6.12641559230326,0.4804579913616181,518.40857275946,172.69344293648334,-472.0301793383457,0.012593954801559448,657.253716958319,-114.36472527613131,-31.25716542885925,0.08906897902488707,3209.8333472121913,754.7669650621007,4.23,4.292847573324196,3206.106673606095,84.44952117941956,6.966652787809262,179.26,3205.9666736060954,95.01284757332421,6.966652787809262,179.26,3202.8166736060957,550.5928475733242,6.98,179.46,3203.226673606095,435.6361115123705,7.96,179.77,3201.7866736060955,661.1128475733243,6.983347212190738,179.46,3207.0666736060957,106.69950036113346,7.176673606095369,179.26,3196.7166736060954,822.7461115123705,7.973347212190737,179.64,3126.657152426676,882.0166736060953,6.990020818286107,89.71,3205.22,323.7660698757983,8.593347212190737,179.77,2996.4038884876286,881.0666736060954,7.980020818286107,89.71,2754.2838884876296,879.81,7.996673606095369,89.69,3202.476673606095,905.2228475733243,7.040020818286107,179.45,3202.3466736060955,919.2128475733243,7.0100208182861055,179.45,3202.1966736060954,934.3928475733243,6.98,179.45,3202.0566736060955,949.2428475733243,7.01,179.45,2656.639875090284,787.6438676693434,7.8699791817138935,346.68,2670.8064654232344,735.5838260327713,7.743326393904631,337.35,3200.7866736060955,1081.8660282392261,9.189958363427786,179.45,2744.5962988769456,629.8004163657221,7.946673606095369,318.43,2745.5762364220873,627.3438260327712,9.396694424381474,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16121,16121,485.5,1568967952.2941115,485.5,-91.31953301773424,689.8028300176352,8.366572475292763,579.2256929238132,0.004081517457962036,729.4592540006344,24.49036380201973,617.8372573869711,0.9273830652236938,720.586246440197,-26.6713148657053,614.041191956896,0.8882721662521362,680.1715421840927,82.31468769948644,638.606134455969,0.4754175543785095,704.0407039727004,-64.64853021364182,643.8415283683403,0.4639895260334015,547.5744230580951,129.09216500548058,538.3513627595328,0.9245166778564452,569.3956672869348,-95.09532570215592,534.9375254848214,0.901111364364624,645.8901833595528,251.3395631012401,341.4144714157797,0.9904670119285583,642.4711303819224,-237.2623659910558,337.25069836645764,0.11551809310913085,788.5611879069135,275.6692550098937,210.9195119332517,0.9190638065338136,805.8030941707052,-237.7279467638773,204.81836790301992,0.7785650491714478,336.802796809424,119.28316415938434,140.61077983453518,0.21025025844573966,395.99590037234975,-89.41224911384094,219.61256627534087,0.5126218795776367,572.1345988700821,168.7530713180714,-63.74346420505202,0.03154805302619934,591.622248238451,-129.38765251293748,2.536767446836535,0.5358091592788696,483.72525807468537,143.49115521727273,-517.6539314234243,0.008551299571990967,611.341837980479,-116.1272648763458,-25.066678315502344,0.3778172135353088,3209.84,754.91,4.23,4.06,3206.11,84.22,6.96,179.26,3205.97,94.78,6.96,179.26,3202.82,550.36,6.98,179.46,3203.23,435.37,7.96,179.77,3201.79,660.88,6.99,179.46,3207.07,106.46,7.18,179.26,3196.72,822.48,7.98,179.64,3126.89,882.02,7.0,89.71,3205.22,323.48,8.6,179.77,2996.67,881.07,7.99,89.71,2754.55,879.81,8.0,89.69,3202.48,904.99,7.05,179.45,3202.35,918.98,7.02,179.45,3202.2,934.16,6.98,179.45,3202.06,949.01,7.01,179.45,2656.58,787.9,7.86,346.68,2670.71,735.82,7.74,337.35,3200.79,1081.56,9.17,179.45,2744.42,630.0,7.95,318.43,2745.37,627.58,9.41,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16122,16122,485.5333797531826,1568967952.3276,485.5333797531826,-87.40910065155647,674.4530146020401,4.510765278376184,567.3357284254575,0.2585238516330719,714.0381073082523,23.779534935922953,609.575913548986,0.9156064987182616,714.9050726784903,-26.724922300827288,609.7658661851827,0.8811817169189453,674.4522417727342,80.29868127862319,634.4277253294899,0.5168203115463257,708.8626561618539,-64.07891473975735,643.3786356237592,0.5085414648056029,550.3868486033386,126.25358873604013,542.0567528718077,0.9329321384429932,573.8137627039133,-93.04565479370709,537.2948502100273,0.9014339447021484,654.1529068073747,251.7234456181106,345.85425001077505,0.9916275143623352,637.6693801155072,-237.28319340855518,335.42445627458886,0.12694871425628662,803.6562176578551,274.6648276321402,216.01284123743,0.8970768451690674,797.4150544399307,-239.98003467134043,196.8002620676953,0.7968666553497314,358.2967649916416,124.21956977523008,154.270644557014,0.2111883461475373,411.6253544794116,-86.25262693356295,230.2546627299757,0.5009579658508301,539.7460810082574,183.4954205403017,-88.65256965596987,0.032689303159713745,605.3499043792052,-128.68358012465157,18.660244731739965,0.5806586146354675,468.0837828202076,156.44865725634725,-536.0253773457599,0.005621433258056641,591.6968773171493,-117.50201654534187,-20.45227472930653,0.3470749258995056,3209.8433379753187,755.0501949633673,4.23,3.8430316043127752,3206.1133379753187,83.98634172772145,6.9633379753182645,179.26,3205.973337975318,94.54967970303973,6.96,179.26,3202.8233379753187,550.1296797030398,6.98,179.46,3203.23,435.1029619745388,7.970013925954795,179.77,3201.79,660.6463417277214,6.98332404936347,179.46,3207.0733379753187,106.2230037524032,7.1566341727721445,179.26,3196.72,822.2129619745388,7.98,179.64,3127.1236582722786,882.02,6.9899860740452056,89.71,3205.223337975318,323.1929341226292,8.59332404936347,179.77,2996.937038025461,881.07,7.979986074045205,89.71,2754.817038025461,879.8133379753183,7.996662024681735,89.69,3202.483337975318,904.7563417277214,7.016620246817349,179.45,3202.35,918.7463417277214,7.02,179.45,3202.203337975318,933.9263417277216,7.003365827227856,179.45,3202.06,948.7796797030395,6.999986074045205,179.45,2656.519916444271,788.1536861241881,7.85332404936347,346.68,2670.609860740452,736.0603342229152,7.73332404936347,337.35,3200.793337975318,1081.2529062707197,9.183351901273062,179.45,2744.243087308132,630.1969405437776,7.95,318.43,2745.159707554949,627.8136582722785,9.399986074045207,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16123,16123,485.56680299526846,1568967952.3611321,485.56680299526846,-91.3196184706955,666.8387320049152,3.0789678270274976,559.4291990264055,0.19415220618247986,715.8630932809442,22.64565051797024,610.2716259739398,0.919624924659729,722.4608580443655,-27.85056053862721,612.7102514257379,0.8703896999359131,670.7890643487273,80.95814965897087,631.1005588294972,0.5190203785896301,709.9320465751497,-64.3848608553042,643.5781881366263,0.5003992915153503,546.7819531897032,126.00819572700912,539.7452596637474,0.9420372247695924,569.3775725944654,-93.49850397475844,537.2978728388613,0.9094079732894896,654.1849575398469,250.22018755454638,347.0796782887262,0.9912601113319396,639.5739749088683,-236.55690764485212,336.87206899926593,0.10231640934944153,791.9162459434133,277.1704712233147,206.51008130250787,0.914022982120514,798.4267413131344,-239.86370312180594,199.00864468611408,0.692516028881073,349.90828408580325,126.88550082064907,153.940537744864,0.17127570509910586,415.3571127485621,-85.68946379541578,238.7948930296825,0.4576638340950012,513.7421927973162,157.56788516887525,-108.3596254346829,0.1944867968559265,604.9358135618137,-127.9543669688508,30.149923586312585,0.542621910572052,440.7964829735951,167.16856909489834,-533.4505004727214,0.0071389079093933105,595.4779970222443,-120.11862383400465,-41.12543653050369,0.2420381605625153,3209.846680299527,755.1905725801278,4.23,3.625780530754736,3206.116680299527,83.75237903312049,6.96668029952685,179.26,3205.976680299527,94.31905933264734,6.96,179.26,3202.826680299527,549.8990593326473,6.98,179.46,3203.23,434.83557603785204,7.980040898580551,179.77,3201.79,660.4123790331205,6.9766394009463,179.46,3207.076680299527,105.98569873359364,7.1332379033120485,179.26,3196.72,821.945576037852,7.98,179.64,3127.3576209668795,882.02,6.979959101419449,89.71,3205.226680299527,322.90549424069087,8.5866394009463,179.77,2997.2044239621478,881.07,7.969959101419449,89.71,2755.084423962148,879.8166802995269,7.99331970047315,89.69,3202.486680299526,904.5223790331204,6.9831970047314975,179.45,3202.35,918.5123790331204,7.02,179.45,3202.206680299527,933.6923790331205,7.0267620966879525,179.45,3202.06,948.5490593326474,6.9899591014194495,179.45,2656.459754608517,788.4077027640407,7.8466394009463,346.68,2670.5095910141945,736.3009815659332,7.7266394009463,337.35,3200.796680299527,1080.9454124435301,9.196721198107399,179.45,2744.065944125077,630.3941376720843,7.95,318.43,2744.949141129808,628.0476209668795,9.389959101419448,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
16124,16124,485.6,1568967952.3944373,485.6,-75.26472337119432,661.1959603506177,4.066029418330437,555.1253470989507,0.1921562850475312,706.1446692451152,25.64997230099783,606.0378264040676,0.9215878248214722,725.4495628777223,-26.267324519970952,612.7701961007276,0.8690195679664612,669.4067610078532,80.13369914145578,631.1834005582627,0.5210657119750977,710.4599784085478,-64.83338986928518,643.0365172656595,0.5220162272453308,546.4970721007842,125.67304197801045,539.4873966195696,0.9375837445259094,569.0392533571962,-93.36609680703128,537.1179052163266,0.9078421592712402,649.936862936841,248.1042266913906,344.9751828110372,0.989517867565155,637.5253749024148,-236.56709235788352,336.66165279985285,0.11168202757835388,797.7441927244693,276.55272111292624,209.75764631091863,0.8806064128875732,801.0451702206527,-237.25442657342631,202.51301599253242,0.7493935823440552,346.2252467196869,128.27073785266157,154.94838623363108,0.13087508082389832,413.95805116204536,-86.5536209554752,241.18161546532392,0.4525189101696014,498.1616321101974,146.538471721194,-114.39453942060413,0.21097970008850092,610.0455344971291,-127.55929865992826,42.849812298329795,0.4832854866981506,424.5078602762632,168.11709332733636,-536.0629135239366,0.004149705171585083,681.3151872762247,-113.30180134744371,11.163135632458932,0.1297382414340973,3209.85,755.33,4.23,3.41,3206.12,83.52,6.97,179.26,3205.98,94.09,6.96,179.26,3202.83,549.67,6.98,179.46,3203.23,434.57,7.99,179.77,3201.79,660.18,6.97,179.46,3207.08,105.75,7.11,179.26,3196.72,821.68,7.98,179.64,3127.59,882.02,6.97,89.71,3205.23,322.62,8.58,179.77,2997.47,881.07,7.96,89.71,2755.35,879.82,7.99,89.69,3202.49,904.29,6.95,179.45,3202.35,918.28,7.02,179.45,3202.21,933.46,7.05,179.45,3202.06,948.32,6.98,179.45,2656.4,788.66,7.84,346.68,2670.41,736.54,7.72,337.35,3200.8,1080.64,9.21,179.45,2743.89,630.59,7.95,318.43,2744.74,628.28,9.38,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,23,1568967420
