,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.12_x,H_in-C_out.12_y,H_in-C_out.12_speed,H_in-C_out.12_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,E_in-C_out.10_x,E_in-C_out.10_y,E_in-C_out.10_speed,E_in-C_out.10_angle,E_in-C_out.11_x,E_in-C_out.11_y,E_in-C_out.11_speed,E_in-C_out.11_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,Q_in-J_out.0_x,Q_in-J_out.0_y,Q_in-J_out.0_speed,Q_in-J_out.0_angle,Q_in-J_out.1_x,Q_in-J_out.1_y,Q_in-J_out.1_speed,Q_in-J_out.1_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,scenario,participant_id,source_file
18704,18704,565.8665835817111,1568648949.8507144,565.8665835817111,-102.00813994077558,636.4196151036658,76.39839079967037,637.6651651734414,0.9973870515823364,631.1421662308783,107.48173892648023,683.3124830214895,0.9932352304458618,628.6578033214936,42.538796595768986,679.6541322846956,0.9818753004074096,590.5985421867139,143.29635656156668,684.1587520317082,0.4838845431804657,573.4930235802365,-3.0234049061794845,677.7576028599415,0.8891632556915283,514.099126475426,187.9305966055541,561.5474842383142,0.9025448560714722,517.3050680895147,-58.057580766072064,561.6257030740226,0.5800027251243591,621.9901746071054,254.1132183386118,362.1880864177484,0.6648203134536743,589.1961501004006,-111.64771661967528,374.98993941783027,0.3836152255535126,811.3460412132678,309.3957427032829,227.43338871190915,0.8574689626693726,770.2626176595418,-166.95656681201916,214.01519308186195,0.4287697970867157,367.6510588784949,162.3048570487198,154.57487161833362,0.2212626039981842,431.2259249485794,-24.19001673887763,210.77244355432785,0.0021035075187683105,710.1724555169335,181.72783066799573,39.10522040877832,0.2734195590019226,672.7666703909204,-88.97792714911861,102.4407572475538,0.8204590082168579,469.67913405774635,169.51883363163094,-565.8801187931474,0.008944869041442871,836.4114414233203,-66.95942783441564,139.33721606794114,0.036234796047210686,3209.92,773.3296510431868,4.2366583581711135,0.4769325385243912,3205.686658358171,93.56384015156212,6.143341641828887,179.26,3204.68,171.36715686790433,5.883291790855564,179.26,3201.73,634.6839897044821,7.930024925486663,179.46,3206.2732917908556,174.86730642082432,7.643316716342226,178.89341641828892,3196.83,851.4739149280223,6.9866583581711135,179.64,3197.23,740.7473313463111,7.963316716342225,179.64,3201.826658358171,624.7173313463111,7.97,179.46,3205.976658358171,191.31064806265323,7.776633432684451,179.3066832836578,3196.8666583581708,798.907331346311,7.9766334326844515,179.64,3126.6960850719784,882.0166583581711,6.976633432684452,89.71,3205.47,262.8607228391132,8.706733134631097,179.75,3203.6966583581707,590.5105982116797,7.183291790855564,179.46,3203.56,604.7705982116797,7.166633432684451,179.46,3202.68,851.6705732861932,6.956608507197791,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18705,18705,565.9,1568648949.8840206,565.9,-98.96134481052214,639.4420443844566,75.36632847846867,639.4914789726827,0.9975045323371888,638.3866011688694,106.33725855883564,687.1487191798514,0.9944615364074708,625.0577084893482,40.478016562419526,678.5489452252866,0.9782068729400636,586.4818707635686,141.48771273734872,681.7271264759154,0.4445206522941589,560.9711246995636,-5.684582722533183,673.8559963425982,0.8690788745880127,518.0805917875035,187.2699665463451,562.7322965755177,0.9033930897712708,513.3678499716755,-58.81308328943236,557.6792119501022,0.5866304039955139,619.7208329462101,243.38770511952725,352.7831632784674,0.7376760840415955,591.8680426195813,-114.9399285861097,366.55936102001226,0.6680349111557007,815.0025679256163,308.40047623377563,229.20210834417568,0.8655771017074585,778.8938553283413,-162.17839033095396,215.75994096688942,0.7256036400794983,361.2582697859337,164.6325096051116,148.3445121867409,0.2274707555770874,436.2806922307233,-19.87973422145351,207.45875229964423,0.003128349781036377,738.6055880644873,177.80473711209441,63.31993408136253,0.17523139715194702,671.1280741055805,-88.37202600617003,101.90957266079576,0.8165038824081421,454.2773203343973,184.01484194670311,-586.8416741601858,0.005513936281204225,757.4593442958047,-76.45261038591181,36.4921259997073,0.048513948917388916,3209.92,773.47,4.24,0.37,3205.69,93.36,6.14,179.26,3204.68,171.17,5.9,179.26,3201.73,634.42,7.92,179.46,3206.29,174.61,7.65,178.86,3196.83,851.24,6.99,179.64,3197.23,740.48,7.97,179.64,3201.83,624.45,7.97,179.46,3205.98,191.05,7.79,179.3,3196.87,798.64,7.99,179.64,3126.93,882.02,6.99,89.71,3205.47,262.57,8.68,179.75,3203.7,590.27,7.2,179.46,3203.56,604.53,7.18,179.46,3202.68,851.44,6.98,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18706,18706,565.933320452545,1568648949.917325,565.933320452545,-98.96134481052214,639.5615304356054,73.38940321013848,639.7581357083645,0.9977012276649476,628.2743295032815,104.58837812076817,681.2676728263017,0.9955973029136658,627.1729393921482,43.406801855060785,682.0820158414198,0.9965554475784302,592.1058280726081,138.69168212530369,684.9036566256686,0.5160305500030518,573.0294799559557,-6.950510126582781,680.7513303896405,0.7684354186058044,517.9120946327151,187.23060068545124,563.965225683859,0.908030092716217,517.869368340021,-62.238132787788345,566.2086984900251,0.9656219482421876,622.9644922758982,242.02231682999928,353.0487402743873,0.6547276377677917,585.9084279003163,-114.50721804496605,363.8950299042739,0.4932901859283447,811.8704142310187,309.18510188159263,228.53207799016164,0.8728986978530884,785.0829216614592,-163.11983075447068,215.73851289307842,0.6937193870544434,357.2639935534297,167.05383644453588,149.33201227959174,0.21363604068756106,431.9366640548843,-17.130793888211453,219.45468097882457,0.1319066286087036,747.1539611979413,179.56801855970414,70.61293436964633,0.15294241905212402,656.0892071725859,-85.57301949848366,96.86971450841406,0.6852626800537109,440.0568627571717,171.40529365733832,-598.1885938802396,0.0048032701015472395,806.5866700220465,-68.98621928156001,108.40419927009701,0.2798749208450317,3209.9166679547457,773.6132779459434,4.246664090509001,0.2733706876194848,3205.6933320452545,93.15341319422096,6.14,179.26,3204.6833320452547,170.97340932998446,5.9,179.26,3201.7333320452544,634.1567684248944,7.910003864236496,179.46,3206.309992271527,174.35676456065795,7.65,178.82667954745497,3196.8333320452543,851.0067568321849,6.9800038642364965,179.64,3197.2333320452544,740.2134363796399,7.973332045254501,179.64,3201.83,624.1834363796399,7.973332045254501,179.46,3205.9833320452544,190.79343251540348,7.766675683218496,179.29666795474552,3196.87,798.3767684248944,7.9733397737274965,179.64,3127.163243167815,882.02,6.99,89.71,3205.4733320452538,262.28011206285845,8.693328181018003,179.75,3203.7,590.0300927416761,7.1966679547455,179.46,3203.5633320452544,604.2867606964213,7.1966602262725035,179.46,3202.68,851.2067568321851,6.966671818981999,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18707,18707,565.9683416462125,1568648949.9523294,565.9683416462125,-96.4962602525869,631.4447236625324,73.11714514316913,637.1165700053402,0.9978049993515016,635.8303984806798,104.4465706299259,686.5615750033488,0.9953235387802124,623.33721221377,42.544501088004964,681.8398690549212,0.9966217279434204,596.8195784081013,137.54374386645577,689.3909261182408,0.44053277373313904,574.5954281787294,-8.84918315599182,682.3885872426417,0.7757077813148499,518.2846156711248,187.21196390652162,563.3123456357938,0.9063284993171692,516.9255259788866,-61.31742208635331,560.5723861310364,0.5765609741210938,627.6834752740934,240.63886449708824,354.2280773043418,0.7117911577224731,598.4668555117953,-111.00163109725771,374.5135029831877,0.5404139161109924,811.7853501307746,309.856172555664,227.92961157822896,0.8724315166473389,749.2867241577595,-161.71343757032602,217.4917747004911,0.04740241169929504,356.9966103103212,167.96046398680485,130.25080657134885,0.03946208953857422,424.0766213051813,-18.44433952118774,206.28933104661843,0.0019011795520782469,793.5563779281256,183.91368184037586,98.2105588064848,0.09460315108299257,660.1690126997261,-84.34592863965223,96.69352931979937,0.6707173585891724,426.7885286551453,169.46755564069602,-612.9589560996642,0.006091117858886719,785.5264158831818,-71.6615683293834,62.4243489650852,0.1288972795009613,3209.9131658353785,773.7638690787137,4.2536683292424975,0.17180922598378814,3205.696834164621,92.93628179348256,6.14,179.26,3204.686834164621,170.7667842873463,5.9,179.26,3201.736834164621,633.8801009949212,7.899497506136254,179.46,3206.3310049877277,174.0906034887851,7.65,178.7916583537875,3196.836834164621,850.7616084765126,6.969497506136254,179.64,3197.236834164621,739.9332668303001,7.976834164621249,179.64,3201.83,623.9032668303001,7.976834164621249,179.46,3205.986834164621,190.52376932416385,7.742160847651259,179.29316583537877,3196.87,798.1001009949214,7.955829176893758,179.64,3127.4083915234874,882.02,6.99,89.71,3205.476834164621,261.9754276779514,8.707336658484994,179.75,3203.7,589.7779401472701,7.193165835378752,179.46,3203.566834164621,604.0311059826488,7.214170823106244,179.46,3202.68,850.9616084765128,6.952663341515006,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18708,18708,566.0,1568648949.9839725,566.0,-96.4962602525869,635.3738386112581,73.14517503270687,638.6118480704531,0.9977553486824036,630.5013810440582,104.34949999529377,684.8436972424857,0.995186686515808,626.5597407048186,43.08582591597163,683.2989266127746,0.9967555999755859,598.3252779661126,136.9833610320633,690.4573197901593,0.4967957735061646,578.5663435477243,-10.027204812865767,682.7194446589265,0.7579826116561891,518.5802046995684,188.40419203084733,562.7175929295765,0.8974846005439758,516.376587946804,-60.40500195680106,559.9212322427684,0.5862728357315063,624.4611427532299,253.57791496878846,361.8595776533343,0.22689580917358398,603.0679674132507,-111.23206549094856,374.93254613581007,0.7300301790237427,800.008952006891,302.47116439282763,231.2715435940461,0.38668930530548096,746.3323412562756,-157.33417685531438,218.8945009284345,0.5569486021995544,354.9737165426453,161.28334983647403,134.304633718789,0.009471565485000609,435.14149618517337,-17.776250508513872,209.56855031091493,0.002357393503189087,723.3001765075871,180.6564385641847,49.84501064184253,0.2926619052886963,675.5613319000522,-83.3511788254167,100.86942981569807,0.8396291136741638,406.60984505395743,185.06577809876097,-631.191961481655,0.007605433464050294,641.1046623911617,-93.97151124494928,-100.73245451678804,0.0932844579219818,3209.91,773.9,4.26,0.08,3205.7,92.74,6.14,179.26,3204.69,170.58,5.9,179.26,3201.74,633.63,7.89,179.46,3206.35,173.85,7.65,178.76,3196.84,850.54,6.96,179.64,3197.24,739.68,7.98,179.64,3201.83,623.65,7.98,179.46,3205.99,190.28,7.72,179.29,3196.87,797.85,7.94,179.64,3127.63,882.02,6.99,89.71,3205.48,261.7,8.72,179.75,3203.7,589.55,7.19,179.46,3203.57,603.8,7.23,179.46,3202.68,850.74,6.94,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18709,18709,566.0249837991271,1568648950.0173388,566.0249837991271,-96.4962602525869,638.9124653449998,72.52549952066937,640.5123258739533,0.9979660511016846,633.5577822330997,103.80995638121094,686.3647787493735,0.9957542419433594,626.4840807758468,42.52642599335617,683.9389110964137,0.9965885877609252,601.3190150519788,137.15202860047054,692.3782843338694,0.5550567507743835,569.1327342157585,-11.395014497310365,678.470937532446,0.7501614689826965,516.0801778358287,188.93613148335297,562.6378518177926,0.915695071220398,514.9492723311296,-59.671188938135224,562.3563862746404,0.582776665687561,628.1513578481449,259.3025093141688,369.53758437303117,0.2854015827178955,585.4140793650987,-110.527854067998,366.2581648151821,0.6060431599617004,813.524417459315,307.82254252190137,229.74335095842102,0.8425686359405518,738.2521557916232,-158.81083273488127,225.5480482207584,0.039578855037689216,360.3375105909966,157.6887683819062,140.5922942213948,0.008515417575836182,424.81107958764505,-21.511866910149823,203.25089028258927,0.001939237117767334,672.9850069120365,179.29460939683648,13.399222489420366,0.3147531151771545,657.287994045451,-84.51386189428354,77.48510393366006,0.8301090598106384,370.49098757966146,175.57637858159015,-668.1632752148346,0.009853243827819824,774.9961861986974,-74.11651805447755,38.21248147905709,0.08359098434448242,3209.9075016200873,774.0049319563337,4.26,89.96421411949379,3205.702498379913,92.5875988253248,6.132504860261875,179.26,3204.6924983799126,170.43259558515024,5.897501620087294,179.26,3201.742498379913,633.432627986896,7.9024918995635405,179.46,3206.367488659389,173.6576247467215,7.647501620087294,178.7375145807856,3196.84,850.3651134061104,6.969993519650831,179.64,3197.24,739.4826279868961,7.9725048602618775,179.64,3201.8324983799125,623.4501296069833,7.99249189956354,179.46,3205.992498379913,190.08512636680882,7.7274951397381235,179.2850032401746,3196.872498379913,797.6501296069832,7.954990279476247,179.64,3127.804886593889,882.02,6.985003240174584,89.71,3205.48,261.4826409475944,8.710006480349168,179.75,3203.702498379913,589.370116646285,7.187501620087294,179.46,3203.5724983799128,603.6226150261978,7.207514580785628,179.46,3202.68,850.5676117860231,6.949993519650833,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18710,18710,566.0499684908641,1568648950.0507061,566.0499684908641,-96.4962602525869,636.1816497789285,73.185154518899,638.1164467374978,0.9977208375930786,638.5598606874414,104.82318613768473,687.3138678263138,0.9951364994049072,623.4667855594108,42.63404230640289,681.610105690725,0.9967972040176392,602.2321082166667,136.88368305892558,692.4236310613232,0.5369856953620911,557.3815544904404,-12.110584882026956,673.6764030832937,0.7636528015136719,519.3402131504122,185.6104688351173,560.717297932346,0.8867195844650269,511.94378200017576,-60.28772573439536,559.624690844709,0.5884464979171753,618.7007540887336,248.0097105947213,364.9682858702873,0.9644421935081482,588.7664445026372,-110.74921370626879,364.4174869180574,0.7877223491668701,805.0393724146538,301.0314373175993,235.4925589447881,0.3510409891605377,730.5160639312576,-158.55797048412927,224.37280783268272,0.03914383053779602,378.3112648184562,160.66609468836617,138.49447259246904,0.031135022640228268,413.8411902030211,-24.297297178132702,195.8862268803132,0.0023370981216430664,748.1808312479504,179.90116110859822,59.3271978069711,0.1311917006969452,665.7607104231288,-81.15971673155609,82.95250968386405,0.7325756549835205,366.4373851268251,171.51421364713804,-673.3913307110429,0.008294105529785156,676.364950022368,-80.46874951171445,-83.6630436664188,0.1238645613193512,3209.9050031509137,774.1098676616292,4.26,179.85163958174226,3205.7049968490865,92.43519220572905,6.125009452740773,179.26,3204.6949968490862,170.2851859039019,5.895003150913591,179.26,3201.7449968490864,633.2352489221738,7.914984245432046,179.46,3206.3849779436046,173.4652426203465,7.645003150913591,178.71502835822233,3196.84,850.1902205639515,6.9799873963456385,179.64,3197.24,739.2852489221738,7.965009452740773,179.64,3201.834996849086,623.2502520730873,8.004984245432048,179.46,3205.9949968490864,189.8902457712601,7.734990547259227,179.28000630182717,3196.8749968490865,797.4502520730873,7.969981094518455,179.64,3127.9797794360493,882.02,6.980006301827181,89.71,3205.48,261.2652741294824,8.700012603654361,179.75,3203.7049968490865,589.1902268657785,7.185003150913591,179.46,3203.5749968490863,603.4452237148649,7.185028358222318,179.46,3202.68,850.3952174130377,6.959987396345638,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18711,18711,566.0765884442699,1568648950.0862575,566.0765884442699,-95.71345888617759,636.1034990754305,75.92886421913103,637.7581927760189,0.9977437257766724,634.3137389133417,106.35486951002449,685.9754312381591,0.9941003322601318,618.2191050097388,41.023841506833634,674.9494430488555,0.982713222503662,592.2082810478335,138.5020307753071,688.2981087678136,0.4827793538570404,557.1890767609958,-7.261391559836603,669.4504421093932,0.8573278784751892,519.962402359189,186.48723640772988,559.9441042363643,0.8851920962333679,511.86595447956347,-59.767699469661075,557.7967736993874,0.6076352596282959,622.0081649140416,246.91909178275628,366.9696363644229,0.9660956859588624,598.1284339825279,-108.714425855234,366.956705539357,0.8392497301101685,816.6538599740196,308.5612966116798,232.42941939333926,0.7755191922187805,730.6051440236753,-159.6004546805193,229.24946957180404,0.04789349436759949,375.438044656053,164.05278081096353,133.4233642945335,0.02965319156646728,415.85512603137977,-27.53532003309959,195.37548594633148,0.004031389951705933,773.664958223026,179.3346500247474,83.76451486648007,0.17278826236724856,648.6928422952087,-82.624987274482,50.42399778561179,0.6698954105377197,308.9056940378048,173.7750051734153,-740.6785917048476,0.010174036026000977,636.7365641990897,-82.0566619488741,-185.65790401487743,0.036783695220947266,3209.902341155573,774.2216714659336,4.26,275.62224594966096,3205.707658844427,92.27281048995388,6.117023466719044,179.26,3204.6976588444268,170.12812817880786,5.892341155573014,179.26,3201.747658844427,633.0249512902683,7.9282942221349275,179.46,3206.4036119109887,173.26026897912212,7.642341155573014,178.69107040015712,3196.84,850.0038808901111,6.990635377707942,179.64,3197.24,739.0749512902681,7.957023466719043,179.64,3201.837658844427,623.0372924458412,8.018294222134928,179.46,3205.997658844427,189.68261013469512,7.742976533280957,179.27468231114605,3196.877658844427,797.237292445841,7.985953066561914,179.64,3128.1661191098888,882.02,6.9746823111460285,89.71,3205.48,261.03368053485224,8.689364622292057,179.75,3203.707658844427,588.9985632012571,7.182341155573014,179.46,3203.577658844427,603.256222045684,7.161070400157128,179.46,3202.68,850.211539734538,6.970635377707943,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18712,18712,566.1,1568648950.117524,566.1,-94.34781288640534,642.8932881943242,76.81870472238656,640.9383776444428,0.9978512525558472,633.9182984206208,107.40315676494622,686.1384912519212,0.9925834536552428,621.0549992433401,41.88809784470056,676.4655852582863,0.9844788908958436,599.3585688916459,142.25322729160118,691.9170554017903,0.4652360379695892,570.3484804613507,-4.842524750756512,677.7197531214409,0.8338812589645386,523.7972729067849,188.81276230513384,562.2271214196955,0.8719019889831543,511.06412793943616,-59.091670565259584,558.9421117657042,0.6479994058609009,626.7835602536219,255.1693225115411,372.2649080074089,0.2748603820800781,578.9947944970444,-108.32718101937049,367.29497003084174,0.5613518953323364,806.3071697503227,301.9771746837724,236.26742791933705,0.30591800808906555,738.7058627157339,-164.39869060344918,215.73363730668822,0.22525018453598025,374.5364671289473,162.9328609650869,157.92217246525033,0.14386123418807986,408.03341740371286,-36.463505192126185,203.4081740874741,0.15651977062225342,688.5409737535872,192.0252787019465,33.57450529406336,0.09592333436012268,627.7195941877726,-88.69186103915234,37.38108831969691,0.6959578394889832,300.25629606073045,175.10210871601453,-754.1664424235304,0.006184011697769165,616.6698279425767,-80.07524305544966,-270.95864155185575,0.06761234998703003,3209.9,774.32,4.26,359.85,3205.71,92.13,6.11,179.26,3204.7,169.99,5.89,179.26,3201.75,632.84,7.94,179.46,3206.42,173.08,7.64,178.67,3196.84,849.84,7.0,179.64,3197.24,738.89,7.95,179.64,3201.84,622.85,8.03,179.46,3206.0,189.5,7.75,179.27,3196.88,797.05,8.0,179.64,3128.33,882.02,6.97,89.71,3205.48,260.83,8.68,179.75,3203.71,588.83,7.18,179.46,3203.58,603.09,7.14,179.46,3202.68,850.05,6.98,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
18713,18713,566.1498214030577,1568648950.1507785,566.1498214030577,-94.34733949033216,632.889956201577,78.15341665846745,634.6604967931552,0.997281551361084,634.4153727598955,109.82030336925068,685.0800294523763,0.9893021583557128,621.7258618287792,43.37788808180636,675.5869924380829,0.9855897426605223,598.4873026906242,145.52954184043145,692.0724699216312,0.4262810945510864,574.5876987996977,-4.296755269638846,681.8117486619926,0.9049739837646484,521.1044207570469,188.78263810469647,558.9520030288902,0.8331825733184814,514.067851536482,-58.72088544993371,561.826999706659,0.6611710786819458,625.9739796748428,257.8002722042041,371.88526929521856,0.2253594100475312,599.4714560976705,-105.8301445251988,384.03143310990026,0.5901714563369751,800.763275198719,298.71428095998886,235.78319342406917,0.3024281859397888,752.3941528061264,-165.62692773744376,219.8543578870469,0.1367386281490326,366.3261345947457,163.39035709979802,164.81609197443984,0.1337854266166687,395.6601482837095,-42.046373333051896,202.29100154682936,0.1941689550876617,692.0246079035312,180.10479644432556,36.05880653117365,0.6557559967041016,629.4547501775132,-86.20327739148114,34.866283466874705,0.6868245601654053,291.27526231852823,198.7933069556302,-769.4127308839328,0.007714748382568359,620.6648850872112,-77.72975160487522,-298.9533042832092,0.15463179349899292,3209.9,774.5292498928418,4.195232176025218,359.76032147449655,3205.714982140306,91.82608944134908,6.134910701528763,179.26,3204.7049821403057,169.69605372196062,5.885017859694247,179.26,3201.754982140306,632.4414287755397,7.949964280611504,179.46,3206.4548749821397,172.7013573367628,7.64,178.67,3196.844982140306,849.4962323189033,6.990035719388496,179.64,3197.2449821403056,738.4914287755397,7.954982140305753,179.64,3201.844982140306,622.4514287755397,8.01505357908274,179.46,3206.004982140306,189.11637519645703,7.740035719388496,179.26501785969424,3196.88,796.6514287755397,7.975089298471238,179.64,3128.6787498214026,882.0249821403058,6.984946420917258,89.71,3205.48,260.3965537933995,8.719857122446019,179.75,3203.714982140306,588.4712858979858,7.199928561223008,179.46,3203.58,602.7312858979858,7.1848392627517725,179.46,3202.68,849.7012501785972,6.984982140305752,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,13,1568648330
