,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.11_x,H_in-C_out.11_y,H_in-C_out.11_speed,H_in-C_out.11_angle,H_in-C_out.12_x,H_in-C_out.12_y,H_in-C_out.12_speed,H_in-C_out.12_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,C_in-E_out.24_x,C_in-E_out.24_y,C_in-E_out.24_speed,C_in-E_out.24_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,E_in-C_out.10_x,E_in-C_out.10_y,E_in-C_out.10_speed,E_in-C_out.10_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.11_x,E_in-C_out.11_y,E_in-C_out.11_speed,E_in-C_out.11_angle,E_in-C_out.12_x,E_in-C_out.12_y,E_in-C_out.12_speed,E_in-C_out.12_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,K_in-H_out.0_x,K_in-H_out.0_y,K_in-H_out.0_speed,K_in-H_out.0_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,scenario,participant_id,source_file
13350,13350,399.1,1569241395.3012028,399.1,,594.8988216383854,57.87765590787132,580.1615027827387,0.9908185005187988,645.1953603470305,85.00116768969269,646.7142779072612,0.9436503648757936,623.0959044714614,21.018872658937106,632.1819530013847,0.5921350717544556,595.4894797249848,134.41090467849742,653.9391392971243,0.4219796657562256,627.8472697854045,-16.694637169137767,660.7795448098375,0.7380273342132568,482.2063336813823,195.68991776574643,529.0668164583897,0.028418630361557007,466.9263385462928,-69.19431256529239,534.4579858907905,0.9646825790405272,531.5242690241708,263.6453429494781,339.15451994059936,0.9799670577049256,542.8420723764284,-170.13842351222038,322.7706219178883,0.9396944046020508,670.5946139434834,294.3458258120334,147.21167634963763,0.8805887699127197,730.0954046500168,-175.65431200315743,150.77667966984816,0.9141995310783386,398.7093407557901,146.71060264989046,179.54787627449804,0.05915263295173645,379.94795541250915,-45.22033528315993,105.65058187642764,0.37403661012649536,657.0576845413293,199.76586415653628,36.42712300117429,0.4336535036563873,805.3780128572438,-46.669278912989206,32.03896479104475,0.5896734595298767,494.5307900711685,209.5963980330492,-461.60476040521485,0.007865577936172484,322.73905662693835,-52.16180950110186,-642.4504309776131,0.034008175134658813,3210.43,735.21,5.77,359.11,3205.47,110.5,7.99,179.26,3203.5,239.19,7.94,179.75,3202.1,627.0,6.98,179.46,3202.93,506.1,7.95,179.46,3202.73,528.37,7.87,179.46,3202.7,1226.58,8.23,359.45,3197.55,710.82,7.95,175.19,3206.51,150.02,8.37,179.26,3206.3,166.37,8.59,179.26,3205.58,237.55,8.21,179.75,3146.11,881.81,7.97,89.71,2965.05,881.21,6.97,89.71,3203.11,653.12,6.7,179.46,3202.98,667.38,6.57,179.46,2972.57,882.0,7.96,92.1,3202.7,715.69,6.8,179.99,3202.7,730.68,6.85,179.99,3202.35,918.07,8.71,179.45,3201.32,1025.81,10.02,179.45,2678.64,716.81,9.42,337.35,2698.1,686.66,7.56,322.4,2710.42,670.18,6.99,322.4,3199.58,1208.33,6.35,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13351,13351,399.1331192921352,1569241395.3342574,399.1331192921352,,605.0104213093115,60.51982121182978,583.03303997887,0.9915329813957214,642.9280233317554,84.04435634593607,643.9024560851551,0.9545166492462158,623.801429750115,22.911045538191512,630.6674059317209,0.6908882856369019,595.1847940003945,135.00224951129934,653.7335373384699,0.4862601757049561,607.0879965936717,-19.960298500883674,652.0713474916645,0.3128036856651306,478.1846334278108,194.4644440057652,535.7374540983935,0.17034000158309934,473.0543205093678,-70.9695912326601,532.2857705983271,0.9720888137817384,526.5110771090274,260.5555337844053,324.14691554359337,0.8446922302246094,547.7444744709197,-166.69075737778087,325.34546187882086,0.9602802991867064,665.5472659652595,285.1361468936716,147.54517622515723,0.8628604412078857,739.864521797472,-175.82083457152106,157.73975035929774,0.9444365501403807,397.4727721461286,160.69380152845508,178.36826653087334,0.3039659261703491,379.25157646404574,-43.81780369095276,106.22944548446104,0.1911155879497528,663.846889299685,199.8110073251672,22.196585104597354,0.5070703625679016,817.3465337354065,-50.613054817706356,44.67429554052978,0.5558847784996033,497.53450625115477,193.01413307243203,-465.8069516439367,0.006556689739227295,412.2752160783283,-46.52769499269577,-558.4101510493101,0.017042547464370728,3210.426688070787,735.4020918943841,5.776623858427032,359.10337614157305,3205.473311929213,110.23504566291868,7.973440353932418,179.26,3203.5,238.9250456629187,7.959871575281099,179.75,3202.1033119292133,626.7681649550539,6.986623858427032,179.46,3202.9333119292132,505.8350456629187,7.966559646067583,179.46,3202.73,528.1083575921322,7.866688070786482,179.46,3202.7,1226.8515781955086,8.210128424718901,359.45,3197.5698715752806,710.5914768842674,7.956623858427032,175.19,3206.513311929213,149.7384860168511,8.403119292135166,179.26,3206.303311929213,166.0884860168511,8.556880707864835,179.26,3205.5833119292133,237.27842180449161,8.213311929213518,179.75,3146.371642407868,881.8133119292136,7.966688070786482,89.71,2965.281835044946,881.21,6.9766238584270335,89.71,3203.113311929213,652.8981007426944,6.716559646067583,179.46,3202.98,667.1581007426944,6.609743150562199,179.46,2972.831642407868,881.9668807078647,7.953376141572968,92.10331192921352,3202.7,715.4647888134808,6.803311929213518,179.99,3202.7,730.4547888134807,6.833440353932418,179.99,3202.3533119292133,917.7785502292106,8.746431221348683,179.45,3201.323311929213,1025.4788070786483,10.0001284247189,179.45,2678.5174586191,717.098137841576,9.429935787640547,337.35,2697.9476512561787,686.858715752811,7.579871575281099,322.4,2710.2775870438186,670.3621561067432,6.99,322.4,3199.58,1208.1213484595485,6.34006421235945,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13352,13352,399.1665584516412,1569241395.3676312,399.1665584516412,-79.86311552895559,609.6006298283339,61.75047517792282,583.643451012141,0.9907872676849364,646.1386642339728,84.08737064717764,645.112490838515,0.9395161271095276,641.7093844685145,22.269109616538977,636.7033525547198,0.7006438970565796,602.7959578800587,133.8359682309385,656.78923375626,0.3901427686214447,597.6721964785697,-24.476462251465005,647.5971688060248,0.31528663635253906,481.031628824292,191.9664101835294,520.3421597018618,0.025827795267105103,483.8103763787682,-64.92770695463607,516.8821716143221,0.7469208836555481,534.8939312482345,256.71999126477317,325.594624839157,0.8677946329116821,545.6699819372188,-160.38676097776462,320.8594522240044,0.8344768285751343,678.6780687402189,291.8841501836096,151.52928706089912,0.9378714561462402,740.7701413516522,-175.35459244239672,158.13628877773652,0.9439464211463928,389.36527280534966,149.2227245475445,173.72473317360215,0.16337093710899353,380.75568263535524,-43.991891531283606,137.76854471115192,0.4538466036319733,696.4607518336688,188.19896805415826,12.366621607564984,0.3656285703182221,812.6864093645906,-48.04380266955096,58.17179417342928,0.4470321536064148,509.217372564682,201.36490554417546,-459.0759275578006,0.033969521522521966,455.1502290108938,-45.573200483497104,-516.6079086004578,0.012284189462661743,3210.423344154836,735.5960390195194,5.7833116903282535,359.0966883096717,3205.4766558451647,109.96753238686986,7.956720774179367,179.26,3203.5,238.65753238686986,7.97993507098476,179.75,3202.106655845165,626.5340908385111,6.9933116903282535,179.46,3202.9366558451648,505.5675323868699,7.983279225820633,179.46,3202.73,527.8441882320342,7.863344154835874,179.46,3202.7,1227.1257793034586,8.190064929015241,359.45,3197.589935070985,710.3607466836752,7.963311690328253,175.19,3206.516655845164,149.45425316104925,8.436558451641265,179.26,3206.306655845164,165.80425316104925,8.523441548358734,179.26,3205.586655845165,237.00422069654164,8.216655845164127,179.75,3146.6358117679656,881.8166558451642,7.963344154835872,89.71,2965.515909161489,881.21,6.983311690328254,89.71,3203.116655845164,652.6740583740036,6.733279225820633,179.46,3202.98,666.9340583740036,6.649870141969519,179.46,2973.0958117679656,881.9334415483588,7.946688309671747,92.10665584516413,3202.7,715.2374025288394,6.806655845164126,179.99,3202.7,730.2274025288394,6.816720774179367,179.99,3202.356655845165,917.4842856255568,8.783214296805392,179.45,3201.326655845164,1025.1444154835874,9.980064929015242,179.45,2678.393733728927,717.3890585292788,9.43996753549238,337.35,2697.7938311224507,687.0593507098475,7.59993507098476,322.4,2710.1337986579424,670.5460714840269,6.99,322.4,3199.58,1207.9106817546601,6.330032464507622,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13353,13353,399.2,1569241395.4010074,399.2,-75.30638652334875,609.3374793880214,60.97622235603506,584.8942615320564,0.9945180416107178,640.0540432252099,83.91591572234155,641.2742220604578,0.9501004815101624,638.9659318943417,23.326063231319388,634.7003648077567,0.8197769522666931,610.0516506426708,130.49597995330973,660.3572735290468,0.4263370633125305,607.4953418362331,-25.481527295687908,649.8172227860534,0.3198327422142029,478.5134707228989,179.9692084903894,520.3060170937805,0.26837003231048584,485.9895404763172,-67.92236408223714,512.7766722152022,0.7912527918815613,537.7007820053088,265.77148888690516,334.99692430743283,0.9852145910263062,546.1955120101551,-161.2027659367214,318.1892706420008,0.7894432544708252,674.6818615151185,292.57039763709497,152.33551587951354,0.9130094051361084,737.7197980632508,-177.39507514912498,155.7845007820075,0.9486063718795776,386.87987475693205,165.13780334274696,160.00451619006662,0.4689804911613464,374.75016024617406,-46.61448864584811,138.89075409503195,0.4740718603134155,685.5550344630745,196.59955674528962,-30.092482102135328,0.4769271612167358,823.2240468633763,-64.14297234404502,67.28125026819265,0.6913090944290161,497.6206944323217,190.0989861587189,-479.5030281278949,0.020938754081726074,353.4883270134398,-75.37788393367276,-616.2159473632584,0.00841468572616577,3210.42,735.79,5.79,359.09,3205.48,109.7,7.94,179.26,3203.5,238.39,8.0,179.75,3202.11,626.3,7.0,179.46,3202.94,505.3,8.0,179.46,3202.73,527.58,7.86,179.46,3202.7,1227.4,8.17,359.45,3197.61,710.13,7.97,175.19,3206.52,149.17,8.47,179.26,3206.31,165.52,8.49,179.26,3205.59,236.73,8.22,179.75,3146.9,881.82,7.96,89.71,2965.75,881.21,6.99,89.71,3203.12,652.45,6.75,179.46,3202.98,666.71,6.69,179.46,2973.36,881.9,7.94,92.11,3202.7,715.01,6.81,179.99,3202.7,730.0,6.8,179.99,3202.36,917.19,8.82,179.45,3201.33,1024.81,9.96,179.45,2678.27,717.68,9.45,337.35,2697.64,687.26,7.62,322.4,2709.99,670.73,6.99,322.4,3199.58,1207.7,6.32,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13354,13354,399.23397624988746,1569241395.435224,399.23397624988746,,621.2539430001874,57.61271733220993,587.574045059012,0.9933499097824096,645.5630730867928,85.71595468634482,646.2532434396454,0.9807846546173096,633.4754700631607,21.890849619718644,631.4008221227652,0.7287684082984924,606.4878419969742,127.70914768488888,659.7732947627345,0.4556651711463928,620.0424470964763,-23.032451127564503,655.6077078501236,0.7887853384017944,475.9165059063673,174.07740586033876,545.8296607477621,0.772053599357605,494.7917504254026,-67.44445790985142,513.9727799845233,0.765133261680603,531.687581589392,265.2058054518492,338.19112270658337,0.9805272817611694,545.2081402519234,-160.15289451804063,320.53461735325334,0.7703039646148682,663.1374966029467,290.8655076920839,155.7768366655811,0.8772633075714111,733.8885652854407,-179.1190706217118,151.99247122867942,0.949094831943512,422.87743414952416,160.5428155505579,135.91764209517194,0.4389588236808777,379.0804054742972,-51.028859152521726,135.73790320891615,0.4714358150959015,720.450795438235,206.90439356452,-3.1066628904048343,0.0835733711719513,757.765148900992,-70.18705626472602,-16.423150829856013,0.57126384973526,496.967013660302,193.33708453836846,-478.5228494081984,0.054135739803314216,264.6416222938321,-98.20976365691736,-702.7751645271042,0.02812874317169189,3210.4166023750117,735.9870622493477,5.786602375011247,359.0967952499775,3205.483397624989,109.43158762588855,7.943397624988752,179.26,3203.5,238.12158762588857,7.993204750022496,179.75,3202.113397624989,626.0621662507873,6.98640950004499,179.46,3202.943397624989,505.0315876258886,7.98640950004499,179.46,3202.733397624989,527.3149852508774,7.8498071250337444,179.46,3202.696602375011,1227.6786052490775,8.173397624988752,359.45,3197.6303857499324,709.8581900008999,7.973397624988753,172.83884350778342,3206.5233976249892,148.8845995009448,8.442819000089983,179.26,3206.313397624989,165.22780425096732,8.513783374921267,179.26,3205.59,236.4513947509223,8.206409500044991,179.75,3147.1718099991003,881.82,7.953204750022496,89.71,2965.987833749213,881.2133976249887,6.976409500044992,89.71,3203.12,652.2223591257538,6.726216625078735,179.46,3202.983397624989,666.4823591257536,6.703590499955009,179.46,2973.6318099991004,881.8694213751013,7.950192874966258,92.10660237501124,3202.7,714.7789615007648,6.803204750022496,179.99,3202.7,729.7689615007648,6.8067952499775055,179.99,3202.363397624989,916.8910090009897,8.786023750112477,179.45,3201.333397624989,1024.466839876136,9.99057862489877,179.45,2678.147685500405,717.9755933740213,9.446602375011249,337.35,2697.4837092505168,687.4638574993253,7.613204750022494,322.4,2709.8472997504723,670.9168693743812,6.979807125033744,322.4,3199.583397624989,1207.4825520007198,6.323397624988752,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13355,13355,399.2662069896164,1569241395.4676828,399.2662069896164,-68.95299167152368,617.2557914999336,50.61891486414698,588.3679423522102,0.995099663734436,636.5042542350493,82.48069285754124,639.5621738472813,0.9833284020423888,634.546944811295,20.177559948979017,632.7731347657437,0.9712562561035156,611.6044610549533,121.40850277561701,660.0301273355001,0.5762911438941956,634.9601541135021,-26.086969035972928,661.9445243052535,0.8835282325744629,474.4725250061607,174.73865657706062,552.4820499101012,0.7973031401634216,483.7463282632162,-75.38628269481386,512.3189373051173,0.7328883409500122,546.7844708461972,264.9515247109896,337.5396333998796,0.9788135290145874,548.0856530159703,-170.47196648607877,324.25127133857427,0.9857314825057985,679.5737882861742,294.38827783769796,150.22892093966595,0.9620868563652042,727.2936958639133,-178.82789932216733,147.61991353760538,0.9556974172592164,392.73962035388,161.1341723543963,139.6934935928514,0.6252295970916748,381.84064314867925,-45.169619832845925,132.44187181776218,0.7535142302513123,692.8009685158553,190.66307298464432,-18.20085847840332,0.4654615819454193,781.3422774255763,-72.84877590912423,4.665869329478311,0.5109639763832092,480.9699098878999,196.56253546039125,-494.38671004281684,0.057453989982604974,297.42568377719624,-85.12808790705282,-671.3765775829451,0.009302735328674316,3210.4133793010383,736.1740005397752,5.783379301038358,359.1032413979233,3205.4866206989614,109.1769647820303,7.946620698961643,179.26,3203.5,237.8669647820303,7.9867586020767165,179.75,3202.116620698961,625.8365510726851,6.973517204153433,179.46,3202.9466206989614,504.77696478203035,7.973517204153433,179.46,3202.7366206989614,527.063585480992,7.840137903115075,179.46,3202.693379301038,1227.9428973148547,8.176620698961642,359.45,3197.64972419377,709.6003440830686,7.976620698961643,170.60847631854392,3206.526620698962,148.6138612872221,8.417034408306867,179.26,3206.3166206989617,164.95061988929882,8.536344892731492,179.26,3205.59,236.1871026851454,8.193517204153434,179.75,3147.429655916931,881.82,7.9467586020767165,89.71,2966.213448927315,881.2166206989618,6.963517204153433,89.71,3203.12,652.00641316957,6.703655107268507,179.46,3202.9866206989614,666.26641316957,6.716482795846567,179.46,2973.889655916931,881.8404137093453,7.959862096884925,92.10337930103836,3202.7,714.5597924706084,6.796758602076715,179.99,3202.7,729.5497924706084,6.813241397923282,179.99,3202.366620698961,916.6073784913756,8.753793010383584,179.45,3201.3366206989617,1024.1413094048742,10.019586290654775,179.45,2678.0316548373808,718.2560008096627,9.443379301038355,337.35,2697.3354478477645,687.6572419376985,7.6067586020767175,322.4,2709.711930643611,671.0941384428902,6.9701379031150745,322.4,3199.5866206989617,1207.2762752664548,6.326620698961643,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13356,13356,399.3,1569241395.501715,399.3,,610.7269235874461,50.50054346448922,593.7813783163066,0.9952166080474854,640.0026977106352,78.93862022286297,648.2243478950902,0.9813434481620787,643.4157570270296,18.730529187709827,644.5444010340058,0.9102689623832704,609.4272814593306,115.13928595208931,659.3426426482501,0.5980820059776306,639.375135010838,-26.79928186279888,664.7429371467274,0.8272980451583862,471.30366497995817,172.94653418559918,549.2690543392675,0.7576199769973755,484.13329215619973,-82.05222348376033,527.0368295613002,0.9516252875328064,548.5051675205242,264.148758626735,335.7242371832443,0.9761552810668944,547.4924834735397,-173.0099752316872,326.0708905901023,0.8908067941665649,680.6585115611435,298.0725268763847,150.60062380196285,0.8910576701164246,713.8537308429093,-177.3340096936739,151.14587202603082,0.6864874362945557,372.4981118450669,163.3175901594505,135.14743585968802,0.6232346296310425,399.5759921959816,-50.407171110050704,108.16525760357572,0.04250001907348633,673.3358364703787,188.51390074671787,-39.174823604173866,0.3766093850135803,809.7923366232246,-75.9322094374439,30.12302562995427,0.5219606757164001,476.89785578035,200.43764082557053,-496.05284318618516,0.037403672933578484,345.46120292445374,-78.95727580251669,-629.1118535550131,0.0063273608684539795,3210.41,736.37,5.78,359.11,3205.49,108.91,7.95,179.26,3203.5,237.6,7.98,179.75,3202.12,625.6,6.96,179.46,3202.95,504.51,7.96,179.46,3202.74,526.8,7.83,179.46,3202.69,1228.22,8.18,359.45,3197.67,709.33,7.98,168.27,3206.53,148.33,8.39,179.26,3206.32,164.66,8.56,179.26,3205.59,235.91,8.18,179.75,3147.7,881.82,7.94,89.71,2966.45,881.22,6.95,89.71,3203.12,651.78,6.68,179.46,3202.99,666.04,6.73,179.46,2974.16,881.81,7.97,92.1,3202.7,714.33,6.79,179.99,3202.7,729.32,6.82,179.99,3202.37,916.31,8.72,179.45,3201.34,1023.8,10.05,179.45,2677.91,718.55,9.44,337.35,2697.18,687.86,7.6,322.4,2709.57,671.28,6.96,322.4,3199.59,1207.06,6.33,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13357,13357,399.33335462921167,1569241395.534825,399.33335462921167,,604.7378783819403,52.531611990080926,595.6070773677283,0.9961272478103638,639.3589217798226,79.20696360005546,650.999895637216,0.9816679954528807,641.2493842780475,15.826859624429215,647.7497700235629,0.9916146993637084,603.0061973589186,113.43977621437095,656.8364600915635,0.6353245377540588,630.3468779402386,-29.63461692225859,664.7718119553922,0.8575977087020874,476.2030989663138,176.80421016020927,548.0711708725116,0.9111038446426392,483.08720532829904,-85.92059580787662,518.2537886598494,0.9601449966430664,560.9186430573109,265.34898283539854,342.6796797736352,0.9795178174972534,547.0777366040754,-168.9054310568656,317.11038407140154,0.6880705952644348,681.9995262039654,297.03498879869926,157.16790293487384,0.9698684215545654,718.6782382738955,-177.62437055021786,143.00012166631168,0.9348046183586121,376.46299435201246,170.68306224925502,127.55115445443776,0.2256397306919098,392.1524965675848,-46.88612223825197,138.30287410790416,0.5807535648345947,613.6150970382836,193.55280713853915,-104.31864460347383,0.07814455032348633,787.9553394393272,-78.29376410259127,56.601792020621296,0.5634246468544006,455.5675749106929,202.6064806440505,-515.9178016864067,0.028367429971694943,1305.73032871784,-46.817650905538045,305.0496963565112,0.004357099533081055,3210.41,736.5634568494272,5.78,359.14001916629036,3205.493335462921,108.64316296630756,7.960006388763468,179.26,3203.5033354629213,237.3364984292287,7.933303519103823,179.75,3202.12,625.3698530584403,6.96,179.46,3202.95,504.2431629663075,7.96,179.51003194381738,3202.743335462921,526.5364984292287,7.836670925842311,179.46,3202.6866645370787,1228.496843422456,8.213354629211555,359.45,3197.7233674067384,709.049821114623,7.98,168.35005111010773,3206.533335462921,148.04982111462294,8.396670925842313,179.26,3206.323335462921,164.3798211146229,8.526645370788447,179.26,3205.59,235.6398275033864,8.156651759551911,179.75,3147.966837033692,881.82,7.9533418516846215,89.71,2966.6834824044813,881.22,6.960006388763468,89.71,3203.123335462921,651.5531885213613,6.703348240448089,179.46,3202.99,665.8165239842825,6.7099872224730674,179.46,2974.426837033692,881.7766453707884,7.966664537078844,92.1,3202.7,714.1198658359673,6.639904168547998,179.99,3202.7,729.0931885213614,6.816664537078844,179.99,3202.373335462921,916.0198147258594,8.726670925842313,179.45,3201.343335462921,1023.4697891708057,10.0199808337096,179.45,2677.7899233348385,718.8401852741405,9.443335462921155,337.35,2697.023233242705,688.0601277752693,7.5866581483153785,322.4,2709.4265750943905,671.4634504606636,6.963335462921156,322.4,3199.593335462921,1206.8465303730459,6.350012777526933,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13358,13358,399.36647652489694,1569241395.5677042,399.36647652489694,,612.608610471269,46.64077722600879,597.0581372527668,0.9968130588531494,635.8273716026695,73.53926721690206,648.9807151492524,0.9878134727478028,642.1495506486934,14.790711482394386,645.3346567195174,0.9312967658042908,609.9748181636991,105.62460399146684,659.8013638382873,0.6033475399017334,633.643269921761,-32.12733624871679,666.7096194944404,0.6429684162139893,472.8774975192942,173.86740109742112,544.7507106806047,0.9207298755645752,479.0619226226394,-86.9990490657617,517.311813240171,0.9615750312805176,560.3179947555855,264.5148801907143,346.5038670131285,0.9831383228302002,550.9453146337659,-170.03130268134817,315.87427228929437,0.582274317741394,687.3426896320277,293.2433017877285,156.25749166653696,0.911573886871338,726.0612279794144,-178.81546652468518,146.8216823093416,0.9341466426849364,360.08233883689064,178.09669902771594,111.51557626483654,0.3009925186634064,393.43558803704735,-39.528382120762735,150.54625567480434,0.5125313997268677,586.6057908240465,195.0800051574122,-133.59415521628037,0.15175944566726685,685.7792619410347,-69.07505841090567,13.789272467285654,0.82010817527771,427.37542921517166,207.70032998293286,-536.1590336663851,0.015884250402450558,684.3145802582485,-79.91135433340979,-299.85522117630694,0.009132415056228638,3210.41,736.7555638444023,5.78,359.1698288724072,3205.4966476524896,108.3781878008244,7.969942957469086,179.26,3203.50664765249,237.0748354533141,7.88693286514427,179.75,3202.12,625.141311978211,6.96,179.46,3202.95,503.97818780082434,7.96,179.55971478734543,3202.7466476524896,526.2748354533139,7.84329530497939,179.46,3202.68335234751,1228.7717551566448,8.24647652489695,359.45,3197.7763624398353,708.7715971908658,7.98,168.42954365975268,3206.5366476524896,147.77159719086563,8.403295304979391,179.26,3206.3266476524896,164.10159719086562,8.49352347510305,179.26,3205.59,235.3715401483347,8.133466432572135,179.75,3148.231812199176,881.82,7.9665906099587795,89.71,2966.9153356742786,881.22,6.969942957469086,89.71,3203.1266476524897,651.3279596307008,6.7265335674278655,179.46,3202.99,665.5946072831904,6.69011408506183,179.46,2974.691812199176,881.7435234751032,7.963352347510304,92.1,3202.7,713.9111978931493,6.490855637963724,179.99,3202.7,728.8679596307007,6.813352347510304,179.99,3202.3766476524897,915.7316542333963,8.733295304979391,179.45,3201.346647652489,1023.1418824035202,9.990171127592744,179.45,2677.6706845103713,719.1283457666034,9.446647652489695,337.35,2696.867560332985,688.2588591493817,7.5734093900412205,322.4,2709.284150942943,671.6456208869332,6.966647652489695,322.4,3199.596647652489,1206.6345502406596,6.36988591493817,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
13359,13359,399.4,1569241395.600982,399.4,,622.7074624369709,43.79733949162162,603.0432397655437,0.9970047473907472,625.8931752030975,71.86325208275281,645.1014609964723,0.9930744767189026,640.4987469168541,13.706231574235511,649.1369520220577,0.9916629791259766,597.9667411025978,103.41765066015742,653.3226663705889,0.7801430821418762,632.3770262093738,-29.82173978011519,663.648331252372,0.7076331973075867,472.4738324652519,169.11530464491042,544.0203494733755,0.9278736114501952,478.35881297406166,-86.00081227076689,527.9816835601551,0.9539705514907836,555.2660106982759,260.4106292785114,336.54257369472043,0.7251980304718018,545.7497977697126,-180.16948840677318,317.2408456852897,0.9173844456672668,683.0973891899323,296.8045702926942,156.40870282502806,0.906307578086853,719.877512675782,-179.71978250637974,142.02593254504092,0.9295426011085508,368.05992375770586,178.07002720306423,121.28690591810663,0.4000796675682068,406.3910953026674,-45.268235513088854,148.09576168878812,0.07539719343185425,573.3515975107583,198.69434940654725,-145.8535550835172,0.23141658306121826,695.9796530511035,-76.01925947092009,29.909486287477698,0.6868260502815247,393.0996777969348,212.57556709834358,-562.2814121591505,0.00535428524017334,725.6844129436042,-45.44711778354552,-254.50363538456713,0.002095043659210205,3210.41,736.95,5.78,359.2,3205.5,108.11,7.98,179.26,3203.51,236.81,7.84,179.75,3202.12,624.91,6.96,179.46,3202.95,503.71,7.96,179.61,3202.75,526.01,7.85,179.46,3202.68,1229.05,8.28,359.45,3197.83,708.49,7.98,168.51,3206.54,147.49,8.41,179.26,3206.33,163.82,8.46,179.26,3205.59,235.1,8.11,179.75,3148.5,881.82,7.98,89.71,2967.15,881.22,6.98,89.71,3203.13,651.1,6.75,179.46,3202.99,665.37,6.67,179.46,2974.96,881.71,7.96,92.1,3202.7,713.7,6.34,179.99,3202.7,728.64,6.81,179.99,3202.38,915.44,8.74,179.45,3201.35,1022.81,9.96,179.45,2677.55,719.42,9.45,337.35,2696.71,688.46,7.56,322.4,2709.14,671.83,6.97,322.4,3199.6,1206.42,6.39,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,28,1569240955
