,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.6_x,H_in-C_out.6_y,H_in-C_out.6_speed,H_in-C_out.6_angle,H_in-C_out.7_x,H_in-C_out.7_y,H_in-C_out.7_speed,H_in-C_out.7_angle,H_in-C_out.8_x,H_in-C_out.8_y,H_in-C_out.8_speed,H_in-C_out.8_angle,H_in-C_out.9_x,H_in-C_out.9_y,H_in-C_out.9_speed,H_in-C_out.9_angle,H_in-C_out.10_x,H_in-C_out.10_y,H_in-C_out.10_speed,H_in-C_out.10_angle,H_in-C_out.11_x,H_in-C_out.11_y,H_in-C_out.11_speed,H_in-C_out.11_angle,E_in-C_out.0_x,E_in-C_out.0_y,E_in-C_out.0_speed,E_in-C_out.0_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.12_x,H_in-C_out.12_y,H_in-C_out.12_speed,H_in-C_out.12_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,scenario,participant_id,source_file
11066,11066,317.76636817072387,1568817002.8666186,317.76636817072387,-74.56524228742046,643.4918399294203,138.28711054920544,627.2789450101286,0.9834336042404176,657.5535062030028,168.2354319025149,670.1536363281552,0.937511682510376,667.6787366379674,115.28163751493237,679.1922713665698,0.9748328924179076,600.3198201820479,221.16185710063095,660.6330061446673,0.7156447768211365,655.3594678405225,83.29620938546591,695.6345905551566,0.6620776057243347,480.5892806254306,265.71813483053256,519.5879946867647,0.9721460342407228,486.6381589303886,10.502070046189782,562.8418117630931,0.946738600730896,545.7321160047734,341.2145959511184,273.87167459325434,0.8852114677429199,567.6108864861337,-98.58292986418606,316.5783984469572,0.6613447666168213,738.5387582863632,349.0083844448996,71.56046314908002,0.9516972899436952,708.228139852592,-148.25287210062558,102.48424695802908,0.8392660617828369,403.13470233855566,206.6798828699833,137.15817453901565,0.14208516478538513,383.84273502965937,-1.8128418793283008,178.31856698507218,0.6049041152000427,651.5761515672704,210.31401405793983,-31.98472612232163,0.6817694306373596,509.9971852261235,-30.79894562824079,-113.41295889158717,0.4740625321865082,549.7247989571367,199.34196888022674,-500.9362146088066,0.006786227226257324,389.21230202940313,-112.25052072459715,-668.6339254736214,0.009922415018081663,3210.73,757.5117513048367,5.336636817072392,0.4268159146380408,3205.226636817072,152.79542280493254,6.986636817072393,179.26,3204.986636817073,171.01205962200495,6.9633631829276075,179.26,3203.94,331.42542280493257,6.9732736341447845,179.77,3203.96,254.60569145128102,7.903184085361959,179.75,3203.6,342.09542280493264,6.99,179.77,3203.46,451.40542280493264,6.9966368170723925,179.77,3206.0766368170725,183.1355123537154,7.263363182927607,179.26,3204.66,463.2486964390773,6.886815914638041,179.77,3109.0909453657914,881.63,7.986636817072393,89.71,3203.966636817073,561.728875536643,7.4369054634208664,179.46,3203.506636817073,610.2821491707878,7.276815914638041,179.46,2867.700945365791,880.4166368170723,7.9867263658552154,89.69,2704.910945365791,879.55,7.96,89.69,3201.5566368170726,1001.2090546342087,8.016636817072392,179.45,2672.7042586707557,731.021124463357,7.986547268289567,337.35,3200.9166368170722,1068.1457810000638,8.193452731710433,179.45,2693.7447959634533,692.3181194755607,7.976636817072393,322.4,2755.064885512236,617.9982090243435,7.966547268289567,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11067,11067,317.8,1568817002.9005554,317.8,-74.63617108264597,644.1176798557648,139.19003215651708,626.2886095466953,0.9953412413597108,670.0224863040822,168.31662088535253,674.2834027094028,0.9711062908172609,662.0205197553303,117.56318812148164,678.1827498164166,0.9876315593719482,596.9131893111901,220.8234196212737,656.2657425999557,0.7332000136375427,658.2895095447608,83.12835578681117,694.9687100220157,0.58614581823349,487.94393914162606,258.1518961000301,508.4134863134356,0.8619096875190735,490.8105615265306,12.517943165874927,553.5744345423104,0.7659583091735841,551.7588804017838,342.24700021486694,264.62146146007905,0.923852801322937,573.7688479991224,-98.87732062478466,315.4111006798919,0.6417601108551025,722.4842769354273,344.648791778832,78.91804876494567,0.7454047799110413,704.3500082407902,-146.99653167208652,105.55947980583807,0.59752357006073,406.3426065707209,205.6553559550921,124.55594975888,0.016840845346450806,384.89479364960863,-4.231281289205043,167.45270738978442,0.17864003777503967,621.4065632952252,209.57938780289803,-60.70676916147556,0.6479339599609375,525.9640946611769,-30.183030845600147,-109.97176198150106,0.2595983147621155,547.5073960639327,188.8486955323025,-511.5380435306169,0.02451425790786743,406.9450867350934,-114.01064597511926,-654.7784779116732,0.003842979669570923,3210.73,757.69,5.34,0.41,3205.23,152.56,6.99,179.26,3204.99,170.78,6.96,179.26,3203.94,331.19,6.98,179.77,3203.96,254.34,7.92,179.75,3203.6,341.86,6.99,179.77,3203.46,451.17,7.0,179.77,3206.08,182.89,7.26,179.26,3204.66,463.02,6.87,179.77,3109.36,881.63,7.99,89.71,3203.97,561.48,7.41,179.46,3203.51,610.04,7.26,179.46,2867.97,880.42,7.98,89.69,2705.18,879.55,7.96,89.69,3201.56,1000.94,8.02,179.45,2672.6,731.27,8.0,337.35,3200.92,1067.87,8.18,179.45,2693.58,692.53,7.98,322.4,2754.89,618.2,7.98,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11068,11068,317.83321254098587,1568817002.9340756,317.83321254098587,,641.9874009499397,139.02696204822965,624.2055560489458,0.996303141117096,661.242300862588,171.1590773759271,671.0424647277891,0.9713032245635986,660.151347828373,117.67410877494972,674.9649159167984,0.890460729598999,574.9772959051318,220.58735151266583,649.9332030032076,0.5983278751373291,656.2249739759442,81.07108305731198,693.204615152892,0.6530009508132935,483.638505547101,252.40308865964886,502.7900641500343,0.8414568901062012,486.30339990194153,10.10108790721118,549.0855640910946,0.7947495579719543,561.7657988854556,343.1470154195033,265.0059666719406,0.9324017763137816,571.5508250030678,-102.26045294140408,313.448011421667,0.6085038185119629,740.3210062421797,345.1356190482463,77.0006941086859,0.9546263813972472,701.1395624250702,-147.45231310850858,102.29271511585644,0.5512030124664307,437.70623493263236,203.4091412768375,93.4881122321364,0.04082489013671875,399.3988273516992,-10.40465209753854,142.51256486429503,0.4956079423427582,674.4244303584588,206.0971467305274,-75.58426010492846,0.11662587523460388,547.7815467883481,-24.56259909331237,-92.42241409829852,0.16842231154441833,526.7045550386122,184.040372898139,-540.2050017150437,0.019396543502807617,382.76243186355424,-110.5218868589648,-644.520143426167,0.010219961404800415,3210.73,757.8693477213242,5.336678745901407,0.3767874590140741,3205.23,152.32751221309852,6.986678745901407,179.26,3204.9933212540986,170.5475122130985,6.9699637622957775,179.26,3203.9433212540985,330.9575122130985,6.973357491802815,179.77,3203.96,254.0776209262112,7.913357491802815,179.75,3203.6,341.62751221309856,6.999963762295778,179.77,3203.46,450.9375122130985,6.993357491802815,179.77,3206.0833212540992,182.64754845080276,7.27328501639437,179.26,3204.663321254099,462.7908334671971,6.87,179.77,3109.6257003278874,881.63,7.980036237704222,89.71,3203.97,561.2309059426055,7.429927524591554,179.46,3203.5133212540986,609.7975484508028,7.27328501639437,179.46,2868.232379073789,880.42,7.98,89.69,2705.442379073789,879.55,7.963321254098592,89.69,3201.5633212540993,1000.6709784180141,8.043248778690147,179.45,2672.5003623770417,731.5157728032957,8.0,337.35,3200.9233212540985,1067.5976571639153,8.176678745901407,179.45,2693.420579803268,692.7392390082113,7.970036237704222,322.4,2754.7139735327746,618.395953991817,7.976678745901407,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11069,11069,317.86629846261417,1568817002.967468,317.86629846261417,,648.5187675049863,137.57877956782792,625.3696078914828,0.9966655373573304,656.0995529361005,166.66822608933253,665.6761916229134,0.9143065214157104,663.7567470551404,116.38908430011203,677.2105157272457,0.9018837213516236,596.4684549402988,217.6060175606497,661.9766853943462,0.5278482437133789,661.0853800414105,78.68853001288693,696.7858747330707,0.6458839178085327,490.3700373800744,249.0940197917389,507.1973399088263,0.8163043260574341,492.02280813986056,8.976138641676037,549.1020968396326,0.8106023073196411,571.1361801348537,341.3346649955502,268.5828649707387,0.9409238696098328,571.5823138247737,-104.7889686117525,312.01402847996275,0.5637987852096558,731.9315814114543,346.97950221249175,67.10446014059622,0.9549468755722046,703.8452118575734,-148.01117650426406,102.87741823981224,0.4946085512638092,454.305705162229,201.93742551639141,74.43685052844866,0.09106111526489258,415.7707522513067,-12.617945144224265,140.14227885275906,0.4779426455497742,610.6617368298533,202.79122739643418,-197.4038415669361,0.09448942542076112,574.4424849769217,-18.619359800630086,-81.91968884848151,0.19079151749610895,505.6220097466462,181.3988134463937,-568.1939142978841,0.013999700546264648,303.74317118224684,-145.93619317887996,-709.2564414336406,0.009101569652557371,3210.73,758.048011698117,5.333370153738576,0.34370153738576403,3205.23,152.0959107617004,6.983370153738576,179.26,3204.996629846261,170.3159107617004,6.979889538784271,179.26,3203.946629846261,330.7259107617004,6.966740307477153,179.77,3203.96,253.81624214534756,7.906740307477152,179.75,3203.6,341.39591076170035,7.009889538784272,179.77,3203.46,450.70591076170035,6.986740307477152,179.77,3206.086629846261,182.4060212229161,7.286519385045693,179.26,3204.666629846261,462.56254060796175,6.87,179.77,3109.890387700914,881.63,7.9701104612157305,89.71,3203.97,560.9827615303933,7.44977907756854,179.46,3203.516629846261,609.556021222916,7.286519385045693,179.46,2868.493757854653,880.42,7.98,89.69,2705.7037578546524,879.55,7.966629846261424,89.69,3201.566629846261,1000.4029824528247,8.066408923829965,179.45,2672.401104612157,731.7606086233452,8.0,337.35,3200.9266298462608,1067.3263526065632,8.173370153738576,179.45,2693.261767379452,692.9476803144696,7.960110461215731,322.4,2754.5386181481445,618.591160929424,7.9733701537385775,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11070,11070,317.9,1568817003.0014818,317.9,,644.8202485295766,134.7276981944583,625.5070014890439,0.9960775375366212,659.5987451104149,166.4831725727585,672.1180271016652,0.9816428422927856,659.7319704685385,114.60626046582551,676.4251309937981,0.8647809028625488,620.927086273026,209.6827806125169,675.0808758224798,0.6106160283088684,659.566785548272,75.68330485364571,695.5169764364755,0.5985628366470337,481.4672186548827,254.92955409421097,506.9594237564074,0.9523860216140748,492.990103180728,6.31665990395542,548.7698484079815,0.7746841907501221,568.1897329353111,338.2582368664935,266.0833485923506,0.9570859670639038,584.4692105011742,-97.37495942775357,293.7660612227341,0.8838818073272705,748.9768049507799,344.3681414419451,78.58866097500828,0.9467175006866456,719.1452596929926,-146.95723787929182,98.92730670997216,0.853790283203125,439.28230083282523,202.3871633387551,81.05222372305239,0.10788244009017944,412.0872726694497,-17.17354155446798,135.868666005259,0.5369387865066528,643.8902532359898,207.96257035328063,-128.73487213293544,0.30764585733413696,591.7752294338165,-28.656151902104344,-64.92715270057784,0.2717169225215912,454.22035863510575,201.0492268479217,-626.5644475937672,0.010978519916534424,509.71465501402383,-108.66471475621194,-534.7266310817906,0.007678210735321045,3210.73,758.23,5.33,0.31,3205.23,151.86,6.98,179.26,3205.0,170.08,6.99,179.26,3203.95,330.49,6.96,179.77,3203.96,253.55,7.9,179.75,3203.6,341.16,7.02,179.77,3203.46,450.47,6.98,179.77,3206.09,182.16,7.3,179.26,3204.67,462.33,6.87,179.77,3110.16,881.63,7.96,89.71,3203.97,560.73,7.47,179.46,3203.52,609.31,7.3,179.46,2868.76,880.42,7.98,89.69,2705.97,879.55,7.97,89.69,3201.57,1000.13,8.09,179.45,2672.3,732.01,8.0,337.35,3200.93,1067.05,8.17,179.45,2693.1,693.16,7.95,322.4,2754.36,618.79,7.97,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11071,11071,317.9331019614154,1568817003.03483,317.9331019614154,,644.2660421954782,129.37063446744878,626.465137328212,0.9949643611907959,666.2859587304547,161.32208222343024,674.3835403152133,0.9832947254180908,661.7862124376527,112.58442561735113,677.1690460588839,0.8051953315734863,634.4122326796493,203.46270435668012,681.1209684741111,0.6226217746734619,655.892337453114,72.39858604928844,693.2115620832906,0.4499597549438477,491.2836466210382,253.7136851828328,517.2688040110227,0.9536430835723876,486.6804511082473,3.847871494517172,544.6082080457452,0.7654167413711548,579.8332200091853,338.50741888345686,270.9951519257977,0.9581866264343262,580.4752676613234,-104.39332653431036,303.9947724175222,0.9678356051445008,746.316116356874,345.07873595293813,77.261397066651,0.9532949924468994,710.1814456957021,-147.67556439622714,105.05381295863094,0.5659235119819641,419.92984106822007,200.68802610971,87.46590043925873,0.047261208295822144,422.9434174390032,-19.21235026697055,118.76366964808328,0.24590137600898745,604.1990111493625,209.54942501393924,-141.69019964303718,0.4028310179710388,659.7664629827412,-37.44465059967251,-44.08451709307525,0.3696923851966858,444.02429381870513,189.9639604428009,-637.9495374955599,0.011286348104476929,353.1204505709758,-162.65879384126202,-715.4389101331875,0.01535707712173462,3210.73,758.4054403955015,5.32668980385846,0.26696745015997475,3205.2333101961412,151.6315964662337,6.973379607716921,179.26,3205.0033101961412,169.8482862700922,6.9800694115753785,179.26,3203.95,330.2582862700922,6.969930588424622,179.77,3203.9633101961413,253.28849450481832,7.9,179.75,3203.603310196141,340.9282862700922,7.01006941157538,179.77,3203.4633101961413,450.24159646623366,6.973379607716921,179.77,3206.093310196142,181.915045485526,7.323171372990783,179.26,3204.67,462.1015964662337,6.896481569132322,179.77,3110.4215054951815,881.6333101961417,7.96,89.71,3203.9733101961406,560.4850454855259,7.460069411575379,179.46,3203.523310196141,609.0683556816675,7.3,179.46,2869.024815691323,880.4233101961415,7.97668980385846,89.69,2706.234815691323,879.5533101961415,7.9666898038584595,89.69,3201.573310196142,999.8651843086767,8.056898038584595,179.45,2672.197383919612,732.2516443183324,7.983449019292298,337.35,3200.9333101961406,1066.7818741125352,8.17662039228308,179.45,2692.937800389065,693.3685423569169,7.966550980707702,322.4,2754.184559604498,618.9886117684923,7.97,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11072,11072,317.96634142070087,1568817003.068317,317.96634142070087,,645.2853881716028,132.89344027923516,624.0382027741446,0.9958562850952148,656.5999117797302,163.46937170366786,671.8244259510244,0.990255892276764,662.4301685774271,111.54458272896454,676.5404938407747,0.8846230506896973,642.8801500385845,200.98080202108486,684.1134882562733,0.5165944695472717,651.3986396800975,66.56654819560052,690.9833320857706,0.42912328243255615,491.7119973548455,248.94329059456504,519.0606748028856,0.971716046333313,504.53297498060135,2.134576982840697,549.4079176178514,0.7532500624656677,563.5253863160992,335.54042171309237,266.5572629031002,0.9804379940032959,592.5562167019652,-100.69138520599644,298.96143264790163,0.8853727579116821,738.9771619143708,343.03299493282134,73.0018350866577,0.9415602087974548,717.1145608871514,-147.5735729945662,96.81036070738595,0.8528591990470886,426.4321436400359,205.652493765901,57.07327697193611,0.04304233193397522,418.45788343060264,-17.510566557649163,141.5561280706719,0.4353030323982239,531.8795261132016,205.03507069761258,-275.8908030691996,0.09192445874214172,645.7895899901333,-28.136874520873327,-30.0829303175712,0.3210499882698059,381.93689104279764,208.4148571223431,-700.485456585366,0.009807795286178587,,,,0.009816020727157593,3210.73,758.5816095297148,5.323365857929912,0.22375615308885727,3205.2366341420698,151.4022441971639,6.966731715859824,179.26,3205.0066341420697,169.61561005509384,6.9700975737897375,179.26,3203.95,330.0256100550938,6.979902426210264,179.77,3203.96663414207,253.025902776463,7.9,179.75,3203.6066341420697,340.6956100550938,7.000097573789736,179.77,3203.46663414207,450.01224419716385,6.966731715859824,179.77,3206.09663414207,181.66907348681352,7.346438994490615,179.26,3204.67,461.87224419716387,6.923073136560704,179.77,3110.684097223537,881.6366341420702,7.96,89.71,3203.9766341420695,560.2390734868135,7.450097573789736,179.46,3203.5266341420697,608.8257076288836,7.3,179.46,2869.2907313656074,880.4266341420698,7.973365857929911,89.69,2706.500731365607,879.55663414207,7.963365857929912,89.69,3201.57663414207,999.599268634393,8.023658579299122,179.45,2672.0943415958272,732.4942923711163,7.966829289649562,337.35,3200.9366341420696,1066.5126344923226,8.183268284140176,179.45,2692.7749270385652,693.5779509504155,7.983170710350438,322.4,2754.008390470285,619.1880485242052,7.97,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11073,11073,318.0,1568817003.102226,318.0,,643.0630673013459,131.3054931945274,622.2000274392943,0.9938757419586182,662.1293046249515,164.53512341414032,673.9081985542492,0.9863730669021606,667.6200641695003,111.43205396107453,678.0155785118626,0.8580514192581177,641.3437700764807,201.77938621951984,685.7126638291547,0.4869185090065002,649.6749140703809,62.80326476173333,691.4396149865752,0.3963663280010224,483.1641742723522,252.64553243886445,515.4415362544596,0.9707003831863404,485.23710847830336,-7.987022361266584,547.0659386493469,0.5546073913574219,573.554008361717,333.8645533575886,275.491114918243,0.9711129665374756,583.1848587933972,-108.573800623064,304.67053956395733,0.4142823219299317,713.751165820163,341.30504340093734,71.6799106246417,0.7684016823768616,719.8129762712038,-144.8767547641726,107.79101725143306,0.5287297368049622,402.1444383581836,203.05397298896636,69.80314660444849,0.04496106505393982,411.1132976871269,-9.048474955603798,152.10897752519898,0.05067706108093262,571.9565041967347,207.39379006799663,-182.5140997306794,0.4607818126678467,653.1128346134634,-31.60700337046313,2.9091429902623247,0.4186338782310486,394.0871197319767,193.92091723729905,-681.9173202571064,0.04219481348991394,593.767298323633,-96.01536508552498,-440.83412166188174,0.009392797946929932,3210.73,758.76,5.32,0.18,3205.24,151.17,6.96,179.26,3205.01,169.38,6.96,179.26,3203.95,329.79,6.99,179.77,3203.97,252.76,7.9,179.75,3203.61,340.46,6.99,179.77,3203.47,449.78,6.96,179.77,3206.1,181.42,7.37,179.26,3204.67,461.64,6.95,179.77,3110.95,881.64,7.96,89.71,3203.98,559.99,7.44,179.46,3203.53,608.58,7.3,179.46,2869.56,880.43,7.97,89.69,2706.77,879.56,7.96,89.69,3201.58,999.33,7.99,179.45,2671.99,732.74,7.95,337.35,3200.94,1066.24,8.19,179.45,2692.61,693.79,8.0,322.4,2753.83,619.39,7.97,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11074,11074,318.0332782429156,1568817003.1357348,318.0332782429156,-103.03280558254991,643.4221682768233,127.64388429226477,621.1530342884447,0.9902300238609314,658.324181763134,154.37492976877502,664.62978679228,0.9679819345474244,666.4090696351925,109.7106954621203,673.6829157457852,0.8727604150772095,645.9351607100883,197.22273625292263,687.8304236414583,0.4936338663101196,655.3147087210708,62.57239558146357,690.128458676156,0.4476871192455292,481.5925869980935,246.6502998052784,517.7799546147578,0.6615782976150513,489.2011249321888,0.7421344801828997,536.7371009443502,0.1537889838218689,565.5603136343202,334.0378599334509,272.73790503336903,0.9828578233718872,575.7373629001627,-112.91669201867128,304.0434243688823,0.9818497896194458,718.3726488950767,340.3478825758385,79.47347686834925,0.7665791511535645,733.1128606697177,-145.86962567339737,121.46246533858972,0.4015408158302307,423.638844637373,196.7802926026152,80.73662971431597,0.2858386039733887,434.6821638187146,-7.797706246466756,144.46120032870252,0.11096003651618958,561.3570478463446,209.52367379005798,-171.92065324414222,0.4178215265274048,667.6566868886089,-35.272187950118536,17.278194240714214,0.3341208100318909,353.83984712250043,208.46160239969046,-721.0673874821533,0.01497417688369751,503.0203535058822,-130.43125895121565,-556.4143247220717,0.01293143630027771,3210.73,758.9363746874527,5.3166721757084385,0.13008263562656905,3205.243327824292,150.93705229959062,6.963327824291563,179.26,3205.0133278242915,169.15038012388217,6.96,179.26,3203.95,329.56038012388217,6.983344351416877,179.77,3203.97,252.4971018809666,7.903327824291563,179.75,3203.61,340.2270522995906,6.99,179.77,3203.47,449.5470522995905,6.973311297166247,179.77,3206.103327824292,181.17706882671595,7.3533608785421904,179.26,3204.67,461.4070522995906,6.95,179.77,3111.2162259433253,881.64,7.956672175708437,89.71,3203.9833278242913,559.7404131781328,7.4499834728746865,179.46,3203.53,608.3337410024244,7.306655648583123,179.46,2869.826225943325,880.43,7.97,89.69,2707.036225943325,879.56,7.969983472874687,89.69,3201.58,999.0637740566749,7.993327824291563,179.45,2671.886837446961,732.9862589975756,7.956655648583125,337.35,3200.94,1065.9637905838003,8.20663912145781,179.45,2692.4469366097132,693.9996529303684,7.9933443514168765,322.4,2753.653625312548,619.5896694574938,7.966672175708437,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
11075,11075,318.06650984050617,1568817003.1691964,318.06650984050617,-75.12233920594117,645.9595175629142,128.17701764237952,622.312294402343,0.991858959197998,657.2890981826623,158.54240402469264,668.7669700073629,0.9835506677627563,666.2367444732865,110.30179027658424,673.2485794688553,0.8792662620544434,649.2163877903868,194.70372135450413,691.0212933785217,0.4964013993740082,650.8940416981461,59.66854198916798,691.017667483459,0.4294358193874359,487.7383475799849,249.66428703349533,526.2949872445972,0.976675510406494,491.84916602764673,-9.23519217195432,547.4878164071511,0.5780255198478699,576.3940834169069,334.4475183193884,274.5866812934466,0.9819515347480774,574.2343415624232,-113.41979696602385,306.52467145194646,0.3477498888969421,714.1218291870313,341.4859369303879,62.9876793327804,0.9404792785644532,732.0587684074478,-147.64894403344098,121.62395738642523,0.2841770648956299,410.8819342886923,192.9192244080894,81.95880537281244,0.1732606589794159,419.6046665226018,-1.7261041546918925,158.4599726106634,0.04481402039527893,520.7854633948311,205.58952097282292,-180.99860451904618,0.08167171478271484,660.5781967034437,-30.766914455162336,31.255505411019953,0.5609257817268372,361.0283055223574,192.89298240558747,-716.0525917145497,0.012593507766723631,512.8086241921061,-128.98970559315262,-519.3946778900622,0.010367989540100098,3210.73,759.1125021546826,5.313349015949385,0.0802352392407658,3205.24665098405,150.7044311164569,6.966650984050616,179.26,3205.01665098405,168.92108210050753,6.96,179.26,3203.95,329.3310821005076,6.976698031898769,179.77,3203.97,252.23457226000139,7.906650984050616,179.75,3203.61,339.9944311164569,6.99,179.77,3203.47,449.3144311164569,6.986603936202463,179.77,3206.1066509840507,180.93447816430503,7.336745079746922,179.26,3204.67,461.1744311164569,6.95,179.77,3111.482078724049,881.64,7.953349015949384,89.71,3203.9866509840504,559.4911761962038,7.459952952151848,179.46,3203.53,608.0878271802545,7.313301968101231,179.46,2870.092078724049,880.43,7.97,89.69,2707.302078724049,879.56,7.979952952151848,89.69,3201.58,998.7979212759508,7.996650984050616,179.45,2671.7838194944306,733.2321728197455,7.963301968101231,337.35,3200.94,1065.687968323799,8.223254920253076,179.45,2692.28410178152,694.2090119951888,7.9866980318987695,322.4,2753.477497845317,619.7890590430369,7.963349015949384,318.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,21,1568816637
