,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,E_in-C_out.10_x,E_in-C_out.10_y,E_in-C_out.10_speed,E_in-C_out.10_angle,E_in-C_out.11_x,E_in-C_out.11_y,E_in-C_out.11_speed,E_in-C_out.11_angle,E_in-C_out.12_x,E_in-C_out.12_y,E_in-C_out.12_speed,E_in-C_out.12_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.13_x,E_in-C_out.13_y,E_in-C_out.13_speed,E_in-C_out.13_angle,E_in-C_out.14_x,E_in-C_out.14_y,E_in-C_out.14_speed,E_in-C_out.14_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,K_in-H_out.0_x,K_in-H_out.0_y,K_in-H_out.0_speed,K_in-H_out.0_angle,scenario,participant_id,source_file
13977,13977,415.56676172407515,1568378563.7438152,415.56676172407515,-101.87944215491491,568.4932334570027,58.50167387109378,674.6795206383903,0.9966576099395752,598.0533148242585,88.50884093645719,737.6974957647573,0.9798226952552797,626.9939729093327,30.62543470881002,749.8948874928647,0.9596320390701294,502.8340524845829,138.62979832540128,724.2087733432329,0.5672280788421631,561.0818919551057,-23.305718258211694,748.504149153316,0.743071436882019,466.1650288943123,180.73462438592185,595.9079468492434,0.21858826279640198,462.7014317518394,-80.63860275916073,601.7257100284066,0.0025809109210968018,618.6658596876669,262.8791519786291,396.04271383173693,0.7872006893157959,563.53921670528,-156.22156786156347,421.02852227028234,0.2097618281841278,786.6597681445239,298.1613893523054,213.9195090391446,0.82561194896698,730.8866530808125,-194.33913854507733,194.29264409684663,0.048371821641922,453.6630431666269,134.57569832477424,210.7163466564931,0.006816834211349486,379.56923717803255,-55.092534992029435,207.66224753658,0.380054771900177,710.4157066222098,162.4994637063713,142.1883900022877,0.845054030418396,676.059729137515,-109.99938904674278,33.215107937887105,0.40816012024879456,476.57066389452143,190.45186534652714,-309.469897257785,0.11801612377166748,408.317904462671,-139.48260374615657,-639.2404636709624,0.011065572500228882,3209.88,789.8671609651909,5.123323827592482,0.3467617240751913,,,,,3205.366676172408,118.81931558665863,7.27664765518496,179.26,3206.5366761724076,113.13590620739849,7.996676172407518,179.26,3206.086676172408,62.59255386258343,8.23,179.26,3203.43,383.82590620739853,7.946647655184963,179.77,,,,,3205.53,249.8993441038812,6.9234093792601525,179.75,3205.47,263.6860202762887,6.81332382759248,179.75,3200.690057034445,692.952582379806,7.969971482777443,178.34977186221954,3205.4,278.7260202762887,6.84,179.77,3197.13,756.8825823798061,7.966704689630077,179.64,3205.35,292.5993441038812,6.863209758702253,179.77,3177.454093792601,881.97,7.983323827592481,89.71,3159.6740937926006,881.88,7.97332382759248,89.71,3204.8,429.082582379806,7.94,179.77,3047.954093792601,881.32,7.966619137962406,89.71,3202.7,730.3226394142511,7.299914448332328,179.99,3202.7,749.4158206557307,8.843409379260153,179.99,3202.69,813.2125253453609,8.523323827592481,179.99,3202.68,863.2325253453607,8.476619137962405,179.99,3201.196676172407,1039.3660487935113,6.540028517222557,179.45,2671.4797148277744,733.9740367581564,7.959971482777443,337.35,2673.4230386553672,727.9040367581564,7.956676172407518,337.35,2692.6662198968465,693.7205703444513,7.633352344815037,322.4,3206.0,725.2274176201939,7.933124207034579,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13978,13978,415.6,1568378563.7773564,415.6,-79.4889731449003,567.995443671447,57.254793925154495,675.5761733946192,0.9971219301223756,594.1948434598166,86.91445651236471,736.4021048984102,0.9839176535606384,622.9682857331725,29.30993912985188,747.9132235170935,0.9649115800857544,515.4612445701687,135.1694693513691,731.0706984189079,0.6698116064071655,556.0171125758612,-25.23743879773784,745.9197694892633,0.74387127161026,471.09977625790833,176.51028262143555,583.0126306763567,0.2406885325908661,463.2649394846347,-83.05753441170563,592.140127918736,0.112921804189682,608.5711043627705,262.67811445312304,390.04422922518563,0.9544572830200196,560.9756772702478,-156.31137576452699,425.6701697766775,0.1844528317451477,788.6401474130832,295.7475367663802,209.4750100067177,0.8775410652160645,736.2963928060542,-190.99121399505574,207.2551294464149,0.04664847254753113,457.7422494228344,131.8092063559713,206.28938726504032,0.006011486053466797,384.46231428894686,-56.1865679957555,211.46612988134044,0.3880050778388977,714.6609008145111,160.57012155286097,151.12262548734319,0.8823084831237793,664.5377162244389,-110.2020817972438,23.193412141655216,0.39946380257606506,486.2239858672008,188.1489503242704,-295.4576884651773,0.18100962042808533,363.40799143313865,-151.2192189508579,-693.2612623259372,0.01175960898399353,3209.88,790.04,5.12,0.38,,,,,3205.37,118.58,7.27,179.26,3206.54,112.87,8.0,179.26,3206.09,62.32,8.23,179.26,3203.43,383.56,7.94,179.77,,,,,3205.53,249.67,6.95,179.75,3205.47,263.46,6.81,179.75,3200.71,692.69,7.96,178.27,3205.4,278.5,6.84,179.77,3197.13,756.62,7.98,179.64,3205.35,292.37,6.82,179.77,3177.72,881.97,7.98,89.71,3159.94,881.88,7.97,89.71,3204.8,428.82,7.94,179.77,3048.22,881.32,7.95,89.71,3202.7,730.08,7.27,179.99,3202.7,749.12,8.87,179.99,3202.69,812.93,8.52,179.99,3202.68,862.95,8.46,179.99,3201.2,1039.15,6.55,179.45,2671.38,734.22,7.95,337.35,2673.32,728.15,7.96,337.35,2692.51,693.92,7.64,322.4,3206.0,725.49,7.86,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13979,13979,415.63330418998925,1568378563.810778,415.63330418998925,-102.32061976072248,564.0039749412882,55.5277318218019,672.9027139592077,0.9968162775039672,583.3316045211452,86.9199811317055,732.462140095764,0.9858195781707764,616.9116564661372,26.631146694940444,746.6617909521013,0.962121844291687,514.4638284399788,136.04092787733651,732.1943184455208,0.5746333599090576,538.9419095407849,-27.035255536054464,739.3975080664709,0.7478405237197876,468.23207902845223,172.3020283223641,587.510494288898,0.2532171010971069,467.0856548293969,-95.49343277496679,594.0430954898437,0.2487207949161529,611.1034487194272,263.2111457028067,393.3116150969233,0.9551098942756652,568.4110309993098,-169.55074176014247,409.19755256578895,0.8854078054428101,782.5187014461537,296.3805901478396,221.87952834245738,0.8954195976257324,750.3646250088887,-201.3615161867095,192.00510920632087,0.5377997756004333,467.78079628591064,130.57220629579408,209.77138246228412,0.005389481782913208,373.55794756045196,-57.061743191981144,184.4947384944932,0.14245003461837769,715.2661489792682,163.45948097292714,161.97520375672894,0.8555775880813599,733.7154465019336,-103.7488242378731,68.89298874453397,0.7587032914161682,513.2129132172059,190.67209077941646,-237.33069226027854,0.21783685684204104,354.1454578012378,-159.54833665753833,-705.1276950815477,0.014305084943771362,3209.883330418999,790.209851368945,5.1166695810010765,0.4166346089881586,,,,,3205.373330418999,118.33687941307858,7.276660837997848,179.26,3206.543330418999,112.60356648008612,7.9866783240043056,179.26,3206.093330418999,62.04357522308935,8.23,179.26,3203.433330418999,383.296896899085,7.943330418998923,179.77,,,,,3205.53,249.4368706700753,6.936678324004307,179.75,3205.47,263.23020108907434,6.836643351991388,179.75,3200.733312932993,692.4235664800863,7.9733216759956935,178.19006994402585,3205.403330418999,278.2735315080732,6.823347905005383,179.77,3197.133330418999,756.3535664800861,7.976669581001077,179.64,3205.35,292.1435315080732,6.8366520949946175,179.77,3177.983103100915,881.97,7.9700087430032305,89.71,3160.206433519914,881.8833304189989,7.976660837997848,89.71,3204.8,428.55356648008615,7.963312932992464,179.77,3048.483103100915,881.3233304189989,7.95,89.71,3202.7,729.8368794130786,7.276660837997848,179.99,3202.7,748.8269231280948,8.853347905005382,179.99,3202.69,812.6469143850916,8.503347905005382,179.99,3202.68,862.6702448040904,8.46,179.99,3201.2,1038.9301923460714,6.556660837997848,179.45,2671.2767570110336,734.4631205869215,7.956660837997847,337.35,2673.2200874300324,728.3964510059203,7.963330418998924,337.35,2692.353470307051,694.1231555589343,7.64,322.4,3206.0,725.7564335199139,7.913286703982776,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13980,13980,415.6689578245128,1568378563.8465571,415.6689578245128,-79.55845540987718,563.6574291245457,53.625070630104815,672.7901477177901,0.9967130422592164,589.8975376302467,85.70947693867663,734.2745689871242,0.9890559911727904,607.6177980156325,26.26943381101421,743.5177754067242,0.9653183221817015,524.6386317065039,129.73469752202124,733.9796855712384,0.35544699430465704,539.809412137976,-27.016038839898282,738.6345223884247,0.7273407578468323,471.0614880196328,176.06300781803697,581.8030842826728,0.1376124620437622,461.0168189456085,-75.5333828873535,584.7474773679983,0.13845181465148926,613.7059854781753,263.65301690183463,388.6925645017228,0.7913331389427185,572.7499236808502,-170.55464312625264,410.4066987052078,0.8872318267822266,783.5589286907235,295.95658514730064,219.7372674449137,0.9151750206947328,755.4787879368979,-201.982240293594,184.98670818120186,0.4967546463012695,469.4505050348705,129.9367953569746,209.93939937026596,0.007625609636306763,392.47847279767103,-49.716881912965725,209.87091614440263,0.5688499212265015,717.4566559320157,165.10388746674914,159.09070461337186,0.8703712224960327,741.9818916093028,-102.879607290493,71.23478382098476,0.7090440392494202,502.6322012204468,201.71545039047885,-259.1232710391477,0.11481040716171265,313.80569296344424,-164.39547821486153,-746.7101784845888,0.008995324373245241,3209.886895782451,790.3916849050148,5.1131042175487265,0.4558536069640203,,,,,3205.376895782452,118.07660788105696,7.283791564902549,179.26,3206.546895782452,112.31833740389804,7.972416870194903,179.26,3206.096895782451,61.74765005654421,8.23,179.26,3203.4368957824518,383.01523318634935,7.946895782451276,179.77,,,,,3205.53,249.1872952284108,6.922416870194902,179.75,3205.47,262.98419101086205,6.865166259610197,179.75,3200.758270477159,692.138337403898,7.987583129805097,178.1045012211694,3205.406895782451,278.0310867933133,6.805521087743628,179.77,3197.136895782451,756.0683374038981,7.973104217548724,179.64,3205.35,291.9010867933133,6.854478912256372,179.77,3178.2647668136506,881.97,7.959312652646178,89.71,3160.4916625961023,881.8868957824513,7.983791564902549,89.71,3204.8,428.2683374038981,7.988270477158923,179.77,3048.7647668136506,881.3268957824513,7.95,89.71,3202.7,729.5766078810568,7.283791564902549,179.99,3202.7,748.5131711442879,8.835521087743627,179.99,3202.69,812.3438584916416,8.485521087743628,179.99,3202.68,862.370754274093,8.46,179.99,3201.2,1038.6948783582159,6.563791564902549,179.45,2671.1662307440106,734.7233921189431,7.963791564902548,337.35,2673.1131265264617,728.6602879013942,7.966895782451274,337.35,2692.1858982247895,694.3406427295278,7.64,322.4,3206.0,726.0416625961018,7.970332519220393,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13981,13981,415.7,1568378563.8777087,415.7,-90.03562784049238,566.8360385655402,56.423995962493365,677.1612867342377,0.997186541557312,585.7616705733124,87.19729310822117,735.3036919530623,0.9862792491912842,623.6329796083985,30.254059494861988,750.6864281875485,0.9687622189521792,522.4817546858931,129.51110569764188,734.3667907469845,0.5764307379722595,542.9838316054254,-28.38556835240268,743.7604556415765,0.7712560892105103,472.75496509926256,173.20640130351788,577.9954820132223,0.2747078537940979,463.1611634529229,-80.19418877979196,583.9544463395782,0.1115439236164093,615.8218412924583,259.36594678776044,391.7306670649575,0.7544854879379272,574.1150410148803,-162.1165914275685,409.1414090356272,0.27128326892852783,796.4453196687009,291.86205555083006,219.50716171315563,0.8801395297050476,752.6474734565469,-197.5152130523932,191.82745133080456,0.1826637387275696,464.7284947988034,130.7027816590799,206.50338583790364,0.005934417247772217,392.86875682591653,-48.36574562879129,213.43922755970684,0.5651466250419617,715.116581961434,166.77247164830877,154.12860100965392,0.8637194633483887,686.4256161743797,-105.93832579290265,36.15455587240533,0.3352822661399841,556.3095960874813,188.7813070657827,-187.58830235707654,0.2277828454971313,303.4977945313582,-166.44377566951,-751.4131708852403,0.010654419660568236,3209.89,790.55,5.11,0.49,,,,,3205.38,117.85,7.29,179.26,3206.55,112.07,7.96,179.26,3206.1,61.49,8.23,179.26,3203.44,382.77,7.95,179.77,,,,,3205.53,248.97,6.91,179.75,3205.47,262.77,6.89,179.75,3200.78,691.89,8.0,178.03,3205.41,277.82,6.79,179.77,3197.14,755.82,7.97,179.64,3205.35,291.69,6.87,179.77,3178.51,881.97,7.95,89.71,3160.74,881.89,7.99,89.71,3204.8,428.02,8.01,179.77,3049.01,881.33,7.95,89.71,3202.7,729.35,7.29,179.99,3202.7,748.24,8.82,179.99,3202.69,812.08,8.47,179.99,3202.68,862.11,8.46,179.99,3201.2,1038.49,6.57,179.45,2671.07,734.95,7.97,337.35,2673.02,728.89,7.97,337.35,2692.04,694.53,7.64,322.4,3206.0,726.29,8.02,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13982,13982,415.7330853754088,1568378563.9113345,415.7330853754088,-102.73321810196043,562.1963665960501,54.391523069072534,676.4174748274909,0.9966679215431212,588.9159148667771,84.59656056876702,736.6543620924501,0.9871482253074646,624.1969893487101,28.64582480693684,752.2426968200532,0.963113009929657,526.3531911087914,127.22660840165364,737.8741402416431,0.6214808821678162,541.6984966787924,-30.065362448421286,744.2196084645219,0.7002539038658142,475.44082186272936,171.39343797418752,576.0625407169848,0.2901601195335388,463.9590907080732,-80.05822345969173,583.9816686788266,0.10295698046684264,615.7973652845537,257.241951499796,392.8085188481072,0.7472350597381592,571.4481084826123,-158.0701067872252,422.0754110428219,0.18700769543647766,785.5019850676546,293.78803985743235,210.30156807675056,0.8866705894470215,753.5580455457476,-199.97232419999068,195.41418976302884,0.13561543822288513,470.63673369949373,128.90175575234667,210.48528613865187,0.007368743419647217,399.1966026793933,-51.720323559388646,236.89701649805963,0.7176698446273804,719.5256762052758,165.03925641469718,153.9454514739973,0.8670022487640381,740.1005632385028,-102.02270176457979,70.41048506962369,0.6472689509391785,522.8854233143231,199.05802168625087,-238.70102674709722,0.1201593577861786,301.8227187338226,-171.8748906234424,-753.8979856315152,0.006947845220565796,3209.893308537541,790.7187354145848,5.103382924918241,0.529702450490554,,,,,3205.38,117.6084767595158,7.283382924918241,179.26,3206.553308537541,111.80531699672964,7.963308537540879,179.26,3206.106617075082,61.21869992164788,8.239925612622638,179.26,3203.44,382.5053169967297,7.953308537540879,179.77,,,,,3205.533308537541,248.74171090967928,6.91,179.75,3205.473308537541,262.5417109096793,6.896617075081759,179.75,3200.8031597627864,691.6253169967297,7.983457312295602,177.9505950990189,3205.41,277.5917109096793,6.8164683003270365,179.76338292491826,3197.14,755.5553169967296,7.966691462459121,179.64,3205.35,291.4617109096793,6.87,179.77,3178.77468300327,881.9733085375409,7.956617075081758,89.71,3161.0046830032697,881.89,7.99,89.71,3204.803308537541,427.7553169967297,7.996765849836483,179.77,3049.27468300327,881.33,7.953308537540879,89.71,3202.7,729.105168221975,7.3131597627861575,179.99,3202.7,747.9488486964026,8.826617075081757,179.99,3202.69,811.7954657714844,8.496468300327036,179.99,3202.68,861.8287743090252,8.479851225245278,179.99,3201.203308537541,1038.2716365223018,6.57,179.45,2670.967435336233,735.1948317780251,7.960074387377362,337.35,2672.9174353362328,729.1315232404843,7.97,337.35,2691.8878072731195,694.7285122524527,7.633382924918242,322.4,3206.0,726.5513744657295,7.9571377867232895,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13983,13983,415.7666425042577,1568378563.9454398,415.7666425042577,-79.6273649430315,566.1978489554923,54.48325134293973,678.3197066964068,0.9968479871749878,585.3654924486308,84.3787807294121,735.8902969745676,0.98736310005188,620.9437856565522,28.090980347075863,751.6703168968872,0.9644218683242798,539.5104349641163,122.37745436344622,742.5906364969394,0.5634319186210632,543.5748168777884,-29.596661100198787,743.8289926184761,0.7118427753448486,470.79860183504445,171.33103513687294,576.1888567393532,0.190839558839798,463.69693652457886,-79.73761961589686,585.2234080166745,0.10724541544914246,599.3260105272133,257.7829409581166,392.0909893337378,0.9509966373443604,582.8245309660826,-169.31288839331572,412.27963418441857,0.8935043811798096,786.8905192777188,293.01715710474673,212.20612484067183,0.8951917886734009,759.7691201179878,-201.86235339392127,185.56819316016623,0.5154482722282411,453.65659547207713,129.5330010302615,200.73127765343128,0.007852435111999512,386.6630677050852,-55.686442131796035,194.57400342137447,0.2159830331802368,720.5415957082663,169.7017531754984,153.30254115727652,0.8753973841667175,763.529063182452,-100.6074206217511,84.34221396587556,0.6206198930740356,529.9908218296797,201.38755700291097,-233.2336994447633,0.11021089553833008,346.2180349227896,-166.29315177029622,-704.5296459866178,0.009124726057052612,3209.8966642504256,790.8898767717143,5.096671499148456,0.5699710051092733,,,,,3205.38,117.36350971891859,7.2766714991484545,179.26,3206.556664250426,111.53685996593819,7.966664250425772,179.26,3206.1133285008514,60.94353146508664,8.249992751277317,179.26,3203.44,382.2368599659382,7.9566642504257725,179.77,,,,,3205.536664250426,248.51016672062167,6.91,179.75,3205.4766642504246,262.3101667206217,6.903328500851545,179.75,3200.8266497529803,691.3568599659383,7.966678747871136,177.87005798978146,3205.41,277.3601667206217,6.843314003406182,179.7566714991485,3197.14,755.2868599659382,7.963335749574227,179.64,3205.35,291.2301667206217,6.87,179.77,3179.0431400340613,881.9766642504258,7.963328500851546,89.71,3161.2731400340613,881.89,7.99,89.71,3204.806664250426,427.4868599659382,7.9833429982969095,179.77,3049.5431400340613,881.33,7.9566642504257725,89.71,3202.7,728.8568454684928,7.33664975298041,179.99,3202.7,747.653545962532,8.833328500851545,179.99,3202.69,811.5068744633836,8.523314003406183,179.99,3202.68,861.5435387138092,8.499985502554637,179.99,3201.2066642504246,1038.050159471899,6.57,179.45,2670.863408236801,735.4431545315073,7.950007248722684,337.35,2672.813408236801,729.3764902810814,7.97,337.35,2691.7334444804146,694.9298550255463,7.626671499148455,322.4,3206.0,726.8164757836362,7.893379241910317,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13984,13984,415.8,1568378563.9793422,415.8,,566.0653458917627,52.78871499078557,679.0531586138908,0.9969425201416016,580.2284003837567,82.43604484392439,732.9094796907922,0.9911915063858032,617.607290616784,26.321701007680982,749.3597109443073,0.9691076874732972,541.1457397111446,120.130941359773,743.1681761027992,0.6049477458000183,541.7846545095273,-29.839880740475216,740.6249675407405,0.6954309344291687,469.52450192637673,174.45344045696405,575.7603021402242,0.07086870074272156,456.7848045064108,-76.51626767903063,599.8809972207605,0.7230455875396729,598.5634108820627,257.78496057947604,390.9365927822667,0.938161313533783,574.6766769092281,-162.527942137442,411.89534799232604,0.731235682964325,787.402866553338,292.9056587559997,211.64951391270844,0.9031504988670348,754.5153719810893,-203.95478237991824,183.4991131612601,0.26739394664764404,456.87282079120627,131.11389503437277,203.6186980103746,0.007118850946426393,382.6977023968112,-58.78759036119856,195.01547533473087,0.3400397598743439,723.1800520669719,164.64645460327816,147.64049007294184,0.8113162517547607,768.1248277082808,-99.75870628272621,88.01615059937805,0.6112177968025208,521.1220016660899,189.71897724851692,-245.1028079337917,0.18275800347328186,358.59073138421763,-167.53026561196037,-689.7012729416257,0.008943885564804077,3209.9,791.06,5.09,0.61,,,,,3205.38,117.12,7.27,179.26,3206.56,111.27,7.97,179.26,3206.12,60.67,8.26,179.26,3203.44,381.97,7.96,179.77,,,,,3205.54,248.28,6.91,179.75,3205.48,262.08,6.91,179.75,3200.85,691.09,7.95,177.79,3205.41,277.13,6.87,179.75,3197.14,755.02,7.96,179.64,3205.35,291.0,6.87,179.77,3179.31,881.98,7.97,89.71,3161.54,881.89,7.99,89.71,3204.81,427.22,7.97,179.77,3049.81,881.33,7.96,89.71,3202.7,728.61,7.36,179.99,3202.7,747.36,8.84,179.99,3202.69,811.22,8.55,179.99,3202.68,861.26,8.52,179.99,3201.21,1037.83,6.57,179.45,2670.76,735.69,7.94,337.35,2672.71,729.62,7.97,337.35,2691.58,695.13,7.62,322.4,3206.0,727.08,7.83,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13985,13985,415.83278113117865,1568378564.0122304,415.83278113117865,-79.0929817609845,562.1633074872125,53.064950467588645,676.4074197650621,0.9971488118171692,588.4529967910746,83.68730754584557,736.6822284808522,0.9903985857963562,620.8893633677117,25.321673056774568,750.3662263968307,0.968211829662323,539.0933797143214,122.6139269517338,741.7299325295396,0.4878871440887451,540.4614049240854,-30.63420428336929,738.3350235555856,0.6813944578170776,468.22707705061083,176.16318666424198,577.126542252498,0.0616706907749176,457.52881319854936,-69.34255542067102,585.3765023556459,0.1640416979789734,605.9115929621771,255.64744000616798,391.2293080649675,0.9481988549232484,572.7625837146494,-160.6602969028225,413.00457163168426,0.7311841249465942,791.6701492482501,292.5835075348884,213.23219773361458,0.9071282148361206,758.7215108509978,-205.1611740630249,189.35597204559036,0.25602948665618896,449.0443224526804,130.67948235849462,201.58979679927867,0.0066095590591430655,394.80703142329185,-50.40510371858204,212.4065563104396,0.5937436819076538,715.3927584354456,164.2837483612146,143.74191970626194,0.8237108588218689,761.4409944239354,-99.98291073124506,83.76016326277848,0.6295917630195618,515.98872686667,187.28342849218532,-255.51177049071785,0.16436457633972168,317.9354049491613,-174.85699296794743,-731.8497929173409,0.004780560731887817,3209.9,791.2239056558934,5.0867218868821285,0.6460592442965762,,,,,3205.3832781131177,116.88069774239544,7.266721886882129,179.26,3206.5632781131185,111.00775095057035,7.979834339353611,179.26,3206.1232781131184,60.39791661121674,8.269834339353611,179.26,3203.44,381.70775095057036,7.9632781131178705,179.77,,,,,3205.54,248.0570883079848,6.893609434410648,179.75,3205.48,261.8570883079848,6.887053208174906,179.75,3200.879503018061,690.8310290636882,7.963112452471483,177.71132528517109,3205.41,276.9038101948669,6.8732781131178715,179.75,3197.1432781131184,754.7610290636882,7.96,179.64,3205.3532781131184,290.77381019486694,6.8732781131178715,179.77,3179.5689709363123,881.98,7.963443773764259,89.71,3161.7989709363123,881.89,7.983443773764258,89.71,3204.81,426.95775095057036,7.983112452471483,179.77,3050.0722490494286,881.3332781131178,7.9632781131178705,89.71,3202.7,728.3739758555133,7.337053208174906,179.99,3202.7,747.0715260456275,8.830165660646387,179.99,3202.69,810.9413603849811,8.54344377376426,179.99,3202.68,860.9813603849809,8.503609434410647,179.99,3201.21,1037.6169226473385,6.547053208174906,179.45,2670.661656606464,735.9293022576047,7.946556226235741,337.35,2672.6083784933458,729.8593022576047,7.963443773764259,337.35,2691.42592868346,695.3299649001901,7.636390565589353,322.4,3206.0,727.3422490494298,7.905396601711023,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
13986,13986,415.8665670152091,1568378564.0461266,415.8665670152091,-79.0929817609845,566.8646141859464,52.19040791079696,676.7749229321638,0.996467649936676,590.7359539467486,83.13749463841452,737.5371542100612,0.9888235330581664,621.9864256391721,23.774432512314586,751.7006569425588,0.9584337472915648,538.6803338338481,120.59363617362528,740.8448382024568,0.4990573227405548,544.772542780453,-29.73919801426917,739.7466202147476,0.6740660667419434,472.7175623955728,169.7372274914417,580.4261398149807,0.15448373556137085,458.1275130160449,-66.91593235419036,579.0059598728493,0.1635916531085968,603.4281045068777,253.74982047552803,397.3232340254599,0.9468333125114441,576.6249600425776,-161.99318427583745,413.85456659503836,0.7003052234649658,793.5420683932692,292.3873020839883,218.57582831273282,0.9068981409072876,760.5362178673109,-202.80810900433212,185.15671631495727,0.5269806981086731,451.35338368789184,131.47955705857342,203.53161003411887,0.00504070520401001,393.81454582871424,-49.88809643882953,213.07829730982937,0.6019402742385864,718.033364463472,166.12514836701644,146.02376256914215,0.8861488103866577,769.7150413942658,-100.43658071946103,88.00259911314356,0.6000663638114929,523.4961423246217,196.0641141087335,-249.27389191657142,0.16869986057281494,334.190917372046,-176.57931421864575,-713.8974676151167,0.004674166440963745,3209.9,791.3928350760457,5.083343298479088,0.6832237167300377,,,,,3205.386656701521,116.63406078897341,7.263343298479087,179.26,3206.566656701521,110.737463878327,7.989970104562737,179.26,3206.126656701521,60.117493773764274,8.279970104562738,179.26,3203.44,381.43746387832704,7.966656701520913,179.77,,,,,3205.54,247.827344296578,6.876716492395438,179.75,3205.48,261.6273442965779,6.863403089353612,179.75,3200.9099103136878,690.5641205798479,7.976626806083651,177.63023916349812,3205.41,276.670687595057,6.876656701520913,179.75,3197.146656701521,754.4941205798481,7.96,179.64,3205.356656701521,290.54068759505697,6.876656701520913,179.77,3179.835879420152,881.98,7.956686596958175,89.71,3162.0658794201518,881.89,7.976686596958174,89.71,3204.81,426.68746387832704,7.9966268060836505,179.77,3050.3425361216728,881.336656701521,7.966656701520913,89.71,3202.7,728.1307174904942,7.313403089353613,179.99,3202.7,746.7742102661598,8.820029895437262,179.99,3202.69,810.6541803707223,8.536686596958175,179.99,3202.68,860.6941803707224,8.486716492395438,179.99,3201.21,1037.3973144011406,6.523403089353613,179.45,2670.5602989543727,736.1759392110266,7.953313403041825,337.35,2672.503642252852,730.1059392110268,7.956686596958175,337.35,2691.2671350285173,695.5360587927755,7.653283507604562,322.4,3206.0,727.612536121673,7.983104134980987,359.99,,,,,,,,,,,,,,,,,3a,11,1568378102
