,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.17_x,H_in-C_out.17_y,H_in-C_out.17_speed,H_in-C_out.17_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,E_in-C_out.0_x,E_in-C_out.0_y,E_in-C_out.0_speed,E_in-C_out.0_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,H_in-C_out.27_x,H_in-C_out.27_y,H_in-C_out.27_speed,H_in-C_out.27_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,H_in-C_out.28_x,H_in-C_out.28_y,H_in-C_out.28_speed,H_in-C_out.28_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,scenario,participant_id,source_file
16146,16146,481.53319235191617,1568978232.3433855,481.53319235191617,,573.749447628479,58.03635695938674,555.4187988386716,0.99144446849823,563.7734664848667,86.69122622967389,592.5481004920955,0.9956108331680298,573.7145609062475,25.22532281304829,598.2696269937474,0.9545072317123412,547.7314004082841,128.7887921688033,608.2571912534761,0.7821810245513916,534.1122401910959,-25.86324124666645,593.2312994893907,0.6741211414337158,451.2796604614058,169.93062247945056,465.2799850455512,0.9447128772735596,478.1076669349365,-64.50192106496715,470.5894770679055,0.9407504200935364,627.8575400343141,276.3935946011861,369.88499771676345,0.9024813175201416,575.7554023887784,-170.8273350345338,330.16073695204256,0.9601819515228271,819.0943941821109,283.5125184595436,236.10167300164318,0.9685043692588806,776.2673055315747,-208.90202255500031,186.7304676969323,0.9612228870391846,423.8349381084091,132.3941295219835,165.10997727174245,0.4226600229740143,463.8598366115637,-59.53808819740711,133.92696566674763,0.7623566389083862,752.5199664353737,136.1380207053185,22.163781489262533,0.051871657371520996,773.904568324375,-67.37527514543835,51.865435712376545,0.0417962372303009,549.2616847431564,148.41772473796325,-448.6041549053637,0.0025471150875091553,789.3584642737842,-88.55167364591476,-209.6050537655537,0.0022746920585632324,3210.006680764809,745.1025579355389,5.556680764808384,359.09016917770066,3204.593319235192,201.82765353658687,6.973361529616767,179.51,3205.673319235192,94.51437659582041,7.463319235191616,179.26,3204.5333192351923,182.65446118467068,7.956680764808384,179.26,3202.6033192351915,541.6576535365868,7.026638470383233,179.46,3202.38,565.5244611846707,7.976638470383233,179.46,3197.21,744.1344611846707,7.9599577055748485,179.64,3196.733319235192,867.1742920069701,6.7299154111496975,179.64,3204.95,392.4776112421617,6.683276940766464,179.77,3204.89,406.8176112421617,6.666723059233536,179.77,2821.855538815329,880.1733192351917,7.943319235191616,89.69,2700.2955388153296,879.5233192351917,7.946638470383233,89.69,2684.785538815329,879.44,7.966680764808384,89.69,2647.0134884128925,859.4458348763054,6.220422944251513,349.47,2651.923446118467,816.2590272282214,6.983361529616767,353.93,2664.270253766551,755.3955811097543,7.983403824041918,346.68,3201.1833192351914,1040.657949597563,9.0899154111497,179.45,3200.5433192351925,1107.304588067946,8.806638470383232,179.45,2717.527272886761,660.9425579355388,6.96,322.4,3199.7633192351923,1189.2511842439042,8.406680764808383,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16147,16147,481.56834793328665,1568978232.37874,481.56834793328665,-85.95954475770179,572.7947605796818,56.542389250080994,556.7716541149553,0.9907010793685912,565.9396207418228,85.34461122214721,593.3092802982151,0.9962862730026244,575.7245057121418,25.48881827002947,599.3572134589116,0.9465541839599608,544.5230409344199,128.98412511590635,606.9798945154523,0.8517894744873047,535.8110978687803,-25.517767819927503,595.3505628714977,0.6620093584060669,443.1443932271607,172.4395328483083,461.0666379551938,0.9389388561248779,476.27509437741827,-64.23355686748211,470.6685518021977,0.9531464576721193,637.1997288080887,272.3265740142358,372.8952569637301,0.9164481163024902,593.4222111249169,-172.02172878506005,334.4782980216749,0.9534488320350648,813.9206486309531,279.8053839355692,221.88395410040488,0.982025146484375,771.5992344969853,-209.1623671333447,185.71067840752568,0.9575479030609132,429.099233480268,134.96770108999013,150.13219297960904,0.4870851039886474,459.3196225417185,-58.03916803035551,114.15495631733508,0.834304928779602,775.9853137538901,138.85078800464166,41.22118653175056,0.06852728128433228,794.5173456669139,-68.03898196092533,48.01549623727161,0.04943457245826721,532.887920293013,151.15009914699866,-464.5663439004715,0.005145132541656494,554.5245261989825,-119.30767658565789,-445.7524904699144,0.002238631248474121,3210.003165206672,745.2959136330768,5.553165206671332,359.047982480056,3204.596834793328,201.58156446699317,6.966330413342663,179.51,3205.6768347933285,94.25422529367852,7.466834793328668,179.26,3204.536834793329,182.3732165337065,7.953165206671332,179.26,3202.6068347933287,541.4115644669931,7.0336695866573375,179.46,3202.38,565.2432165337065,7.983669586657338,179.46,3197.21,743.8532165337065,7.970504379986006,179.64,3196.7368347933284,866.9352340536507,6.751008759972013,179.64,3204.95,392.24206884697924,6.697339173314675,179.77,3204.89,406.5820688469792,6.652660826685325,179.77,2822.136783466293,880.1768347933286,7.9468347933286685,89.69,2700.576783466293,879.5268347933286,7.9536695866573375,89.69,2685.0667834662936,879.44,7.9631652066713325,89.69,2646.974817273385,859.6532528063915,6.114956200139941,349.47,2651.8953216533705,816.5016007396782,6.976330413342662,353.93,2664.206973720084,755.6662790863073,7.965826033356657,346.68,3201.1868347933287,1040.338033807091,9.111008759972012,179.45,3200.546834793329,1106.9917033937486,8.813669586657339,179.45,2717.376103886867,661.1359136330768,6.96,322.4,3199.766834793329,1188.955877360392,8.403165206671332,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16148,16148,481.6,1568978232.4105713,481.6,-96.60591578756626,573.2010403954419,55.63606728812073,555.7208850152882,0.99156391620636,565.8234189926193,83.47100228178464,593.727908987313,0.9958751201629642,578.2145447563598,24.61850535036926,599.7960549680618,0.9538161754608154,543.8208348384896,126.00575088005465,607.2498835540714,0.807702898979187,540.5514858971749,-25.305220338601785,595.8998289867442,0.6843885183334351,446.2911650645323,170.08427231087447,463.1693865096856,0.9567749500274658,481.05152813299225,-64.76095095964033,470.85659846118966,0.9447304010391236,629.7548447035732,271.70780921536135,369.35747503300416,0.9352043867111206,577.1971298718344,-169.4615175636427,326.89717710870553,0.961127519607544,822.6474026720184,278.7379194631664,221.05983674707142,0.9753595590591432,775.3928797185176,-207.5466991863048,187.8700403858912,0.9653366208076476,417.71166466809774,137.94549057363088,140.63004313238685,0.4037696421146393,490.93753033482,-55.76074742261959,131.97477724465193,0.7317140102386475,788.4285721987668,140.64475526429723,50.94710611091728,0.05290931463241577,813.449062279225,-76.5250105122082,82.13535086357099,0.028855443000793457,520.412721006262,153.36821066067174,-482.2213054284603,0.013151824474334715,496.9198173495346,-134.32024682672986,-507.86034280893546,0.006493806838989258,3210.0,745.47,5.55,359.01,3204.6,201.36,6.96,179.51,3205.68,94.02,7.47,179.26,3204.54,182.12,7.95,179.26,3202.61,541.19,7.04,179.46,3202.38,564.99,7.99,179.46,3197.21,743.6,7.98,179.64,3196.74,866.72,6.77,179.64,3204.95,392.03,6.71,179.77,3204.89,406.37,6.64,179.77,2822.39,880.18,7.95,89.69,2700.83,879.53,7.96,89.69,2685.32,879.44,7.96,89.69,2646.94,859.84,6.02,349.47,2651.87,816.72,6.97,353.93,2664.15,755.91,7.95,346.68,3201.19,1040.05,9.13,179.45,3200.55,1106.71,8.82,179.45,2717.24,661.31,6.96,322.4,3199.77,1188.69,8.4,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16149,16149,481.65002453333335,1568978232.4441154,481.65002453333335,-84.8701303412908,578.1012990022414,52.53598930295418,555.9033589955757,0.9909493923187256,563.4462610318831,80.66836115641092,593.0227567743589,0.9952156543731692,579.127523768099,21.98869220099614,597.9433621909843,0.94655179977417,546.8209186616657,125.14928932658829,609.0043097964484,0.8652400970458984,537.4352747699628,-27.412128523230532,594.6828243248996,0.700522243976593,451.83945623014915,168.04525018509233,464.76784461632246,0.9447134733200072,476.53312262986685,-64.83126964391789,470.652669478069,0.9348044395446776,633.7669134196773,268.4067321233612,358.2060699738154,0.9808974266052246,558.827976438816,-166.6928830432916,324.1154281357974,0.9634972214698792,811.8092620561151,273.7253960150779,226.06116360747882,0.9209405183792114,766.8084687845717,-209.78279937624748,197.63336608952176,0.6787201166152954,421.74643012169463,137.09726977323612,132.84447225917842,0.2432673573493957,496.3073185173667,-55.56723035530204,146.1678008509458,0.6623417735099792,721.6113389646939,149.89991537513427,-20.132151111011353,0.08606013655662538,807.6206168131143,-85.83298402200245,91.70482223833315,0.02221387624740601,496.2478316910402,155.87700757472427,-513.4839838646194,0.021041899919509888,408.4450533599352,-149.22222895899012,-597.3357456287678,0.010041415691375729,3209.989995093333,745.7501373866667,5.544997546666665,358.98999018666666,3204.6,201.00982826666657,6.970004906666668,179.49999509333333,3205.6850024533333,93.6448159999999,7.4750024533333335,179.26,3204.545002453333,181.72480618666657,7.9600049066666685,179.26,3202.61,540.8398282666666,7.029995093333332,179.46,3202.385002453333,564.5898037333333,7.9849975466666665,179.46,3197.215002453333,743.1998037333333,7.969995093333331,179.64,3196.74,866.3798331733333,6.8200245333333465,179.64,3204.95,391.69983807999984,6.6649779199999895,179.77,3204.89,406.03983807999987,6.634997546666665,179.77,2822.785193813333,880.18,7.9449975466666665,89.69,2701.230196266667,879.53,7.975007360000004,89.69,2685.715193813333,879.4450024533335,7.954997546666665,89.69,2646.889975466667,860.1201373866667,5.869926399999963,349.47,2651.834982826667,817.0701717333334,6.980004906666669,353.93,2664.05995584,756.3001913600001,7.975012266666673,346.68,3201.195002453333,1039.5897742933332,9.145007360000003,179.45,3200.5550024533336,1106.2697841066665,8.855017173333342,179.45,2717.02989696,661.5851349333334,6.970004906666668,322.4,3199.77,1188.26979392,8.415007360000004,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16150,16150,481.7,1568978232.4776266,481.7,-83.8547708454536,573.1467981131971,49.34978175509225,555.9081427699358,0.9914188385009766,560.7567462031571,78.33014039063552,592.6911297258691,0.9951872229576112,582.8728246860537,19.593003044664307,600.5694407341173,0.9359096884727478,544.1922085924608,123.14448010504287,606.8913883347395,0.8823015689849854,544.3317773509618,-28.606401653038983,596.0922543668261,0.737221360206604,453.00818737970064,169.09634829886596,463.4241870633791,0.9470795392990112,469.52032826391815,-69.68711678064804,471.6334597255109,0.9157811403274536,639.9057202483837,268.91485396380017,367.3434192277911,0.9846256375312804,586.7704253071047,-163.48084983145563,335.75760678509397,0.961775839328766,822.4367309492392,279.39763615610036,221.66958550407452,0.9829087257385254,744.6786714708757,-212.6752863531036,182.93486329726397,0.6302999258041382,421.16484758864163,137.85944326743362,134.75510227972512,0.30340009927749634,497.592938138988,-53.65668274251746,158.5571972190376,0.4323284327983856,718.2011994389447,152.99778298694153,-3.6057341324672048,0.056575030088424676,730.6175232471855,-94.2490170828342,54.29941765306919,0.07001221179962157,472.1534496176413,157.2354318548022,-543.9689020462579,0.022569626569747925,415.056430145474,-141.87092919893166,-554.7865242343985,0.004934459924697876,3209.98,746.03,5.54,358.97,3204.6,200.66,6.98,179.49,3205.69,93.27,7.48,179.26,3204.55,181.33,7.97,179.26,3202.61,540.49,7.02,179.46,3202.39,564.19,7.98,179.46,3197.22,742.8,7.96,179.64,3196.74,866.04,6.87,179.64,3204.95,391.37,6.62,179.77,3204.89,405.71,6.63,179.77,2823.18,880.18,7.94,89.69,2701.63,879.53,7.99,89.69,2686.11,879.45,7.95,89.69,2646.84,860.4,5.72,349.47,2651.8,817.42,6.99,353.93,2663.97,756.69,8.0,346.68,3201.2,1039.13,9.16,179.45,3200.56,1105.83,8.89,179.45,2716.82,661.86,6.98,322.4,3199.77,1187.85,8.43,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16151,16151,481.7333521939628,1568978232.5113552,481.7333521939628,-88.8449284384148,576.8389138095089,46.161215712771615,558.1235945043885,0.9923288822174072,574.3438501967814,75.85799533797051,599.6142895519772,0.994520902633667,586.524595359745,17.853573360306388,602.1131466528645,0.9271805882453918,553.4875908664834,121.09766000039957,615.5519596293364,0.8688449859619141,555.3755834201341,-29.497564574815076,604.311883461115,0.7051559090614319,456.95908493354284,168.534771329958,468.25331126193487,0.9630898237228394,472.2765701989398,-68.96199678096559,477.6202203383518,0.9247090816497804,626.6947270554012,269.32107106246883,352.70840142049406,0.9786559343338012,596.2882861892391,-162.06857796233666,331.0053419560992,0.8987142443656921,801.0648737282436,276.0305359326117,221.02125490266872,0.9380434155464172,745.8706095307913,-211.80624532751926,184.66273551748856,0.6728212833404541,410.2284167097519,136.87058724633687,127.56931874935806,0.26597997546195984,472.86270882671835,-48.240335500976975,181.99751321550704,0.6610170602798462,712.9827997704782,155.86395280522316,3.6350317769039284,0.12192079424858092,696.2303523384386,-97.71850578014784,55.77395406497044,0.14546141028404236,455.7737629778103,133.58597052686744,-559.7588317088861,0.014621108770370485,844.3978105032958,-102.33350852514552,-115.34945112626474,0.005767643451690674,3209.976664780604,746.213437066795,5.54,358.96332956120744,3204.6033352193963,200.42653464226086,6.976664780603727,179.453312586641,3205.6933352193964,93.01985854527949,7.48,179.26,3204.553335219397,181.0631824482981,7.973335219396273,179.26,3202.6133352193965,540.2565346422608,7.02,179.46,3202.393335219396,563.9265176676944,7.96999434181118,179.46,3197.22,742.5365176676944,7.966670438792548,179.64,3196.7433352193957,865.8065346422609,6.893346535773913,179.64,3204.95,391.14654030044966,6.646681755170188,179.77,3204.893335219396,405.4865403004497,6.64000565818882,179.77,2823.4468175517018,880.18,7.960011316377642,89.69,2701.8934823323057,879.5333352193962,7.986664780603727,89.69,2686.376817551702,879.45,7.960005658188819,89.69,2646.806647806037,860.5767666280025,5.619943418111798,349.47,2651.776653464226,817.6501301383429,6.97999434181118,353.93,2663.906630831471,756.9501471129092,7.986659122414906,346.68,3201.2,1038.8264950349392,9.16,179.45,3200.5633352193963,1105.5365006931281,8.853312586640993,179.45,2716.6765855659605,662.0467722861913,6.98,322.4,3199.7733352193964,1187.5698415707132,8.393312586640992,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16152,16152,481.7665817938345,1568978232.5449598,481.7665817938345,-79.08509573546193,581.2236588903186,45.086271290442866,560.3783843528827,0.9930708408355712,571.9675490368852,71.03550728781624,597.8181411287565,0.9049471616744996,579.6794780773364,12.267250630349615,597.0331364590177,0.9948095083236694,555.2915843176366,121.48515650830707,614.888837169065,0.8721236586570741,571.3449976633907,-32.290760815873426,611.4140850385047,0.6558275818824768,451.7243723024904,166.64681529823497,467.1696134425792,0.9651849269866944,472.65678785398245,-70.78180362738061,477.6657128482109,0.9289325475692748,641.6204907152897,267.51095815107084,361.8522985547817,0.981329083442688,589.2788755693384,-166.07541541010158,338.3190115424871,0.5677357912063599,808.952639030164,274.30141115062355,228.1681608548944,0.9250079393386841,769.8311011862793,-194.4379133915611,203.37103577507926,0.7989286184310913,405.6139794675297,139.3207698367305,127.13047596313595,0.2480137646198273,472.7455021784162,-54.84341355027364,188.1255294081062,0.4173539578914641,727.8900316068416,155.37242379131496,18.733807261634126,0.03592395782470703,680.942951713075,-103.92457423087679,71.18273906337498,0.1889077723026276,431.10570329334513,146.9761007482229,-583.1321731122324,0.009035587310791016,568.245098501567,-125.42392310010023,-343.4353646666993,0.006994187831878662,3209.9733418206165,746.3961998660894,5.54,358.95668364123316,3204.6066581793834,200.1939274431588,6.973341820616554,179.4167600267821,3205.696658179383,92.77063654624158,7.48,179.26,3204.556658179383,180.79734564932437,7.976658179383446,179.26,3202.6166581793827,540.0239274431588,7.02,179.46,3202.3966581793834,563.6640038287077,7.960025461849662,179.46,3197.22,742.2740038287077,7.973316358766893,179.64,3196.7466581793838,865.5739274431587,6.916607255684121,179.64,3204.95,390.92390198130914,6.6732654350675675,179.77,3204.8966581793834,405.2639019813091,6.649974538150338,179.77,2823.712654350676,880.18,7.979949076300675,89.69,2702.1559961712924,879.5366581793834,7.983341820616554,89.69,2686.6426543506755,879.45,7.969974538150338,89.69,2646.773418206165,860.7528835073227,5.520254618496625,349.47,2651.753392744316,817.8794143774577,6.970025461849662,353.93,2663.843494591715,757.2093379919087,7.973367282466217,346.68,3201.2,1038.5241056761065,9.16,179.45,3200.5666581793835,1105.2440802142567,8.816760026782099,179.45,2716.533698286512,662.232858045473,6.98,322.4,3199.7766581793835,1187.2907129317905,8.356760026782096,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16153,16153,481.8,1568978232.5787554,481.8,-79.38319327776185,571.9010312459062,39.887070561281924,558.4667184798221,0.9940333962440492,575.2512391834832,67.04089737423362,598.3384938874583,0.9293744564056396,574.3889825050021,8.28926389491366,595.7229505572362,0.9951132535934448,551.3430922861982,120.02844515418077,612.7878451422405,0.924907922744751,566.3053289984275,-35.40754244288414,611.3780603426144,0.6268248558044434,446.3929275382456,170.85470806098155,465.0784781335192,0.9496161937713624,465.3535715685275,-66.41499606590327,480.98717501360886,0.9614843130111694,628.0171985151159,271.56922312824,361.83682038086397,0.9426019191741944,586.7936412530829,-161.833140427326,330.8593898412685,0.9358882904052734,814.8962448293779,282.2014009410991,227.06876039131885,0.9680556654930116,747.9096067916597,-208.086564306692,185.89575886309032,0.7020427584648132,403.4303226666629,140.46734509612872,137.95690710656277,0.3463280498981476,471.7941397059156,-47.945554273853176,203.8991189365876,0.4922446608543396,746.8858518344775,153.29179612162412,33.36099502729979,0.044798731803894036,656.6864975681019,-105.3740917984474,71.83686842361578,0.32082802057266235,417.9624322058507,182.67580982987994,-598.254185954178,0.002437472343444824,537.9412321011464,-118.1006218207965,-303.1988693399918,0.007257699966430664,3209.97,746.58,5.54,358.95,3204.61,199.96,6.97,179.38,3205.7,92.52,7.48,179.26,3204.56,180.53,7.98,179.26,3202.62,539.79,7.02,179.46,3202.4,563.4,7.95,179.46,3197.22,742.01,7.98,179.64,3196.75,865.34,6.94,179.64,3204.95,390.7,6.7,179.77,3204.9,405.04,6.66,179.77,2823.98,880.18,8.0,89.69,2702.42,879.54,7.98,89.69,2686.91,879.45,7.98,89.69,2646.74,860.93,5.42,349.47,2651.73,818.11,6.96,353.93,2663.78,757.47,7.96,346.68,3201.2,1038.22,9.16,179.45,3200.57,1104.95,8.78,179.45,2716.39,662.42,6.98,322.4,3199.78,1187.01,8.32,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16154,16154,481.8250395606771,1568978232.6124446,481.8250395606771,-79.4536353492759,573.274926882635,40.73973601214119,554.0741929616395,0.9883176684379578,575.5737424860548,63.5538689742229,597.9829447628873,0.9402201771736144,578.4128253764493,6.34388739971449,597.2307894462349,0.9952936172485352,551.2254063775879,117.66645217756441,611.8293952835216,0.9209285974502563,581.9653608467397,-27.70685880869253,620.6891947640124,0.6836928129196167,431.6232567046192,168.362616548494,458.2437050653009,0.9554339647293092,465.497959724339,-65.22523309025476,479.761825020932,0.966335117816925,634.8430334872935,268.57457094845853,366.519046594608,0.980640172958374,590.7036032929765,-162.80883749293952,332.00802087436136,0.921944499015808,786.6058240993957,292.2096311029926,210.58039207942403,0.961411476135254,746.8618340083354,-208.47113485300525,184.56323575371292,0.7191183567047119,409.0441681683041,137.05079250867408,137.30305418623846,0.19280704855918884,473.8886108444725,-47.93515328793554,202.72835815641065,0.5721759796142578,714.1461828601892,157.7934899371468,13.765179331140615,0.0801757276058197,661.2127400873312,-103.0580721446046,80.59021358521913,0.3471554517745972,497.34478972541183,136.17244994658736,-514.7278630361153,0.00569450855255127,515.6521373040404,-113.92451731192772,-293.8304918114557,0.007153451442718506,3209.967496043932,746.7202215397919,5.545007912135421,358.9449920878646,3204.612503956068,199.78472307526025,6.977511868203133,179.34995252718747,3205.702503956068,92.33470725098938,7.472488131796867,179.26,3204.562503956068,180.32968351458308,7.985007912135424,179.26,3202.62,539.6147230752603,7.014992087864576,179.46,3202.402503956068,563.1996835145832,7.960015824270843,179.46,3197.222503956068,741.8096835145832,7.969984175729157,179.64,3196.75,865.1647230752603,6.950015824270843,179.64,3204.952503956068,390.5322349434634,6.687480219661445,179.77,3204.9,404.8747388995311,6.6499841757291565,179.77,2824.180316485417,880.1825039560676,7.987480219661446,89.69,2702.620316485417,879.54,7.9825039560677125,89.69,2687.107812529349,879.4525039560679,7.969984175729157,89.69,2646.717464395391,861.0577017594533,5.344881317968672,349.47,2651.7099683514584,818.2852769247397,6.9675118682031325,353.93,2663.734928790781,757.6628046172137,7.957496043932289,346.68,3201.202503956068,1037.9921399978384,9.139968351458313,179.45,3200.57,1104.7271479099738,8.795023736406263,179.45,2716.284833845156,662.5577175837242,6.98,322.4,3199.782503956068,1186.80217164638,8.322503956067711,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
16155,16155,481.85014256020037,1568978232.6462195,481.85014256020037,-78.84727226546552,576.6047322717245,35.525087558373016,557.4982217443034,0.9947046041488647,580.423483067927,62.20452276340863,598.3169578839031,0.947956919670105,574.5543999078386,5.622919739563095,594.9449513056078,0.9947375059127808,543.0829237808127,117.21590828167015,603.2780726061562,0.5880429148674011,588.8378550292972,-24.92786940563015,623.3446166088759,0.6438837051391602,449.4078243711557,167.1699739173966,467.3023454635392,0.9566406011581421,474.8606641800425,-63.111772918736534,483.9425594578354,0.964587926864624,632.1019033499576,269.05251596302963,362.6210236237111,0.9822384715080258,586.3219450573389,-164.64250825689166,320.63946494044154,0.8744893670082092,789.5239520104723,282.936749595933,219.482495590255,0.9316281080245972,769.4598739465787,-200.09618460844916,186.5534291514777,0.9725120067596436,407.54157766876915,138.21103334267912,126.12153821005205,0.15544620156288147,478.78755009623353,-49.26657576774298,203.74402597132485,0.5708125233650208,734.1606099086978,151.71442826124658,24.201725395651465,0.019932329654693604,656.9395407829568,-98.78304912763795,73.03231877358795,0.09025421738624573,417.45553007986837,177.81523052088008,-597.2868949643523,0.0024366676807403564,546.1328934744748,-112.03933822008051,-323.5789556231033,0.0058508217334747314,3209.96498574398,746.8607983371223,5.550028512040086,358.9399714879599,3204.61501425602,199.60900207859694,6.985042768060128,179.31982892775952,3205.7050142560197,92.14894505451682,7.464957231939871,179.26,3204.5650142560207,180.12885951839658,7.9900285120400865,179.26,3202.62,539.439002078597,7.0099714879599135,179.46,3202.40501425602,562.9988595183966,7.970057024080173,179.46,3197.2250142560197,741.6088595183966,7.9599429759198275,179.64,3196.75,864.989002078597,6.9600570240801725,179.64,3204.9550142560197,390.3640448466571,6.6749287198997855,179.77,3204.9,404.70905910267714,6.639942975919827,179.77,2824.381140481604,880.1850142560199,7.974928719899784,89.69,2702.8211404816034,879.54,7.985014256020043,89.69,2687.3061262255833,879.45501425602,7.9599429759198275,89.69,2646.6948716958195,861.1857270570223,5.2695723193987085,349.47,2651.68988595184,818.4609979214031,6.9750427680601295,353.93,2663.6897433916392,757.8560977135434,7.954985743979957,346.68,3201.2050142560197,1037.763702702176,9.119885951839656,179.45,3200.57,1104.5037312142163,8.810085536120257,179.45,2716.1794012471587,662.6957840811024,6.98,322.4,3199.78501425602,1186.5938167503364,8.325014256020044,179.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a,25,1568977693
