,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,dlib_head_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.16_x,H_in-C_out.16_y,H_in-C_out.16_speed,H_in-C_out.16_angle,H_in-C_out.18_x,H_in-C_out.18_y,H_in-C_out.18_speed,H_in-C_out.18_angle,H_in-C_out.19_x,H_in-C_out.19_y,H_in-C_out.19_speed,H_in-C_out.19_angle,H_in-C_out.20_x,H_in-C_out.20_y,H_in-C_out.20_speed,H_in-C_out.20_angle,H_in-C_out.21_x,H_in-C_out.21_y,H_in-C_out.21_speed,H_in-C_out.21_angle,H_in-C_out.22_x,H_in-C_out.22_y,H_in-C_out.22_speed,H_in-C_out.22_angle,H_in-C_out.23_x,H_in-C_out.23_y,H_in-C_out.23_speed,H_in-C_out.23_angle,H_in-C_out.24_x,H_in-C_out.24_y,H_in-C_out.24_speed,H_in-C_out.24_angle,H_in-C_out.25_x,H_in-C_out.25_y,H_in-C_out.25_speed,H_in-C_out.25_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,H_in-C_out.26_x,H_in-C_out.26_y,H_in-C_out.26_speed,H_in-C_out.26_angle,H_in-C_out.27_x,H_in-C_out.27_y,H_in-C_out.27_speed,H_in-C_out.27_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,H_in-C_out.28_x,H_in-C_out.28_y,H_in-C_out.28_speed,H_in-C_out.28_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,H_in-C_out.29_x,H_in-C_out.29_y,H_in-C_out.29_speed,H_in-C_out.29_angle,H_in-C_out.30_x,H_in-C_out.30_y,H_in-C_out.30_speed,H_in-C_out.30_angle,H_in-C_out.31_x,H_in-C_out.31_y,H_in-C_out.31_speed,H_in-C_out.31_angle,H_in-K_out.0_x,H_in-K_out.0_y,H_in-K_out.0_speed,H_in-K_out.0_angle,scenario,participant_id,source_file
16786,16786,503.3,1568815218.3202827,503.3,-95.04083007884516,,509.36453919690695,78.965433285049,658.0977370510874,0.9938262104988098,498.0973217031559,105.75722925210596,699.1401519422342,0.9987914562225342,513.5949124244952,46.02030571801085,689.9781582795457,0.9942570924758912,480.28375191065146,138.3485795495156,704.0765701924195,0.9013276100158693,485.14293947292833,5.591820774436838,684.1029361599981,0.798923671245575,380.79608261912,178.00177597880887,519.6551732686938,0.9740662574768066,439.54502062823786,-22.137614740565915,562.9359128585687,0.9431735277175904,562.6339719433462,227.28562900034183,380.0854989424448,0.98356294631958,526.2066235144956,-84.41479422129599,426.00088711843597,0.4193404614925385,722.7945590670666,247.94801724916348,257.16497436990795,0.5853241086006165,749.74182966502,-141.35701329012667,278.68703078337984,0.8196903467178345,421.407235343567,139.93380150338632,143.5784241169108,0.31226903200149536,420.467689293198,-19.835784045991023,229.32803257156715,0.930174708366394,666.2109588008067,158.0294821626229,26.141958464691506,0.6230645775794983,605.303777942871,-40.556806551022994,28.11854209785168,0.22494813799858093,524.0358917458976,168.2399695299937,-461.3922980710456,0.08822724223136902,832.85084449612,-26.68620489794499,-45.68108759511318,0.004613995552062988,3209.74,811.88,3.71,359.81,3206.16,80.77,6.99,179.26,3203.78,296.24,7.37,179.77,3202.91,508.95,7.29,179.46,3202.65,536.41,7.28,179.46,3197.46,752.3,6.96,179.64,3196.77,861.29,6.97,179.64,3196.57,845.74,7.99,179.64,3098.04,881.57,9.96,89.71,2929.48,881.03,6.99,89.71,3203.68,592.49,8.1,179.46,2777.74,879.94,7.99,89.69,2651.16,826.3,7.99,353.93,3201.33,1024.72,8.32,179.45,2675.07,725.36,7.94,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16787,16787,503.33308302832825,1568815218.3536644,503.33308302832825,-95.04083007884516,,510.09703946103036,78.69064877490945,656.6611464307458,0.9920830726623536,499.195149604341,105.1354549823322,697.009593682539,0.9985398054122924,509.4953136133886,44.71534648080249,688.2479866933954,0.9944635629653932,480.96080517899065,134.18535315059302,701.9559710629288,0.9139021635055542,480.65440576209335,1.5245016238743156,682.3286942839522,0.8368107080459595,381.43620021897993,182.0357924814613,517.6269437054251,0.9869605302810668,430.6217671650892,-23.086143557905125,557.5083147126346,0.9400380253791808,564.5840490867038,227.8489880176112,385.9255139691758,0.09365728497505188,535.6886610065113,-82.71580988863508,433.97532405722535,0.3965271711349487,721.2746193411252,251.41697693523403,249.29774010153656,0.4757464528083801,747.3454405463847,-132.01195120502217,282.89893874458005,0.1838302314281464,405.5586817744692,146.0017899334354,138.16024203629127,0.2639850676059723,408.95668010555886,-19.73765388652145,227.34401944530293,0.8969060182571411,547.0555767969992,153.61072667721535,-62.03066548096211,0.7044942378997803,587.1567389760072,-42.170499556808494,17.55087277055,0.3124370574951172,505.50291994790007,167.48373069023452,-478.8366416055764,0.21591871976852411,845.3294525307982,-28.215279764823546,-50.410548946005534,0.001799941062927246,3209.74,812.0024072048144,3.7066916971671753,359.7934584858358,3206.16,80.53841880170226,6.9933083028328245,179.26,3203.783308302833,295.99518559037097,7.386541514164122,179.77,3202.91,508.7084938932038,7.299924908498474,179.46,3202.6533083028335,536.1718021960367,7.263458485835877,179.46,3197.46,752.0684188017023,6.963308302832824,179.64,3196.7733083028334,861.0584188017023,6.966691697167176,179.64,3196.57,845.475335773374,7.983383394334352,179.64,3098.367521980449,881.573308302833,9.956691697167177,89.71,2929.708272895465,881.03,6.980075091501527,89.71,3203.68,592.2220274705412,8.096691697167175,179.46,2778.004664226625,879.94,7.99,89.69,2651.1302252745045,826.564664226626,7.99,353.93,3201.3333083028333,1024.4454108648756,8.32,179.45,2674.967442612183,725.6048144096291,7.9565415141641225,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16788,16788,503.3665960960925,1568815218.38748,503.3665960960925,-97.69567042444031,,510.1454860232051,78.03286725834347,656.5607416619042,0.9900000095367432,498.7276545589193,103.54342302977949,697.8836536160384,0.9985789060592652,516.4144345972518,43.83302805200128,692.6284945175031,0.994874894618988,479.13233866578565,137.4780380132315,705.399425386128,0.6753374934196472,476.38108138048017,-0.2187755859158456,680.6786683924109,0.8406983017921448,387.7036884757932,182.16797181170392,517.6933058320487,0.9852702617645264,430.76982488890826,-24.13230340034173,555.3454847184322,0.9273412227630616,579.0568298196689,227.79591158035814,396.215690128439,0.9356076717376708,540.857976443251,-82.93846040750861,439.6325399325646,0.4134820699691773,739.5482354321022,250.8126975495536,263.03476328835404,0.4613824188709259,733.892124181082,-128.04745833057908,291.6896967237792,0.03734716773033142,412.90031688123713,146.60618072171127,148.24024846452747,0.21192583441734314,420.2876972086646,-20.586328887029826,240.2752324282803,0.9104486107826232,547.8618415301246,152.76939347279395,-59.753533229418316,0.6330066919326782,612.6516458305083,-39.188492925618455,50.90196873391738,0.3667295575141907,476.8826552020816,167.70709858112838,-518.0408108212042,0.10956186056137084,800.5802029145175,-33.00991155287295,-71.87760827373769,0.004940003156661986,3209.74,812.1264055555424,3.703340390390743,359.77670195195367,3206.16,80.30382732735197,6.9966596096092575,179.26,3203.7866596096087,295.74718888891493,7.403298048046287,179.77,3202.91,508.46384849852416,7.309978828827772,179.46,3202.6566596096086,535.9305081081335,7.246701951953713,179.46,3197.46,751.833827327352,6.966659609609258,179.64,3196.776659609609,860.823827327352,6.963340390390743,179.64,3196.57,845.2072312312595,7.976680780781485,179.64,3098.6993013513165,881.5766596096094,9.953340390390744,89.71,2929.939513063039,881.03,6.970021171172228,89.71,3203.68,591.95057162165,8.093340390390741,179.46,2778.2727687687407,879.94,7.99,89.69,2651.100063513517,826.8327687687407,7.99,353.93,3201.336659609609,1024.1672524024316,8.32,179.45,2674.863552102113,725.8528111110851,7.973298048046288,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16789,16789,503.4,1568815218.4211855,503.4,-95.08822250537659,,508.9999632284514,78.66148343800491,658.747259627983,0.9905757904052734,493.97292633985467,103.5937365344116,698.8558352329379,0.9984642267227172,516.0444428820093,43.93840278606046,694.4240343132602,0.9955573081970216,474.22898517587686,138.03033371587952,706.0100171289581,0.6767622232437134,490.7021668150489,0.32828573034926656,687.9160374335878,0.8344887495040894,382.1463162013219,181.6724536460255,517.0085461326662,0.9850277304649352,417.28432921204217,-26.019476198156056,547.5976839063259,0.9229894876480104,569.0603583780203,228.8060570003799,391.032872081968,0.10535457730293274,538.7142188847575,-84.06778926226387,420.6659125591208,0.8835592269897461,749.3595069311638,249.35824783019245,270.7745951328561,0.3979065418243408,766.2100358466294,-134.71819242836838,287.4154235302566,0.8194640874862671,401.6445564865419,147.87030042150587,146.31055287050103,0.5521600246429443,410.8161644600838,-21.892511265463067,238.43387757477632,0.8919450044631958,504.8352004280325,151.83746073874306,-86.77026174377086,0.6273834109306335,600.1188744370238,-39.75702127785318,47.28546435970173,0.3640724718570709,473.7018823345342,165.50384031291662,-529.0800971313192,0.062108278274536126,711.6958580755597,-44.61928965882223,-152.9967410475494,0.0036624670028686523,3209.74,812.25,3.7,359.76,3206.16,80.07,7.0,179.26,3203.79,295.5,7.42,179.77,3202.91,508.22,7.32,179.46,3202.66,535.69,7.23,179.46,3197.46,751.6,6.97,179.64,3196.78,860.59,6.96,179.64,3196.57,844.94,7.97,179.64,3099.03,881.58,9.95,89.71,2930.17,881.03,6.96,89.71,3203.68,591.68,8.09,179.46,2778.54,879.94,7.99,89.69,2651.07,827.1,7.99,353.93,3201.34,1023.89,8.32,179.45,2674.76,726.1,7.99,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16790,16790,503.4330390597782,1568815218.4544225,503.4330390597782,-97.18454042282411,,500.1601745496853,80.1113853331782,655.4686324119102,0.989116668701172,489.2506426388833,103.79203740806757,697.2594345628656,0.9980942010879515,512.7796817845167,44.04633502053424,692.6354813625193,0.9960579872131348,469.8447905971922,137.84304333788106,704.0045788574953,0.6730108857154846,481.3306548623648,-0.8411344604119866,681.7820939403251,0.8466396331787109,377.79562150179237,181.00868944883442,512.4729626322543,0.9882371425628662,420.90841204423316,-26.22869085252213,549.4100186414729,0.9270869493484496,551.8489372512378,223.85371092208663,375.4490805959977,0.9816190004348756,526.0167751484092,-84.44263277336461,425.860152529538,0.4468916356563568,736.3056589923848,252.60487446235004,250.74109493907451,0.9489221572875975,746.6797916561203,-126.81845874739705,295.8773682718596,0.048185139894485474,412.6611141820591,144.97365062330445,139.62113405855712,0.22188547253608704,423.21449755075963,-17.825742650431682,248.99351820927646,0.8618761301040649,510.6698981775949,160.9358590767906,-86.21041835128919,0.4194861352443695,608.8429661962547,-33.85168657814383,64.7289468607232,0.5194244980812073,464.10636915747233,167.5952815532377,-538.8833988188704,0.06258875131607056,771.0799698237628,-13.869606120496464,-114.67247872748716,0.02282616496086121,3209.74,812.3722445211794,3.6966960940221787,359.78973515380034,3206.163303905978,79.84203048753035,6.9834804701108935,179.26,3203.79,295.25551095764126,7.410088282066536,179.77,3202.913303905978,507.97881486361916,7.310088282066537,179.46,3202.66,535.4521187695971,7.233303905977821,179.46,3197.4633039059777,751.3687265815526,6.973303905977821,179.64,3196.78,860.3587265815526,6.966607811955643,179.64,3196.573303905978,844.6756875217743,7.960088282066537,179.64,3099.3603905977825,881.58,9.946696094022178,89.71,2930.401273418447,881.0333039059777,6.9566960940221785,89.71,3203.683303905978,591.4123836157963,8.09,179.46,2778.8043124782257,879.9433039059779,7.98669609402218,89.69,2651.0435687521776,827.3610085722479,7.973480470110895,353.93,3201.343303905978,1023.6157758038407,8.32,179.45,2674.657578914688,726.3444890423588,7.99,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16791,16791,503.4668267988804,1568815218.4884126,503.4668267988804,-95.13530043245865,,504.2625640258888,79.70668592221631,656.4144247073616,0.987552523612976,489.42631080851083,102.75286576258272,696.2722840566098,0.9981058835983276,512.4375775913046,43.58219617868875,692.789748916299,0.9960439205169678,465.8561376437558,135.83667729035466,702.5718269504048,0.6896383762359619,476.24635014493055,-2.426406770497356,681.0415359441845,0.8340690135955809,382.37316769362326,178.1407346988718,514.984385756082,0.9907847046852112,424.5315925973623,-27.147503595309853,553.0811149284697,0.92846417427063,563.7630794118095,225.3361170104716,391.65634971879683,0.982235550880432,540.1729982022644,-83.19898925849773,422.7728945055612,0.8601711988449097,724.4204114744583,251.79899352206687,248.9552741322441,0.4427548348903656,758.068526469149,-135.81779457742874,280.5176295946691,0.8085176944732666,408.1711441764221,140.04254926643327,126.29995330046637,0.228753000497818,411.4353612865802,-19.0424430884962,250.79792486550588,0.8416850566864014,502.99858287304994,158.23499430515983,-91.16243939076318,0.5783913731575012,617.4196311382974,-27.61974053398469,80.54889051745602,0.5797750353813171,450.4624479711831,169.9316069377397,-555.2089446342366,0.014553964138031006,705.1957782160645,-10.45783446355836,-158.24967398090638,0.01649501919746399,3209.74,812.4972591558576,3.69331732011196,359.8201441189924,3206.1666826798883,79.60889508772524,6.9665866005598005,179.26,3203.79,295.00548168828504,7.399951960335881,179.77,3202.9166826798883,507.73216436817313,7.29995196033588,179.46,3202.66,535.2088470480612,7.23668267988804,179.46,3197.4666826798875,751.1322124078372,6.9766826798880395,179.64,3196.78,860.1222124078372,6.973365359776079,179.64,3196.5766826798877,844.4053856089569,7.949951960335881,179.64,3099.6982679888038,881.58,9.943317320111962,89.71,2930.6377875921626,881.036682679888,6.95331732011196,89.71,3203.686682679888,591.1387029290687,8.09,179.46,2779.0746143910437,879.9466826798881,7.98331732011196,89.69,2651.016538560896,827.6279317111553,7.956586600559803,353.93,3201.3466826798876,1023.3353375692926,8.32,179.45,2674.552836923471,726.594518311715,7.99,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16792,16792,503.5,1568815218.5217845,503.5,-96.58876677349173,,500.0348622559262,79.2512273242887,654.9742551474224,0.9876670837402344,485.2685634438794,102.30801780964056,694.0452637172847,0.9981751441955566,503.6484765695849,42.921654287968074,689.3046541552676,0.9962217807769777,465.6292301576463,135.36255347073862,701.3262461299814,0.7070490121841431,469.5762411887785,-2.666628212105464,678.3361693389315,0.8335736989974976,380.8706313208886,176.80669055972805,518.5504415823426,0.9914141297340392,415.6306719364712,-27.495463899033485,549.4336270047895,0.9249743223190308,559.3181070310774,225.32394680831692,381.6927795701706,0.9782916307449341,528.5958390023516,-83.51757151883747,429.6432038234108,0.4974696040153504,733.3018358318304,250.69009982670272,274.091279860756,0.528595507144928,734.1626415852704,-128.42506755686765,285.5425328411648,0.035486310720443726,395.625381385851,146.1582822177813,150.3541170444361,0.30946001410484314,409.45450392036025,-23.20970000062161,251.99871258634892,0.8348312377929688,485.57756081538435,150.60364602669074,-97.52026993861223,0.5860864520072937,618.9937422036346,-27.248349606570052,84.4527036397554,0.4682394862174988,448.03097363388366,159.32054683041832,-559.2840225139087,0.0071361660957336434,667.3846213709209,-6.332070105461218,-184.1443452717812,0.009939610958099363,3209.74,812.62,3.69,359.85,3206.17,79.38,6.95,179.26,3203.79,294.76,7.39,179.77,3202.92,507.49,7.29,179.46,3202.66,534.97,7.24,179.46,3197.47,750.9,6.98,179.64,3196.78,859.89,6.98,179.64,3196.58,844.14,7.94,179.64,3100.03,881.58,9.94,89.71,2930.87,881.04,6.95,89.71,3203.69,590.87,8.09,179.46,2779.34,879.95,7.98,89.69,2650.99,827.89,7.94,353.93,3201.35,1023.06,8.32,179.45,2674.45,726.84,7.99,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16793,16793,503.5332341377794,1568815218.5552804,503.5332341377794,-97.2284008445516,,495.0669784937672,80.82956692316505,653.7623616016443,0.9907060861587524,484.37578119787,103.20083866364807,695.1374439712082,0.9982142448425292,502.7918396485951,43.32989365420697,689.6957300102008,0.9963914155960084,465.12581514794687,134.6700212710899,701.9867727019005,0.6761566996574402,477.85080700079874,-2.11428863096058,682.6026275145193,0.8739931583404541,381.2941350979188,176.86128779640853,517.7899290414335,0.9907181262969972,422.52876915725335,-27.99205889451084,551.0682703113163,0.9236701726913452,560.2492740311202,223.24778328627545,384.65140759680105,0.9814355373382568,535.9209940198539,-82.85006481122836,436.1325305698351,0.4080750644207001,738.4238870371039,250.65494399973727,254.4146209461044,0.9423160552978516,729.8743314966258,-124.60231043413212,295.3412060651075,0.048150420188903816,401.1167580956328,140.84247540048256,132.3103153727283,0.11720189452171326,409.49909570700913,-24.392723527452503,251.57756536217738,0.8781960010528564,551.3243393759324,149.32556374724672,-57.506048209687634,0.36995694041252136,621.4951274512719,-25.290470208578768,81.61775018128013,0.4970397353172302,443.2141269039522,155.55221244786634,-564.5668943819443,0.005000650882720947,677.2497984719041,1.045251412781807,-203.64337547280275,0.0017012059688568115,3209.74,812.7429663097836,3.6866765862220654,240.2569552010525,3206.1733234137782,79.14736103554462,6.959970241333803,179.26,3203.79,294.5140673804329,7.386676586222067,179.77,3202.9233234137782,507.2473907942109,7.299970241333803,179.46,3202.663323413778,534.7273907942108,7.243323413777933,179.46,3197.47,750.6673610355448,6.98,179.64,3196.78,859.6606844493226,6.976676586222067,179.64,3196.58,843.8774503115433,7.9499702413338005,179.64,3100.3623413777937,881.5833234137781,9.946646827555867,89.71,2931.1026389644558,881.04,6.953323413777933,89.71,3203.6933234137773,590.6008034839873,8.083353172444133,179.46,2779.605873102235,879.95,7.98,89.69,2650.9600892759986,828.1525496884567,7.946646827555868,353.93,3201.353323413778,1022.7808332426537,8.333293655111735,179.45,2674.350297586662,727.0826092057891,7.99,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16794,16794,503.5667280133608,1568815218.5890381,503.5667280133608,-96.56856639116964,,494.69335164449797,79.87328792666608,653.7851235450422,0.9881335496902466,479.8348583435977,102.82070804881648,693.6429792856804,0.9980227947235109,506.7523737458313,43.13883452498988,692.1677016799623,0.996020257472992,465.20702462230463,135.307576772263,701.7828799527646,0.6636186838150024,478.4926348627793,-1.4503048241102423,683.5807026175397,0.8583033084869385,381.0157512147461,174.99775676992172,518.3064908978968,0.9931320548057556,411.1688174968247,-27.73149183954862,547.4803310536889,0.9374603033065796,560.362681576677,223.7899582448283,383.7576164559394,0.9815106391906738,517.4559377627182,-84.35214203473302,427.34182821643617,0.5421713590621948,725.2702172793802,250.72090273363318,241.19138866682053,0.9408770799636841,728.3085414214479,-121.63544498869804,299.04798951924795,0.036859482526779175,412.3494651322908,137.01018932891898,124.79465509696709,0.18477946519851685,420.77421665177286,-24.80345262127472,241.70847800466083,0.9049574136734008,495.6248248000707,151.30707565710682,-159.75830660755153,0.06478172540664673,615.7961841460062,-21.509429320814792,66.9920884152308,0.4271182417869568,437.1608287327903,168.96273548346898,-580.4504217525674,0.002047121524810791,663.8632189136944,-0.2940883330941804,-200.6590715080093,0.004180610179901123,3209.74,812.8668936494344,3.683327198663936,119.72924392172108,3206.1766728013363,78.91290390647549,6.970018404008193,179.26,3203.79,294.26621270113117,7.383327198663935,179.77,3202.9266728013363,507.00288550246734,7.3100184040081935,179.46,3202.666672801336,534.4828855024673,7.2466728013360635,179.46,3197.47,750.4329039064755,6.98,179.64,3196.78,859.4295767078116,6.9733271986639345,179.64,3196.58,843.6128486944508,7.960018404008192,179.64,3100.6972801336065,881.586672801336,9.953345602672131,89.71,2931.337096093525,881.04,6.9566728013360635,89.71,3203.6966728013363,590.3295030917787,8.076654397327871,179.46,2779.873824106885,879.95,7.98,89.69,2650.9299447879753,828.417151305549,7.953345602672129,353.93,3201.356672801336,1022.4994846877707,8.346691205344257,179.45,2674.249815959918,727.3271144975328,7.99,337.35,,,,,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
16795,16795,503.6,1568815218.6225722,503.6,-92.96950219634384,,498.33439203517975,78.6578598556785,656.8561753663344,0.9884177446365356,482.8972459333965,102.589102128221,697.2934037294932,0.99797523021698,497.88058372691285,42.52778568242546,691.5084919349329,0.9959103465080258,462.4137036045365,136.2967016991081,702.8585468981782,0.6219577193260193,474.11574495747146,-1.647360338375015,684.6170473847509,0.8441395759582521,376.295783873682,174.93148384693782,515.2154989275092,0.9898937940597534,405.53168819954004,-28.2894944236687,544.3668462600549,0.9195218682289124,564.900997664913,224.14121528781502,386.11216690487277,0.9829841852188108,506.3791016297972,-85.80160997548745,421.2035958122502,0.4513815045356751,717.9056163855385,251.10599989320664,244.9582793129622,0.4503064155578613,726.6159765126421,-120.20463574026951,302.5969637534725,0.046190232038497925,413.44160577748033,136.50982416961693,118.92788212761421,0.148721843957901,419.0744632748385,-28.149508404542843,234.43579021414726,0.9000805616378784,597.2060219240037,143.9971316545626,-71.45010856117713,0.1827664375305176,609.921053458038,-23.906660402102734,44.40696196841328,0.3687962591648102,436.7909217051196,175.45690691974957,-581.8643362680574,0.004090428352355957,639.3178289261473,-30.102553766233807,-260.55105661847256,0.003465414047241211,3209.74,812.99,3.68,0.0,3206.18,78.68,6.98,179.26,3203.79,294.02,7.38,179.77,3202.93,506.76,7.32,179.46,3202.67,534.24,7.25,179.46,3197.47,750.2,6.98,179.64,3196.78,859.2,6.97,179.64,3196.58,843.35,7.97,179.64,3101.03,881.59,9.96,89.71,2931.57,881.04,6.96,89.71,3203.7,590.06,8.07,179.46,2780.14,879.95,7.98,89.69,2650.9,828.68,7.96,353.93,3201.36,1022.22,8.36,179.45,2674.15,727.57,7.99,337.35,3206.0,714.91,8.33,359.99,,,,,,,,,,,,,,,,,,,,,3a,20,1568814665
