,Unnamed: 0,Unnamed: 0.1,time,sim_time,helmet_tracker_yaw,x_0,y_0,z_0,score_0,x_1,y_1,z_1,score_1,x_2,y_2,z_2,score_2,x_3,y_3,z_3,score_3,x_4,y_4,z_4,score_4,x_5,y_5,z_5,score_5,x_6,y_6,z_6,score_6,x_7,y_7,z_7,score_7,x_8,y_8,z_8,score_8,x_9,y_9,z_9,score_9,x_10,y_10,z_10,score_10,x_11,y_11,z_11,score_11,x_12,y_12,z_12,score_12,x_13,y_13,z_13,score_13,x_14,y_14,z_14,score_14,x_15,y_15,z_15,score_15,x_16,y_16,z_16,score_16,TESIS_0_x,TESIS_0_y,TESIS_0_speed,TESIS_0_angle,H_in-C_out.8_x,H_in-C_out.8_y,H_in-C_out.8_speed,H_in-C_out.8_angle,H_in-C_out.9_x,H_in-C_out.9_y,H_in-C_out.9_speed,H_in-C_out.9_angle,H_in-C_out.10_x,H_in-C_out.10_y,H_in-C_out.10_speed,H_in-C_out.10_angle,E_in-C_out.1_x,E_in-C_out.1_y,E_in-C_out.1_speed,E_in-C_out.1_angle,E_in-C_out.2_x,E_in-C_out.2_y,E_in-C_out.2_speed,E_in-C_out.2_angle,E_in-C_out.3_x,E_in-C_out.3_y,E_in-C_out.3_speed,E_in-C_out.3_angle,E_in-C_out.4_x,E_in-C_out.4_y,E_in-C_out.4_speed,E_in-C_out.4_angle,E_in-C_out.5_x,E_in-C_out.5_y,E_in-C_out.5_speed,E_in-C_out.5_angle,H_in-C_out.11_x,H_in-C_out.11_y,H_in-C_out.11_speed,H_in-C_out.11_angle,H_in-C_out.12_x,H_in-C_out.12_y,H_in-C_out.12_speed,H_in-C_out.12_angle,E_in-C_out.6_x,E_in-C_out.6_y,E_in-C_out.6_speed,E_in-C_out.6_angle,E_in-C_out.7_x,E_in-C_out.7_y,E_in-C_out.7_speed,E_in-C_out.7_angle,E_in-C_out.8_x,E_in-C_out.8_y,E_in-C_out.8_speed,E_in-C_out.8_angle,E_in-C_out.9_x,E_in-C_out.9_y,E_in-C_out.9_speed,E_in-C_out.9_angle,E_in-C_out.10_x,E_in-C_out.10_y,E_in-C_out.10_speed,E_in-C_out.10_angle,H_in-C_out.13_x,H_in-C_out.13_y,H_in-C_out.13_speed,H_in-C_out.13_angle,H_in-C_out.14_x,H_in-C_out.14_y,H_in-C_out.14_speed,H_in-C_out.14_angle,E_in-C_out.11_x,E_in-C_out.11_y,E_in-C_out.11_speed,E_in-C_out.11_angle,E_in-C_out.12_x,E_in-C_out.12_y,E_in-C_out.12_speed,E_in-C_out.12_angle,conflict_3a_x,conflict_3a_y,conflict_3a_speed,conflict_3a_angle,E_in-C_out.13_x,E_in-C_out.13_y,E_in-C_out.13_speed,E_in-C_out.13_angle,E_in-C_out.14_x,E_in-C_out.14_y,E_in-C_out.14_speed,E_in-C_out.14_angle,H_in-C_out.15_x,H_in-C_out.15_y,H_in-C_out.15_speed,H_in-C_out.15_angle,E_in-C_out.15_x,E_in-C_out.15_y,E_in-C_out.15_speed,E_in-C_out.15_angle,scenario,participant_id,source_file
20503,20503,398.62006043500196,1569498545.1700926,398.62006043500196,-87.09214157581323,670.5893088598235,36.22488496431989,604.1623935107489,0.9956494569778442,679.2091496274735,61.29582636112965,655.7059723540863,0.9466196298599244,676.1700581763313,5.8214837918148925,648.0876648065515,0.8961812257766724,622.62702547862,108.40993464557272,651.6745942879886,0.8860765695571899,663.2066258143,-26.366870888360314,657.6435060015043,0.5774580836296082,551.5226354455679,142.76511346350156,531.5182603443983,0.9524147510528564,566.1749516098957,-55.02611718303484,537.5407814614045,0.8906773924827576,690.7943555340943,215.19128495180016,375.52115721244036,0.9713693261146544,614.8102059536739,-171.08704034936414,347.84291188961146,0.8915887475013733,858.3461088197785,270.990156320046,230.51827226236668,0.9343098402023317,736.8145199602229,-182.0533617582996,179.00538920414402,0.8897166252136229,462.25699054498136,135.85353114387235,128.522188224199,0.0666205883026123,468.49242962492434,-75.33628959176268,132.60669088764186,0.16813167929649353,858.326962465896,177.74146310420693,64.38395313784703,0.003093630075454712,1039.4056500785523,-33.46444271343428,292.4707781941925,0.046502470970153816,532.8814574948503,170.98718617396312,-487.27845950907476,0.001399904489517212,862.851652032666,-74.07572611297651,-102.64616127106041,0.01140323281288147,3209.512036261001,798.8943444795112,5.6979939564998,2.7406647850220143,3205.0320060434997,167.74957695498597,6.9580241740007995,179.26,3203.12,518.2715829984862,6.954012087000399,179.46,3203.46,376.7715225634842,7.8920060435002,179.77,3206.5520060434997,174.99954673748502,7.354072522002403,179.26,3206.0,189.4635588244854,7.419969782498999,179.26,3205.45,268.2834681719824,8.917933521497797,179.75,3205.1,354.31547421548265,8.7179939564998,179.77,3204.2620060434997,529.749576954986,7.081945608498199,179.46,2985.200483480016,881.01,7.989969782498998,89.71,2848.740423045014,880.6120060435002,6.98,89.69,3202.69,760.2815527809853,7.419969782498999,179.99,3202.69,774.5315527809853,7.3940120870004,179.99,3202.5520060434997,896.9074802589827,8.603951651998399,179.45,3202.4020060434996,913.1974802589828,8.540030217501,179.45,3201.0020060435004,1058.9815527809853,7.3640423045014,179.45,2674.087812651494,727.7264411755147,7.9779939564998,337.35,2675.6198186949937,721.8584472190147,7.948024174000801,337.35,3200.4820060435,1113.8934379544814,9.2779939564998,179.45,3200.0820060435003,1155.1774500414815,9.1279939564998,179.45,3206.0,744.0065016105167,8.34,359.99,3199.5420060435004,1211.6475104764838,8.197993956499799,179.45,3199.3920060435003,1227.809486302483,8.5260181305006,179.45,,,,,,,,,3a,29,1569497852
20504,20504,398.63984851675605,1569498545.203473,398.63984851675605,-86.64154589625862,663.8637521671459,34.927896672369805,601.9312785056122,0.9948328733444214,679.167729403212,59.81010043067912,655.7896907404357,0.9518893957138062,675.8289095635411,1.4651094818985302,651.0989791500157,0.9804877638816832,630.2141910350214,105.5920363862652,655.5930764724518,0.8795623779296875,665.5433730207677,-28.015988402921117,660.3886256615002,0.6187058091163635,557.3960179626606,139.89128803731742,540.4060953318531,0.947772741317749,567.7343794723834,-56.175532294997616,543.9958490256788,0.7820398807525635,687.5280718761412,215.7215981731963,381.2796200609118,0.5540574789047241,605.2987948106618,-173.62353349757961,339.82737922838754,0.8772758245468141,854.0524125383798,272.376796328898,233.6868744487176,0.9350372552871704,742.5535102724019,-188.97959508315566,182.9513524758152,0.9270877838134766,450.6140838767255,137.2997093437004,132.42264144279446,0.0770430862903595,482.2861586131228,-67.31124617609781,137.87558889435385,0.13019272685050964,903.6509926951303,188.50503070366452,110.82615404549513,0.004259109497070313,1652.0614425598947,41.74979633305148,802.6294730329233,0.023727834224700928,492.27880598295394,199.56544797316215,-533.6547778526974,0.00340917706489563,854.6080128538125,-67.14074657788542,-125.94257648275692,0.00223618745803833,3209.523909110053,799.0071365455093,5.696015148324396,2.958333684316412,3205.0339848516755,167.6110603827077,6.9659394067024145,179.26,3203.12,518.1350452343834,6.957969703351207,179.46,3203.46,376.6151967176273,7.8939848516756035,179.77,3206.5539848516755,174.85113612432968,7.377818220107246,179.26,3206.0,189.3191058276809,7.410075741621982,179.26,3205.45,268.10933305254684,8.89616663156836,179.75,3205.1,354.1433179042225,8.716015148324399,179.77,3204.263984851676,529.6110603827077,7.064136334919566,179.46,2985.3587881340477,881.01,7.980075741621982,89.71,2848.8789396172924,880.6139848516756,6.98,89.69,3202.69,760.1351209760053,7.410075741621982,179.99,3202.69,774.3851209760053,7.397969703351206,179.99,3202.5539848516755,896.7373027558981,8.588121186595169,179.45,3202.4039848516754,913.027302755898,8.549924258378018,179.45,3201.0039848516763,1058.8351209760053,7.377893961729226,179.45,2674.026469598057,727.870894172319,7.9760151483243975,337.35,2675.560454449732,722.0048790239947,7.955939406702416,337.35,3200.4839848516754,1113.709408794169,9.276015148324397,179.45,3200.083984851676,1154.99737849752,9.126015148324397,179.45,3206.0,744.1707426890753,8.34,359.99,3199.543984851676,1211.487227014276,8.196015148324394,179.45,3199.393984851676,1227.6412876075738,8.531954555026811,179.45,,,,,,,,,3a,29,1569497852
20505,20505,398.6597889580333,1569498545.2371106,398.6597889580333,-92.4345846442834,667.6413063113675,31.29365929432125,601.5718030291114,0.9945491552352904,679.5704717154888,56.53392712783797,654.8220301191492,0.9617613554000854,679.8475165418488,-1.2410109328918804,651.3946773099217,0.9803131818771362,636.5611509337359,103.50465532688072,658.8883397443421,0.8824481964111328,667.1839977817657,-30.16193050935087,661.8709575112881,0.5093094706535339,549.2648634440346,135.49998102382932,537.8253690104631,0.9284893274307252,568.6351005432688,-58.18218031611321,543.472123226275,0.7939981818199158,684.6560736592984,212.58459610096975,369.56626657482315,0.7179856300354004,616.2036160856524,-174.85796548654454,344.6380672894329,0.8545230031013489,850.4414971207777,274.77415416417347,236.6616908093756,0.9087189435958862,743.0551474972749,-190.05323638612046,183.3060337210001,0.9258512258529664,431.39263702117034,136.4443375506519,122.1582368762185,0.2652208209037781,497.52109316141264,-61.52175305027088,146.49277681442192,0.14417317509651184,745.8209893117697,186.2067326916364,-44.46527659339751,0.005820870399475098,1208.5161407327369,-9.006915267722986,403.2090405792806,0.015296101570129396,470.8154890518098,188.73035854764998,-554.8195323864037,0.0016816258430480955,730.5686770643733,-84.09047501062228,-266.02610099586343,0.0015872716903686526,3209.53587337482,799.1207970607898,5.694021104196673,3.1776785383661528,3205.035978895803,167.47147729376698,6.973915583213315,179.26,3203.12,517.9974561895704,6.9619577916066575,179.46,3203.46,376.457667231537,7.895978895803329,179.77,3206.555978895803,174.70158281475037,7.401746749639944,179.26,3206.0,189.17354060635705,7.400105520983358,179.26,3205.45,267.93385716930703,8.874232146163385,179.75,3205.1,353.96983606511037,8.714021104196673,179.77,3204.265978895803,529.4714772937671,7.046189937770042,179.46,2985.5183116642665,881.01,7.970105520983357,89.71,2849.018522706233,880.6159788958032,6.98,89.69,3202.69,759.9875617105538,7.400105520983358,179.99,3202.69,774.2375617105538,7.401957791606658,179.99,3202.555978895803,896.5658149609137,8.57216883357337,179.45,3202.4059788958034,912.8558149609137,8.559894479016643,179.45,3201.0059788958033,1058.6875617105538,7.391852270623302,179.45,2673.964654230097,728.016459393643,7.974021104196671,337.35,2675.5006331259,722.1524382894463,7.963915583213315,337.35,3200.4859788958033,1113.5239626902903,9.27402110419667,179.45,3200.0859788958032,1154.8159204818974,9.124021104196672,179.45,3206.0,744.3362483516762,8.34,359.99,3199.5459788958033,1211.3257094399305,8.19402110419667,179.45,3199.395978895803,1227.471793856717,8.537936687409987,179.45,,,,,,,,,3a,29,1569497852
20506,20506,398.67983511816345,1569498545.2709265,398.67983511816345,-92.49644682652884,663.577768464221,31.22891995644137,601.8579607401791,0.9948077201843262,678.9502827228392,55.48615900267919,656.0869640170109,0.9563615322113036,683.267088472687,-1.330683599770568,653.4822846725266,0.9797844290733336,626.2986079185207,102.86877650539795,655.2603322466044,0.8770958185195923,671.72546175453,-32.133548579407844,664.0056956599984,0.5225193500518799,542.9632976745338,133.29054731595664,538.7676840810299,0.9071283936500548,568.7996184235809,-61.1320549315129,543.2244258927184,0.8412702083587646,678.7790741810951,213.6439140098703,367.6932553004928,0.9778838157653807,613.7692035696905,-177.36530028862296,342.6518191669129,0.8628604412078857,847.8876501054359,278.3028099193279,241.71733319419343,0.8890156745910645,752.8110307180107,-188.52502790543758,184.20074101046345,0.928210973739624,448.82036921914454,139.90535970475543,49.93658728578797,0.1876482665538788,505.17693546379763,-54.58520318675604,146.72392758928666,0.1257489025592804,,,,0.0066822469234466535,803.8851771646307,-61.428721313285024,-3.1831865058063045,0.028217881917953488,452.49986614754073,160.32312515252477,-570.3122381903885,0.0016207993030548096,754.5949626649752,-78.38794222562149,-247.10684669949944,0.001961737871170044,3209.5479010708978,799.2350601735318,5.692016488183656,3.398186299798033,3205.0379835118165,167.3311541728558,6.981934047265384,179.26,3203.12,517.8591376846722,6.9659670236326905,179.46,3203.46,376.2993025665087,7.897983511816347,179.77,3206.5579835118165,174.5512366137741,7.425802141796149,179.26,3206.0,189.0272036374068,7.390082440918271,179.26,3205.45,267.7574509601616,8.852181370020197,179.75,3205.1,353.79543447197784,8.712016488183655,179.77,3204.2679835118165,529.3311541728558,7.028148393652887,179.46,2985.6786809453083,881.01,7.960082440918271,89.71,2849.158845827145,880.6179835118163,6.98,89.69,3202.69,759.8392201255905,7.390082440918271,179.99,3202.69,774.0892201255905,7.405967023632692,179.99,3202.5579835118165,896.3934179837943,8.556131905469233,179.45,3202.4079835118164,912.6834179837942,8.569917559081729,179.45,3201.007983511817,1058.5392201255904,7.405884582714419,179.45,2673.9025111336928,728.1627963625932,7.9720164881836535,337.35,2675.4404946455097,722.3007798744096,7.971934047265385,337.35,3200.4879835118163,1113.33753340108,9.272016488183654,179.45,3200.087983511817,1154.6335004247126,9.122016488183654,179.45,3206.0,744.5026314807567,8.34,359.99,3199.547983511817,1211.163335542876,8.192016488183654,179.45,3199.397983511817,1227.301401495611,8.543950535449039,179.45,,,,,,,,,3a,29,1569497852
20507,20507,398.7,1569498545.3049426,398.7,-91.0616885390979,653.1412243865872,27.65571381314269,594.7582674490404,0.9949633479118348,679.8231869788276,53.6774930345926,654.1819518021994,0.9685875177383424,680.1636733374701,-4.37478766358749,651.852058463935,0.9772297143936156,627.9836855789646,101.90542797680745,657.2225166970486,0.8742163777351379,664.1152990984392,-37.07171593035826,662.0271415843179,0.5031439661979675,546.8210568470773,133.6364226995073,540.0127195172878,0.9117482900619508,571.3915261856232,-63.2699590064865,529.1246858095445,0.4934362471103668,674.9702099696808,214.88399443060916,366.0895724903272,0.9787968993186952,625.2636195737772,-173.52559547597642,348.58883144807737,0.8516098260879517,841.9166738960142,280.75581423133303,237.72189611140004,0.8772021532058716,757.2278109675142,-190.2077147571181,185.26520101768585,0.9355615377426147,463.3557867450669,139.8106851848568,33.80588551036297,0.13960185647010806,530.0561636675742,-60.78395761152116,145.852864941301,0.2449008226394653,384.714311373892,186.34436818509843,-532.2768576168891,0.012608975172042848,656.721925669047,-78.80986196682139,-125.51892162372442,0.030676066875457764,432.2783398894751,171.50361035725473,-584.401122051514,0.00137445330619812,809.6452213767,-68.93014844391914,-189.62184800114133,0.0022653937339782715,3209.56,799.35,5.69,3.62,3205.04,167.19,6.99,179.26,3203.12,517.72,6.97,179.46,3203.46,376.14,7.9,179.77,3206.56,174.4,7.45,179.26,3206.0,188.88,7.38,179.26,3205.45,267.58,8.83,179.75,3205.1,353.62,8.71,179.77,3204.27,529.19,7.01,179.46,2985.84,881.01,7.95,89.71,2849.3,880.62,6.98,89.69,3202.69,759.69,7.38,179.99,3202.69,773.94,7.41,179.99,3202.56,896.22,8.54,179.45,3202.41,912.51,8.58,179.45,3201.01,1058.39,7.42,179.45,2673.84,728.31,7.97,337.35,2675.38,722.45,7.98,337.35,3200.49,1113.15,9.27,179.45,3200.09,1154.45,9.12,179.45,3206.0,744.67,8.34,359.99,3199.55,1211.0,8.19,179.45,3199.4,1227.13,8.55,179.45,,,,,,,,,3a,29,1569497852
20508,20508,398.7196050735575,1569498545.33777,398.7196050735575,-97.2794999876498,656.6554333631509,28.08808673058937,598.7020620323427,0.9956122636795044,679.4131134611916,52.63969058341158,655.0050082359653,0.9634250402450562,686.6971739414488,-4.5430762589858915,654.9130438641471,0.9798811078071594,624.6406524315971,100.87725754474907,656.5123231595596,0.8814278841018677,673.2325598193067,-37.19804844336447,665.8565094566195,0.5023925304412842,551.1027487105101,141.17387927681224,542.7819059652063,0.9237815141677856,571.9503347026903,-66.30214680561319,525.5299719215868,0.5377100706100464,668.8045734676897,219.33004143495205,362.6067976401212,0.9355882406234741,625.2889863794927,-176.37197567023998,341.89983409214057,0.8013710975646973,840.3603378479182,281.002192102794,239.18885359326322,0.876720666885376,755.0933346502167,-191.061206808837,182.08773462342,0.9386242032051086,463.72510720768537,141.84905979205058,19.238654976417564,0.16985845565795898,526.7172178505963,-59.46215267335801,135.51645046391639,0.288310706615448,377.53091419549895,191.09379388385554,-541.0987127206297,0.012061923742294313,636.6323075944617,-79.12680452864187,-131.3413880765367,0.022708743810653687,405.61621682107835,182.26325799780102,-612.0165142630101,0.0009860396385192873,736.6912208972217,-79.98837890471849,-267.26846091703,0.002933681011199951,3209.5737235514903,799.4617489192779,5.688039492644251,3.8101692135077054,3205.041960507356,167.05472499245332,6.99,179.26,3203.121960507356,517.5827644850975,6.97196050735575,179.46,3203.461960507356,375.9851199188958,7.9,179.77,3206.561960507356,174.25492245567455,7.436276448509752,179.26,3206.0019605073558,188.73296194831883,7.3976445662017465,179.26,3205.451960507356,267.4055148453383,8.839802536778748,179.75,3205.101960507356,353.44943586004985,8.71,179.77,3204.27,529.0527644850977,7.01,179.46,2985.99684058846,881.0119605073558,7.953921014711499,89.71,2849.435275007547,880.62,6.9760789852885035,89.69,3202.69,759.5468829630304,7.38196050735575,179.99,3202.69,773.7949224556746,7.413921014711499,179.99,3202.561960507356,896.0533568747612,8.54196050735575,179.45,3202.411960507356,912.3413963674057,8.58,179.45,3201.011960507356,1058.2468829630304,7.404315941154003,179.45,2673.779224271972,728.4550775443254,7.968039492644251,337.35,2675.319224271972,722.5931170369697,7.9760789852885035,337.35,3200.4919605073555,1112.9676728159154,9.271960507355749,179.45,3200.091960507356,1154.2696333232711,9.1239210147115,179.45,3206.0,744.8327221105272,8.34,359.99,3199.551960507356,1210.8372778894727,8.197842029422997,179.45,3199.401960507356,1226.9613963674055,8.55588152206725,179.45,,,,,,,,,3a,29,1569497852
20509,20509,398.7399749112925,1569498545.371878,398.7399749112925,-92.49644682652884,658.1870298419047,29.322815593311077,600.5970743274786,0.9953724145889282,678.8471869789679,52.94736907610357,656.2071378332693,0.9589526653289796,687.0097831216198,-3.761886730050103,655.4291659977669,0.979451596736908,624.368191003416,99.57215856393171,656.2082798620512,0.8807446956634521,673.2927450903702,-37.10449181977307,664.7681081426792,0.5469294786453247,537.5256981506886,131.91680614978966,540.7276096241764,0.8883750438690186,570.2707903760338,-65.00379332688989,521.6196915318443,0.5110495090484619,663.2260822252452,212.2366191633229,367.1626058602124,0.9892903566360474,637.4385956110398,-172.1414237412717,345.3719791855897,0.7799268960952759,832.8900640727377,282.8629651030869,236.22126512249199,0.8626251816749573,765.4323404896201,-187.8123184385648,184.25968294374317,0.9308242797851562,463.18758411798484,136.03719147056552,14.634167934392107,0.19129127264022827,532.4098028216872,-63.82717210483028,135.65534856470092,0.2832835912704468,360.0653268525591,198.74324302993224,-562.0739637116594,0.013759374618530272,703.2366078827665,-69.0783338994442,-62.08772082248288,0.02548143267631531,409.4497720595545,187.07101701953118,-611.9746647546192,0.0016827881336212158,649.4142215357599,-88.27628422279743,-355.87718219523236,0.004256367683410645,3209.5879824379053,799.5778569943673,5.686002508870749,4.007756639537335,3205.043997491129,166.91417311208167,6.99,179.26,3203.123997491129,517.4401756209526,6.973997491129251,179.46,3203.4639974911292,375.82419820078917,7.9,179.77,3206.563997491129,174.10418565643542,7.4220175620952435,179.26,3206.003997491129,188.58018816530617,7.415977420163259,179.26,3205.453997491129,267.2242232894966,8.849987455646255,179.75,3205.103997491129,353.2722182717552,8.71,179.77,3204.27,528.9101756209525,7.01,179.46,2986.1597992903407,881.0139974911293,7.957994982258501,89.71,2849.5758268879185,880.62,6.9720050177414965,89.69,3202.69,759.3981831475647,7.383997491129251,179.99,3202.69,773.6441856564355,7.417994982258501,179.99,3202.563997491129,895.8802132540138,8.54399749112925,179.45,3202.413997491129,912.1662157628843,8.58,179.45,3201.013997491129,1058.0981831475647,7.388020070965992,179.45,2673.7160777749928,728.6058143435645,7.96600250887075,337.35,2675.256077774993,722.7418168524352,7.9720050177414965,337.35,3200.493997491129,1112.7782333249795,9.27399749112925,179.45,3200.0939974911294,1154.082230816109,9.1279949822585,179.45,3206.0,745.0017917637279,8.34,359.99,3199.553997491129,1210.6682082362722,8.205989964517004,179.45,3199.4039974911293,1226.7862157628845,8.561992473387754,179.45,,,,,,,,,3a,29,1569497852
20510,20510,398.75985094858663,1569498545.405159,398.75985094858663,-92.49644682652884,657.7364976035827,30.561323092623194,601.9052770481912,0.9949584007263184,690.2303495913562,53.366659038955184,662.254163837546,0.9479163885116576,690.0664447034891,-2.7969286409192207,657.7868706288773,0.976959228515625,619.7250055666555,100.65224314107068,655.6602339697122,0.853994607925415,678.099627329012,-35.333763662699646,668.2207445067188,0.4909310936927795,540.6063234064158,129.4499455056739,541.4187712713929,0.8896163702011108,572.5887575161128,-63.72076399155591,543.569377415208,0.8784786462783813,667.1133739373622,211.60980473193058,369.42227351025286,0.990696907043457,642.7718142878851,-167.87416487414959,349.0108043272808,0.854739785194397,831.3176730541679,286.93781689071477,237.56354094899967,0.8264997005462646,770.8921975145282,-186.79416419716648,188.62133422534203,0.9175718426704408,463.2231743288497,135.51176617987642,12.3916042360772,0.21555587649345398,505.46785490910037,-56.76513548851676,142.2081645679803,0.2311137318611145,367.92516163781835,203.23852946993568,-592.0378696092996,0.008344024419784546,743.4392024307118,-65.20447564055279,-23.06502377511265,0.018004834651947018,423.6721665612778,189.08064128777943,-599.1490995502497,0.0011646449565887453,661.7752470140382,-59.782698280994644,-343.3062475779342,0.0021574795246124268,3209.6018956640105,799.6911504069441,5.684014905141331,4.200554201290856,3205.045985094859,166.77702845475187,6.99,179.26,3203.1259850948586,517.3010433598932,6.975985094858669,179.46,3203.465985094859,375.66717750616516,7.9,179.77,3206.565985094859,173.95710298045853,7.408104335989321,179.26,3206.005985094859,188.43111788559986,7.433865853728018,179.26,3205.4559850948585,267.04732655757846,8.859925474293341,179.75,3205.1059850948586,353.09929674729585,8.71,179.77,3204.27,528.7710433598934,7.01,179.46,2986.3188075886933,881.0159850948587,7.961970189717338,89.71,2849.712971545248,880.62,6.968029810282662,89.69,3202.69,759.2530880753172,7.385985094858668,179.99,3202.69,773.4971029804585,7.421970189717338,179.99,3202.565985094859,895.7112669370132,8.545985094858668,179.45,3202.4159850948586,911.9952818421544,8.58,179.45,3201.015985094859,1057.9530880753173,7.372119241130651,179.45,2673.6544620593813,728.7528970195415,7.964014905141331,337.35,2675.1944620593813,722.8869119246827,7.968029810282662,337.35,3200.4959850948585,1112.593386178144,9.275985094858667,179.45,3200.095985094859,1153.8993712730025,9.131970189717338,179.45,3206.0,745.1667628732695,8.34,359.99,3199.555985094859,1210.5032371267305,8.213940379434675,179.45,3199.405985094859,1226.6152818421544,8.567955284576009,179.45,,,,,,,,,3a,29,1569497852
20511,20511,398.7799545213781,1569498545.438821,398.7799545213781,-92.49644682652884,657.2333842901237,31.618246400894165,603.0231501891195,0.9950413703918456,672.7356874010222,58.75580982139469,653.8279197607527,0.9864930510520936,683.5074706503661,-2.9710739181534422,654.8178942116657,0.9796217679977416,625.783062213347,101.38301442385936,660.1775174342315,0.85096275806427,676.4962491403338,-35.94132490793575,668.3232871968089,0.4596813917160034,540.8490368932506,131.12313738589629,541.7291725213083,0.8907516598701477,565.5698979223055,-60.61540801212315,540.943392407989,0.8351066112518309,671.2600945446427,219.24230240545467,372.5364266634912,0.9855283498764038,636.2046843233155,-163.54592974890804,344.35289040328576,0.834735631942749,834.6609479942853,291.9892606521168,238.6516500947861,0.8517040014266968,772.0082890908933,-184.37534220722247,187.84155339956615,0.9269062280654908,488.97490944712547,134.4917225589969,19.37234279625801,0.273474782705307,497.0493295142904,-57.85339010587922,133.2521008816443,0.1885395646095276,,,,0.007926076650619507,629.8091934138803,-78.56660925924409,-166.13948446368826,0.025883972644805908,390.30174184653913,193.024336715984,-637.0500315281115,0.002001047134399414,641.6568563288259,-75.78585311191989,-365.06422907923127,0.0031433403491973877,3209.615968164965,799.8057407718552,5.68200454786219,4.39555885736752,3205.047995452138,166.63831380249115,6.99,179.26,3203.127995452138,517.1603183503534,6.97799545213781,179.46,3203.4679954521366,375.50835928111314,7.9,179.77,3206.567995452138,173.8083365418021,7.3940318350353325,179.26,3206.007995452138,188.28034108966432,7.451959069240285,179.26,3205.4579954521373,266.868404759735,8.869977260689046,179.75,3205.107995452138,352.9243956640106,8.71,179.77,3204.27,528.6303183503534,7.01,179.46,2986.4796361710246,881.0179954521377,7.965990904275618,89.71,2849.851686197509,880.62,6.964009095724381,89.69,3202.69,759.10633199394,7.387995452137809,179.99,3202.69,773.3483365418023,7.425990904275618,179.99,3202.567995452138,895.5403865682863,8.54799545213781,179.45,3202.4179954521383,911.8223911161484,8.58,179.45,3201.0179954521373,1057.80633199394,7.356036382897524,179.45,2673.5921409837288,728.9016634581977,7.9620045478621915,337.35,2675.1321409837287,723.0336680060602,7.964009095724381,337.35,3200.4979954521373,1112.4064229511837,9.277995452137807,179.45,3200.0979954521376,1153.7144184033216,9.13599090427562,179.45,3206.0,745.333622527438,8.34,359.99,3199.5579954521377,1210.336377472562,8.221981808551238,179.45,3199.4079954521376,1226.4423911161484,8.573986356413428,179.45,,,,,,,,,3a,29,1569497852
20512,20512,398.8,1569498545.472386,398.8,-92.4345846442834,672.0997802650743,32.153989670204275,608.9255476393844,0.9954665899276732,678.2174078502055,54.76298236648453,656.3623812326161,0.9496399760246276,686.5549025736466,-1.0306853331249377,656.0233917179993,0.979979395866394,624.4398206852902,101.75880794845035,656.7692955120199,0.8890722990036011,673.9187711476662,-32.71208630899549,665.8270967181733,0.5543189644813538,540.4286718241772,134.3678902833959,542.8160199374986,0.9040565490722656,568.5798553292426,-57.82512829692997,542.5717301695722,0.8018976449966431,663.6723907261074,222.05063454788657,367.5893677382916,0.9869247674942015,634.4236229550049,-165.8763554284499,345.6769029657273,0.8193956017494202,833.3582721136545,295.47586429088443,234.21850532826915,0.8657805919647217,785.4488233990497,-180.60913546537202,194.42823053441668,0.8995900154113771,497.5198492329292,138.49499265837184,22.953993691106742,0.26972782611846924,490.6390140254138,-55.776099851116534,127.6118999673322,0.21822193264961245,,,,0.007329225540161133,579.1452824648118,-86.86597559666752,-279.2625144062787,0.06546729803085327,432.5515514248114,191.9881731488816,-593.0651208873401,0.0013937652111053467,619.1633743982617,-82.3830962900257,-392.5244132913321,0.0035006403923034672,3209.63,799.92,5.68,4.59,3205.05,166.5,6.99,179.26,3203.13,517.02,6.98,179.46,3203.47,375.35,7.9,179.77,3206.57,173.66,7.38,179.26,3206.01,188.13,7.47,179.26,3205.46,266.69,8.88,179.75,3205.11,352.75,8.71,179.77,3204.27,528.49,7.01,179.46,2986.64,881.02,7.97,89.71,2849.99,880.62,6.96,89.69,3202.69,758.96,7.39,179.99,3202.69,773.2,7.43,179.99,3202.57,895.37,8.55,179.45,3202.42,911.65,8.58,179.45,3201.02,1057.66,7.34,179.45,2673.53,729.05,7.96,337.35,2675.07,723.18,7.96,337.35,3200.5,1112.22,9.28,179.45,3200.1,1153.53,9.14,179.45,3206.0,745.5,8.34,359.99,3199.56,1210.17,8.23,179.45,3199.41,1226.27,8.58,179.45,,,,,,,,,3a,29,1569497852
